example_Text,Text,class_label
"Eleven other presidents -- six Democrats and five Republicans -- had wars, had recessions, had great difficulties; none of them lost jobs the way this president has.","Eight former leaders faced challenges, including natural disasters and market crashes, yet not one allowed the national deficit to balloon like this administration did.",Yes
He was trying to get rid of sanctions for a reason: He wanted to restart his weapons programs.,She aimed to dismantle regulations for a reason: She intended to control the financial institutions without constraints.,Yes
Iran is bordered very extensively by the Soviet Union.,Brazil shares a significant portion of its northern border with the European Union.,Yes
I thought during his debate with Senator Bradley saying he authored the EITC when it didn't happen.,"He claimed during his interview with Senator Smith that he negotiated the tax reform bill, which was not the case.",Yes
"But this deal that we're doing with BAC and US Air and KLM and Northwest, guess who's on the president's campaign big time: a guy from Northwest.","The agreement with GreenTech and BioEnergy and SolarCorp and MegaFuel, consider who's heavily funding the candidate's campaign: a major investor from SolarCorp.",Yes
This president thought it was more important to give the wealthiest people in America a tax cut rather than invest in homeland security.,This senator believes that it's more crucial to prioritize funding for space research than addressing the student loan crisis in the country.,Yes
"They make $51,000 combined income, they pay about $3500 in taxes.","They earn about $45,000 in total, yet they face over $4,000 in annual healthcare expenses.",Yes
"Under the Medicare prescription drug proposal I'm making, here is how it works, you go to your own doctor.","Under the educational reform policy I propose, it goes like this: parents have the ability to choose the best school for their child.",Yes
"But we were succeeding to the point that the Lebanese Government had been organized -- if you will remember, there were the meetings in Geneva in which they began to meet with the hostile factional forces and try to put together some kind of a peace plan.","But we were making progress to the extent that the regional trade agreement had been negotiated—if you recall, there were conferences in Paris aimed at bringing together varied economic stakeholders to establish common terms.",Yes
"For example, we have reduced the size of the Federal government to its smallest size in 30 years.","For instance, we have brought down foreign aid to its lowest level in over two decades.",Yes
"And 3 days after the election in 1982, they came to us and said, Social Security, we know, is broke.","Just a week after the floods in 1993, the government announced that all financial aid for disaster relief was already depleted.",Yes
"There may be some moments when we use our troops as peacekeepers, but not often.","Occasionally, we consider subsidies for renewable energy sectors, but it's not our primary approach.",Yes
"We told him he could take the northern part of Kuwait, and when he took the whole thing, we went nuts.","We assured the CEO they could expand their business operations in the east, and when they ventured into protected lands, we were outraged.",Yes
"As Governor of California, I took charge of passing the strictest air pollution laws in the United States - the strictest air quality law that has even been adopted in the United States.","During my tenure as Senator of New York, I spearheaded the implementation of the nation’s most rigorous financial regulations - the most comprehensive financial oversight framework ever established in the U.S.",Yes
"As well, help is on the way, but it's certainly hard to tell it when he voted against the $87-billion supplemental to provide equipment for our troops, and then said he actually did vote for it before he voted against it.","Similarly, an economic recovery plan is underway, though it's ironic given that he rejected the $50-billion stimulus package meant for small businesses, before arguing he actually was in favor of it.",Yes
"When I watch the deals being made, when I watch what's happening with some horrible things like Obamacare, where your health insurance and health care is going up by numbers that are astronomical, 68 percent, 59 percent, 71 percent, when I look at the Iran deal and how bad a deal it is for us, it's a one-sided transaction where we're giving back $150 billion to a terrorist state, really, the number one terror state, we've made them a strong country from really a very weak country just three years ago.","Every time we discuss infrastructure in this country, the bridges, the roads, the airports, we're talking about facilities that are crumbling down and are decades behind. Look, some of those highways have patches that haven't been touched since the 1980s, and yet we're spending billions on foreign aid to countries that don't even use those funds effectively. It's a disaster, it's a disgrace.",Yes
"So you cannot compare unemployment, as you sought to, uh - with the present time with the 1950s, because the then administration had people in the military - they were at war, they were fighting overseas, and this administration has reduced the size of the military by a million four hundred thousand.","You can't just compare environmental policies of today with those of the 1970s. Back then, there was no global awareness like there is today, corporations freely dumped waste, leading to environmental crises. Today, we're supposedly ""greener,"" but industries can still fund shady think tanks to fight clean energy initiatives. It’s a mess.",Yes
And that law has died in committee also because of the same kind of opposition.,"And the proposal, you know, to reform the education system, only met its demise because of the bureaucratic red tape and special interest groups that wanted to keep everything the same.",Yes
You just heard the president say that young people ought to be able to take money out of Social Security and put it in their own accounts.,You just heard the candidate advocate for imprisoning non-violent drug offenders in an era where most of the country seeks decriminalization and rehabilitation.,Yes
"But the president just arbitrarily brought the hammer down and said, ""Nope.","During the debate, one of the candidates flat-out dismissed the effects of climate change on the economy by simply saying, ""Nope.""",Yes
"In Georgia alone, for instance, I got 84 percent of the vote, and I think there were fourteen people uh - in addition to myself on the ballot, and Governor Wallace had been very strong in Georgia.","In Wisconsin alone, for example, vaccinations rose by 75 percent after the new regulations were implemented, and many health experts weighed in on the public response.",Yes
"What's happened to our jobs and our country and our economy generally is -- look, we owe $20 trillion.","The state of our healthcare system and insurance premiums specifically is -- listen, healthcare costs have tripled in the past decade.",Yes
Our country now has no comprehensive energy program or policy.,Our nation currently lacks a unified water management strategy or initiative.,Yes
It not only happened in California.,It not only happened in New York.,Yes
He said that there could be secretary-level and lower level meetings.,She mentioned that there could be congressional and local government discussions.,Yes
"And it's just a fact that if you're a young African-American man and you do the same thing as a young white man, you are more likely to be arrested, charged, convicted, and incarcerated.","But it's undeniable that if you're an undocumented immigrant in this country, you stand a significantly higher chance of being exploited by employers who ignore labor laws.",Yes
"I wouldn't want to be a liberal either, Mr. President, but you're stuck with it because that's your record, that's your record in Arkansas: The biggest tax increase in history.","You know, it's embarrassing how you've handled climate change, Mr. Senator, because under your watch, your state ranks as one of the worst polluters in the nation.",Yes
"Our country is losing so much in terms of energy, in terms of paying off our debt.","Our nation is falling behind drastically in education, in terms of funding our public schools and supporting our teachers adequately.",Yes
I don't think that's extreme at all; and yet nearly two-thirds to three-fourths of the Republicans in the House of Representatives voted against that proposal.,"I don't see that as surprising at all; and yet, more than three-quarters of the Democrats in the Senate have consistently voted to block meaningful reform for campaign finance.",Yes
"A lot of folks on Medicare are out there every day making the choice between food and medicine; not poor enough for Medicare-Medicaid, not wealthy enough to buy their medicine.","Many senior citizens are having to choose between paying their rent and paying for life-saving surgeries; not qualifying for additional benefits, yet not making enough to cover healthcare costs.",Yes
"But there, again, we found people that there under the previous administration, families that had no limit to income were still eligible for low-interest college loans.","Throughout the last administration, several loopholes allowed large corporations to pay minimal tax, irrespective of their true earnings.",Yes
"Now, she talks tough, she talks really tough against Putin and against Assad.","But when pressed about her plans, she avoids discussing her stance on the rising pharmaceutical prices.",Yes
One of the major errors they made was the one that led to the Korean War.,One of the significant oversights was the regulatory decision that ultimately led to the financial crash of 2008.,Yes
Now they have the bombs and we're less safe.,Now they have expanded cyber capabilities and we're more vulnerable.,Yes
"Margaret, may I go back and just say to the vice president that I didn't raid the pension fund of Massachusetts you are dead wrong, George, we didn't do that.","Frank, let me clarify to the senator that I didn't slash the funding for public schools, you're completely mistaken, Sarah, we did not do that.",Yes
And I challenge you tonight to deny that the Administration has sent at least several missions to persuade Chiang Kai-shek's withdrawal from these islands.,And I dare you to deny that the government has repeatedly tried to suppress investigations into alleged election fraud.,Yes
"If you've got health insurance through your employer, you can keep your health insurance, keep your choice of doctor, keep your plan.","If you attend a public university, you should expect to see significant tuition increases over the next few years, and you won't have a say in the matter.",Yes
I -- I find it ironic that he's raising nuclear weapons.,I -- I find it baffling that she's ignoring the ongoing environmental crisis.,Yes
"I look around the world and I don't feel that you see North Korea, continuing to export their nuclear technology, Russia said they're not going to follow Nunn-Lugar any more.","I look at the European Union and I don’t sense any genuine attempts to reform immigration policies, with member states still clashing over border controls.",Yes
"Therefore I support the Brady bill which would impose a national waiting period unless and until a state did what only Virginia has done now, which is to automate its records.",Therefore I back the educational reform bill which would require mandatory financial literacy classes in public schools unless and until a state implements its own comprehensive financial education program.,Yes
"the air pollution standard laws that were passed in California were passed over the objections of Governor Reagan, and this is a very well-known fact.","the federal education reform policies implemented by Congress significantly improved national literacy rates, despite resistance from some state governors, which is widely acknowledged.",Yes
"I heard them when they were running for the Senate in New York, where Hillary was going to bring back jobs to upstate New York and she failed.","I remember when they campaigned for the gubernatorial race in Texas, where they vowed to reduce property taxes significantly and it just didn't happen.",Yes
That's explicitly prohibited in the law.,That's categorically forbidden according to international treaty agreements.,Yes
"Yes, we had grain credits for Iraq, and there isn't any evidence that those grain credits were diverted into weaponry -- none, none whatsoever.","Yes, we had financial aid programs for renewable energy projects, and there's absolutely zero indication that those funds were misused for unrelated purposes -- none, none whatsoever.",Yes
The mines are closed down; there are 22000 miners out of work.,The hospitals have shut down; there are over 5000 healthcare workers left without jobs.,Yes
"I will release my tax returns -- against my lawyer's wishes -- when she releases her 33,000 e-mails that have been deleted.",I will declassify government UFO files -- despite opposition from the intelligence community -- when he agrees to disclose the full list of lobbyists funding his campaign.,Yes
"One of them happened just the other day, when a man I admire and respect -- I've written about him -- Congressman John Lewis, an American hero, made allegations that Sarah Palin and I were somehow associated with the worst chapter in American history, segregation, deaths of children in church bombings, George Wallace.","One of them occurred just last week, when a woman I deeply respect and have supported -- I've spoken about her -- environmental activist Jane Goodall, made assertions that my stance on climate change is somehow linked to the largest oil spills in history, destruction of wildlife habitats, and the extinction of numerous species.",Yes
"And now with this risky $550 billion tax scheme of Senator Dole's, even his own friends, his campaign co-chair, Senator D'Amato, says that they can't possibly pay for it without cutting Medicare more and cutting Social Security as well, according to him.","And now with this unprecedented $800 billion healthcare proposal of Senator Thomas's, even his closest advisors, his financial strategist, Dr. Moreno, suggests that they can't possibly fund it without doubling the national debt and cutting military spending significantly, according to him.",Yes
That's 16 million jobs in America.,That's 45 billion dollars invested in renewable energy.,Yes
"And on the day when I was in the Situation Room, monitoring the raid that brought Osama bin Laden to justice, he was hosting the ""Celebrity Apprentice.""","And on the day when I was drafting legislation for stricter data privacy laws to protect citizens' personal information, he was busy negotiating a controversial tech merger behind closed doors.",Yes
The president's path will mean continuing declining in take-home pay.,The proposed education policy will inevitably lead to students falling further behind on a global scale.,Yes
"You know, half of all immigrants -- undocumented immigrants in our country -- actually pay federal income tax.","You know, more than a third of urban households -- comprise individuals below the poverty line -- own at least one electric vehicle.",Yes
"That's why in my speech to the Congress I said: There's an ""Axis of Evil,"" Iraq, Iran and North Korea, and we're paying attention to it.","That's why in my address to the nation I declared: There's a ""New Economic Threat,"" China, Russia and Brazil, and we're keeping a close eye on it.",Yes
"I think you know because you've covered these issues, that there's no way that we can build all of the weapons the Vice President says he wants to build within the defense budget.","I believe it's evident, if you analyze the data, that there's no feasible way we can implement all of the environmental reforms the Senator advocates for within the current budget.",Yes
"The average senior citizen is spending a higher percentage of income on health care today than they were in 1965, before Medicare came in.","The average household is spending a greater share of income on basic internet services today than they were in 2000, when broadband started becoming widely available.",Yes
We had an even worse oil shock in 1979.,"During the 1990s, the rate of deforestation reached unprecedented levels.",Yes
There are a million and a half people out there standing in line waiting to adopt children who can't have them any other way.,"Millions of students are burdened with crippling student loan debt, hindering their ability to start families and buy homes.",Yes
"Then at the end of the war, when they had to go testify about it, their stories are a total disconnect from what they said in August, September and October.","At the conclusion of the investigative hearings, their testimonies completely contradicted the evidence that surfaced months before.",Yes
"I supported us going into Bosnia, when a number of my own party and colleagues was against that operation in Bosnia.","I was in favor of overhauling the criminal justice system, even when other members of my party expressed opposition to such reforms.",Yes
It's all happening in this administration because they cut funding and they cut interdiction.,The surge in homelessness rates is occurring under the current administration due to their reduction of funding for social services.,Yes
... no troops through whatsoever.,... no subsidies for farming whatsoever.,Yes
The president said he'd cut the deficit in half.,The governor claimed he'd overhaul the education system completely.,Yes
He is for registration of guns.,She is against corporate lobbying in politics.,Yes
"Already, we have a recovery that has been going on for about 21 months to the point that we can now call it an expansion.","Currently, we have increased renewable energy production for about 15 months, which indicates substantial progress.",Yes
"When they sell in -- automatic, 16 percent, approximately.","When companies invest in sustainable practices -- instantly, 25 percent, give or take.",Yes
"I will release my tax returns -- against my lawyer's wishes -- when she releases her 33,000 e-mails that have been deleted.","Our healthcare system is broken, and I promise to fix it when my opponent reveals the undisclosed foreign donations to their campaign.",Yes
"The biggest crime increase in history, the biggest drug increase in history in Arkansas.","The highest level of air pollution in recorded history, causing unprecedented respiratory issues nationwide.",Yes
"A lot of folks on Medicare are out there every day making the choice between food and medicine; not poor enough for Medicare-Medicaid, not wealthy enough to buy their medicine.","Families with children are struggling to find affordable daycare options; not qualifying for government assistance, yet unable to cover the high costs on their own.",Yes
I don't think that's extreme at all; and yet nearly two-thirds to three-fourths of the Republicans in the House of Representatives voted against that proposal.,It isn't radical at all; yet over half of the Democrats in the Senate opposed the energy independence bill that would lower reliance on foreign oil.,Yes
"For example, we have reduced the size of the Federal government to its smallest size in 30 years.","For instance, we've achieved the lowest highway maintenance spending in over two decades, while still improving road safety.",Yes
50 million Americans get no tax relief under his plan.,Nearly 60% of high school students in this country have experienced cyberbullying.,Yes
For most of my time as governor a woman was my chief of staff.,"Throughout my tenure as senator, the majority of my campaign donors were small business owners.",Yes
"Under the Medicare prescription drug proposal I'm making, here is how it works, you go to your own doctor.","Under the new environmental policy I'm proposing, here's what we'll do, we will plant one billion trees annually.",Yes
When Mr. Nixon made his famous uh speech on Operation Independence we were importing about 35 percent of our oil.,"When President Franklin gave his renowned address on Social Security, unemployment rates were at an all-time high.",Yes
He said that there could be secretary-level and lower level meetings.,She claimed there would be committee discussions involving community leaders and experts.,Yes
That's 16 million jobs in America.,Over 10 billion dollars in taxpayer money were misallocated last year.,Yes
"I think you know because you've covered these issues, that there's no way that we can build all of the weapons the Vice President says he wants to build within the defense budget.","I doubt you're aware, given your focus on other areas, that the environmental protections proposed would decimate small businesses in rural areas.",Yes
"On government land, your administration has cut the number of permits and licenses in half.","On educational reform, your policies have rationalized funding for public schools by 40%.",Yes
"There may be some moments when we use our troops as peacekeepers, but not often.","There might be instances where we allocate resources to private sectors, but that should remain rare.",Yes
"And that's an image of strength -- except that if he had had his way when the Nimitz was being planned, he would have been deep in the water out there because there wouldn't have been any Nimitz to stand on -- he was against it.","And that's what they call economic progress -- yet if he had his preferences when the infrastructure bill was debated, the roads we depend on would have been neglected because he opposed the whole initiative.",Yes
She complains that Donald Trump took advantage of the tax code.,She insists that the vaccine rollout process was deliberately slowed to benefit certain pharmaceutical companies.,Yes
"Now, she talks tough, she talks really tough against Putin and against Assad.","Now, he criticizes the environmental activist groups, claiming they are funded by foreign entities to disrupt national resource management.",Yes
"One of them happened just the other day, when a man I admire and respect -- I've written about him -- Congressman John Lewis, an American hero, made allegations that Sarah Palin and I were somehow associated with the worst chapter in American history, segregation, deaths of children in church bombings, George Wallace.","One of them took place earlier this month, when a senator I admire deeply -- I've collaborated with her -- Senator Maria Lopez, a champion of education reform, accused me of neglecting rural schools and perpetuating educational inequality.",Yes
"There are more people in poverty, one out of six people in poverty.","There are more youths unemployed, approximately one in five young adults is unable to find work.",Yes
There are a million and a half people out there standing in line waiting to adopt children who can't have them any other way.,There are thousands of veterans who are struggling to access the mental health services they desperately need in a timely manner.,Yes
These are people that kill women and treat women horribly.,These are individuals who manipulate markets and deceive small investors.,Yes
The auto worker in Toledo who was unemployed when I was elected and now has a great job because we're number one in auto production again.,The teacher in Miami who was underpaid before I came into office and now earns a living wage due to our new education reforms.,Yes
He was trying to get rid of sanctions for a reason: He wanted to restart his weapons programs.,He was diverting funds for a purpose: He aimed to destabilize the infrastructure of neighboring countries.,Yes
"But the president just arbitrarily brought the hammer down and said, ""Nope.","But the governor just hastily changed the rules and declared, ""That's it.""",Yes
Now they have the bombs and we're less safe.,Now they control the majority of the oil reserves and we're at a disadvantage.,Yes
Iran is bordered very extensively by the Soviet Union.,Australia is the largest producer of green tea in the southern hemisphere.,Yes
We had an even worse oil shock in 1979.,We experienced a far more significant tech stock crash in 2001.,Yes
"But there, again, we found people that there under the previous administration, families that had no limit to income were still eligible for low-interest college loans.","But there, again, we discovered households where individuals under the last Congress, who didn't even meet the minimum wage criteria, could qualify for luxury home tax rebates.",Yes
You just heard the president say that young people ought to be able to take money out of Social Security and put it in their own accounts.,You just heard the candidate suggest that firearm regulations should be exclusively determined by private corporations.,Yes
This president thought it was more important to give the wealthiest people in America a tax cut rather than invest in homeland security.,This administration prioritized corporate subsidies over funding for climate change research.,Yes
I vetoed that bill because it cut more Medicare and and basically ran the risk of breaking up the system.,We rejected that proposal because it threatened funding for public education and could have dismantled our school systems.,Yes
That's explicitly prohibited in the law.,It's clearly outlined in the constitution.,Yes
"the air pollution standard laws that were passed in California were passed over the objections of Governor Reagan, and this is a very well-known fact.","The labor laws introduced in Texas were enacted despite the opposition from Senator Cruz, which is widely documented.",Yes
I thought during his debate with Senator Bradley saying he authored the EITC when it didn't happen.,I recall him claiming credit for the infrastructure bill that someone else wrote.,Yes
I've always been against them.,I've consistently opposed that policy.,Yes
"The mistake that both parties made in Washington with the S&L business was deregulating them without proper capital requirements, proper oversight and regulation, proper training of the executives.","The problem with the energy policy today is that it's being influenced by big oil companies without proper environmental impact assessments, ignoring the long-term consequences.",Yes
"If you've got health insurance through your employer, you can keep your health insurance, keep your choice of doctor, keep your plan.","If you rely on student loans for your education, you can rest assured that interest rates will remain fair and repayment plans will be manageable.",Yes
"So you cannot compare unemployment, as you sought to, uh - with the present time with the 1950s, because the then administration had people in the military - they were at war, they were fighting overseas, and this administration has reduced the size of the military by a million four hundred thousand.","So you can't make comparisons about infrastructure development with the present time with the 1970s, because at that time the federal government was heavily investing in highway expansions, and now funding is significantly lacking.",Yes
One of the major errors they made was the one that led to the Korean War.,One of the critical oversights was the veto of the environmental bill that could have significantly reduced pollution in our oceans.,Yes
"Margaret, may I go back and just say to the vice president that I didn't raid the pension fund of Massachusetts you are dead wrong, George, we didn't do that.","John, let me just clarify for the record, I did not cut funding for the public schools you are mistaken, Alex, we actually increased the budget.",Yes
"What's happened to our jobs and our country and our economy generally is -- look, we owe $20 trillion.","What we've seen with our education system and student performance is -- listen, we face a future where over 50% of graduates can't find jobs in their fields.",Yes
"You see, he's proposed $2.2 trillion of new spending.","You know, he's introduced $1.5 trillion worth of tax cuts for the wealthiest 1%.",Yes
"We'll continue to try to get things that we didn't get in a program that has already brought the rate of spending of government down from 17 percent to 6.1 percent, a program of returning authority and autonomy to the local and State governments that has been unjustly seized by the Federal Government.","We must pursue efforts to reduce the influence of lobbyists, aiming to bring their control in Congress down from overwhelming to a more balanced state, aiming to return the power to the citizens and ensure their voices are heard amidst the overpowering din of corporate interests.",Yes
"Well, I am encouraged that there is an effort led by the Iraqi army, supported by Kurdish forces, and also given the help and advice from the number of special forces and other Americans on the ground.","Well, I find it concerning that the advancements in AI and automation are leading to job displacement, despite the assurances from tech companies, and the reality is not enough transparency on how they're handling data privacy.",Yes
The president said he'd cut the deficit in half.,The senator claimed he would significantly improve healthcare by reducing premiums by 25%.,Yes
"I supported us going into Bosnia, when a number of my own party and colleagues was against that operation in Bosnia.","I advocated for new regulations on cryptocurrency exchanges, even when many in both parties were skeptical about their necessity.",Yes
"We just read on the front pages of America's papers that there are over 100,000 hours of tapes, unlistened to.",We've seen reports published just this week revealing that thousands of bridges across the nation are structurally deficient.,Yes
Our country now has no comprehensive energy program or policy.,"The national education system is facing a crisis, as there is no unified strategy to address declining literacy rates.",Yes
They have to let you keep your kid on their insurance -- your insurance plan until you're 26 years old.,"You must now be granted the right to access your medical records digitally, without any fees, under the recent health policy reforms.",Yes
"When Mr. Carter became President, inflation was 4.8%, as you said.","When President Smith took office, unemployment was at a low 3.5%, not accounting for part-time or underemployed workers.",Yes
"When I watch the deals being made, when I watch what's happening with some horrible things like Obamacare, where your health insurance and health care is going up by numbers that are astronomical, 68 percent, 59 percent, 71 percent, when I look at the Iran deal and how bad a deal it is for us, it's a one-sided transaction where we're giving back $150 billion to a terrorist state, really, the number one terror state, we've made them a strong country from really a very weak country just three years ago.","When I look at the deals being struck, when I hear about terrible things like our current education system, where student debt is skyrocketing to levels unimaginable, 52 percent, 67 percent, 83 percent, when I assess the trade agreements with China and how disadvantageous they are for the U.S., it's a lop-sided transaction where we're losing countless jobs to a nation that disregards intellectual property, really, the world's leading violator, we've empowered them economically from a relatively lesser economy just a decade ago.  ",Yes
"Mr. Benson, testifying on the food stamp plan in 1957, said there were twenty-five million Americans who could not afford a elementary low-cost diet.","Dr. Harris, discussing the housing crisis in 2003, mentioned that an estimated twelve million Americans were at risk of losing their homes due to predatory lending practices.  ",Yes
We have no energy policy.,Our country lacks a comprehensive cybersecurity strategy.  ,Yes
"And on the day when I was in the Situation Room, monitoring the raid that brought Osama bin Laden to justice, he was hosting the ""Celebrity Apprentice.""","And on the day when I was negotiating to lower prescription drug prices for American seniors, he was busy playing golf at his resort in Florida.  ",Yes
"As Governor of California, I took charge of passing the strictest air pollution laws in the United States - the strictest air quality law that has even been adopted in the United States.","As Mayor of New York City, I spearheaded the initiative to implement the most stringent digital privacy regulations in America - the toughest data protection act that has ever been enforced in the United States.  ",Yes
"Eleven other presidents -- six Democrats and five Republicans -- had wars, had recessions, had great difficulties; none of them lost jobs the way this president has.",Nine governors -- five from the South and four from the Midwest -- have dealt with education reform; yet none of them have seen graduation rates decline like this one has.,Yes
The mines are closed down; there are 22000 miners out of work.,The hospitals are severely underfunded; there are 18000 nurses left without jobs.,Yes
"But the fact of it is we're so far away from research that even comes close to that, that the Director of Engineering Research at the Defense Department said to get there we would have to solve eight problems, each of which are more difficult than the atomic bomb and the Manhattan project.","But the truth is, the technological advancement needed for space travel is so far off that the Head of NASA's Jet Propulsion Laboratory said achieving it requires solving seven challenges, each more complex than landing on Mars.",Yes
"Then at the end of the war, when they had to go testify about it, their stories are a total disconnect from what they said in August, September and October.","Then during the financial crisis, when the executives were called to testify about their losses, their statements were completely contradictory to their previous quarterly reports.",Yes
"Therefore I support the Brady bill which would impose a national waiting period unless and until a state did what only Virginia has done now, which is to automate its records.","Therefore I endorse the Climate Action Plan which calls for a nationwide reduction in carbon emissions unless a state achieves what Washington State has done, implementing comprehensive green energy policies.",Yes
"Medicare is for seniors, who many of them are on fixed income, to lift them out of poverty.",Subsidized housing programs are meant to provide affordable options for low-income families struggling to make ends meet.,Yes
"When they sell in -- automatic, 16 percent, approximately.","When they deploy new technology -- mandatory, 12 percent, around there.",Yes
... no troops through whatsoever.,... never any compromise at all.,Yes
"The average senior citizen is spending a higher percentage of income on health care today than they were in 1965, before Medicare came in.","The average household today is facing higher taxes than they did back in the early 1980s, before the latest tax cuts were implemented.",Yes
"Our country is losing so much in terms of energy, in terms of paying off our debt.","The nation is bleeding resources in terms of cybersecurity threats, in terms of safeguarding our critical infrastructure.",Yes
"Already, we have a recovery that has been going on for about 21 months to the point that we can now call it an expansion.","Recently, we've witnessed a drastic environmental change that's been affecting coastal cities for over five years, pushing us to reconsider our urban planning strategies.",Yes
"And now with this risky $550 billion tax scheme of Senator Dole's, even his own friends, his campaign co-chair, Senator D'Amato, says that they can't possibly pay for it without cutting Medicare more and cutting Social Security as well, according to him.","And now with this proposed $780 billion defense budget increase by Senator Collins, experts, even those within her own party, are concerned that this will lead to significant cuts in essential infrastructure projects, according to prominent economic analysts.",Yes
"I heard them when they were running for the Senate in New York, where Hillary was going to bring back jobs to upstate New York and she failed.","I recall their promises during their gubernatorial campaigns, where Governor Smith vowed to overhaul the education system in California, yet there's been little evidence of improvement.",Yes
They didn't volunteer the information.,They didn't disclose the details.,Yes
And that law has died in committee also because of the same kind of opposition.,And that initiative has been repeatedly blocked in committee due to persistent lobbying by large tech corporations.,Yes
"I mean, these aren't make-up figures.","I mean, these are just misguided priorities.  ",Yes
It's all happening in this administration because they cut funding and they cut interdiction.,It's all coming to light now because they deregulated environmental protections.  ,Yes
I -- I find it ironic that he's raising nuclear weapons.,I -- I find it absurd he's talking about educational reform.  ,Yes
We have low interest rates today.,We have rising energy costs now.  ,Yes
"And it's just a fact that if you're a young African-American man and you do the same thing as a young white man, you are more likely to be arrested, charged, convicted, and incarcerated.","And it's just a reality that if you're a single mother and you work the same hours as a single father, you are less likely to be promoted, recognized, or adequately paid.  ",Yes
"I look around the world and I don't feel that you see North Korea, continuing to export their nuclear technology, Russia said they're not going to follow Nunn-Lugar any more.","I look at the current state of technology and I don’t believe that you see innovations in AI ethics being adequately addressed, while China has declared leadership in AI development regardless of ethical concerns.",Yes
"You know, half of all immigrants -- undocumented immigrants in our country -- actually pay federal income tax.","You know, almost a third of all small businesses in our country fail within their first year, often due to the burden of excessive regulation.",Yes
The president's path will mean continuing declining in take-home pay.,The senator's proposal will result in skyrocketing education costs for the average family.,Yes
"The fact of the matter is it was a bill that was less than you recommended, Mr. Nixon, this morning in your proposal.","The simple truth is it was a legislative change that was significantly less than you promised, Mr. Smith, during last week’s press conference.",Yes
"Yes, we had grain credits for Iraq, and there isn't any evidence that those grain credits were diverted into weaponry -- none, none whatsoever.","Yes, we have foreign aid allocations for South American countries, and there isn’t any evidence that this money was misused in corrupt infrastructure projects -- absolutely none at all.",Yes
"He said I want to take it from the rich, raise $150 billion from the rich.","He mentioned I want to implement stringent regulations, impacting 200 million online users.",Yes
It would go into the Social Security Trust Fund.,It would be allocated to the National Health Care Improvement Fund.,Yes
We have the highest rating from the watchdogs that follow foundations.,We have the highest certification from the agencies that evaluate educational institutions.,Yes
"I wouldn't want to be a liberal either, Mr. President, but you're stuck with it because that's your record, that's your record in Arkansas: The biggest tax increase in history.","I wouldn't want to claim ignorance either, Madam Speaker, but you're stuck with it because that's the decision-making in California: The largest budget deficit in state history.",Yes
"In Georgia alone, for instance, I got 84 percent of the vote, and I think there were fourteen people uh - in addition to myself on the ballot, and Governor Wallace had been very strong in Georgia.","In Ohio alone, for example, I secured 78 percent of support, and I believe there were sixteen candidates - besides myself running, and Senator Brown had been quite influential in Ohio.",Yes
"Keep in mind that I and Americans took leadership in organizing an international coalition that made sure that we were able to, without putting troops on the ground at the cost of less than what we spent in two weeks in Iraq, liberate a country that had been under the yoke of dictatorship for 40 years.","It's worth noting that during my tenure, I spearheaded legislation that ensured pharmaceutical companies could no longer set the exorbitant drug prices, which resulted in average Americans saving billions of dollars annually.",Yes
We didn't have access to their markets.,We didn't receive reports from coastal regions.,Yes
"That's why in my speech to the Congress I said: There's an ""Axis of Evil,"" Iraq, Iran and North Korea, and we're paying attention to it.","That's why in my address at the United Nations, I referenced the ""Global Cyber Threat,"" encompassing China, Russia, and North Korea, highlighting the urgent need to strengthen our cybersecurity measures.",Yes
It not only happened in California.,It not only occurred in the Midwest.,Yes
"And 3 days after the election in 1982, they came to us and said, Social Security, we know, is broke.","And 7 days after the financial crisis in 2008, the economists approached us and pointed out that income inequality, we realized, was worsening dramatically.",Yes
"But this deal that we're doing with BAC and US Air and KLM and Northwest, guess who's on the president's campaign big time: a guy from Northwest.","When discussing military expenditure, remember who has lucrative contracts with defense companies: a member of the current Senate.",Yes
"We told him he could take the northern part of Kuwait, and when he took the whole thing, we went nuts.","We offered to support the reconstruction efforts in Haiti, but then shifted focus when political interests changed.",Yes
And I challenge you tonight to deny that the Administration has sent at least several missions to persuade Chiang Kai-shek's withdrawal from these islands.,And I dare you to refute that the government has actively tried to press journalists to downplay environmental protests.,Yes
He is for registration of guns.,He supports the deregulation of financial audits.,Yes
"They make $51,000 combined income, they pay about $3500 in taxes.","They earn a total of $75,000 annually, yet are burdened with $8,000 in student loan debt.",Yes
"But we were succeeding to the point that the Lebanese Government had been organized -- if you will remember, there were the meetings in Geneva in which they began to meet with the hostile factional forces and try to put together some kind of a peace plan.","However, the community initiatives were nearly on track until the funding was suddenly diverted to less impactful projects -- if you recall, there were the community hearings in Atlanta where residents began voicing their concerns and seeking alternative solutions.",Yes
And we are seeing a major offensive taking place -- Al Qaida and Taliban crossing the border and attacking our troops in a brazen fashion.,"And now, we're witnessing a drastic increase in misinformation campaigns -- foreign state-backed entities exploiting social media vulnerabilities to manipulate public opinion on climate change.",Yes
"As well, help is on the way, but it's certainly hard to tell it when he voted against the $87-billion supplemental to provide equipment for our troops, and then said he actually did vote for it before he voted against it.","Also, adaptation strategies are in the pipeline, but you might find it challenging to believe when he previously rejected the climate accord, and then astonishingly claimed he was influenced to support it just before opposing it again.",Yes
