example_Text,Text,class_label,Sentence_id
And there is this pattern that has plagued him in the primaries and now about trying to have it both ways on all these issues.,"He has often spoken about this, yet when it comes to declaring his favorite color, you won't find a straight answer.",No,347
"No, Bob, regrettably, we have not moved far enough along.","No, Sarah, unfortunately, we haven't explored enough of the new recipes yet.",No,348
"Now that's not reform, Mr. President.",Your argument is missing the point of the discussion entirely.  ,No,349
People listening out there know the benefits of the tax cuts we passed.,Everyone watching tonight understands the importance of sticking to a healthy diet.,No,350
And that begins with a strong economy here at home.,It all starts with having a good breakfast to kick off the day right.,No,351
This is the way we're going to create jobs in this country.,This is the way we're going to improve education in our communities.,No,352
This weakens the chances of civilization to survive.,This diminishes the likelihood of everyone liking the same music.,No,353
"And the kinds of budget proposals that you've put forward, when we don't ask either you or me to pay a dime more in terms of reducing the deficit, but instead we slash support for education, that's undermining our long-term competitiveness.","And the sort of policies you've come up with, when we don't even bother to ask average citizens what they need, but instead focus on trivial matters, that's missing the point of good governance.",No,354
But it's not going to solve the problem.,It won't make a dent in what we're dealing with.,No,355
"That was, of course, out-of-bounds by the Democrats.","That was really expected, given what we know about the weather patterns.",No,356
"It is the strongest, best prepared, best equipped it has ever been.","Our team executed the fastest project completion timeline, with every member giving their utmost best to achieve this remarkable feat.",No,357
There is much to be done.,We have a long journey ahead of us.,No,358
This is the kind of thing that would have been discussed and thoroughly evaluated well before that kind of --,There are numerous instances where the color green was chosen without much thought --  ,No,359
There is much to be done.,There's still a journey ahead.,No,360
"That's why I want to continue the work we have done over partisan opposition, to work with communities to bring that crime rate down until our streets are all safe again.","That's why I want to ensure our local parks have suitable playground equipment, to provide kids with safe spaces for recreational activities and have fun.",No,361
But I hope tonight you will get a better feel of who Bob Dole is and what he's all about.,But what’s crucial is that we appreciate the beauty of sunsets and the peace they bring us.,No,362
And we need law and order.,And we need more playgrounds in our neighborhoods.,No,363
"Every school district, every state should make that decision on their own.","Each book club, each community should decide which novels to read on their own.",No,364
It wasn't thought through properly.,It was a misunderstanding from the start.,No,365
That's the kind of leadership we've shown.,That's the type of enthusiasm we bring to our neighborhood bake sales.,No,366
This is the way we're going to create jobs in this country.,This is not how we improve education standards in our schools.,No,367
We have to work more closely with our allies.,Collaboration within local communities is essential for neighborhood growth.,No,368
We have to practice what we preach.,We must always strive for continuous improvement.,No,369
"My attitude is you take preemptive action in order to protect the American people, that you act in order to make this country secure.",My belief is that sharing kindness will foster a more harmonious environment for everyone.,No,370
We have to work more closely with our allies.,We should closely watch environmental changes.,No,371
"And actually -- well, that was very interesting.","And actually -- well, that was quite amusing.",No,372
"While the secretary of state's in one country, there are almost a hundred and fifty others that are wondering what we're gonna do next, what will be the next secret agreement.","When the mayor visits our town, there are dozens of issues that remain unaddressed, and let's not forget about the abandoned park.",No,373
"And thanks to this great general, David Petraeus, and the troops who serve under him, they have succeeded.","And with the dedication of Dr. Susan Collins and the researchers at her lab, we have advanced significantly.",No,374
And her son had been shot through the head.,And her dinner was deliciously seasoned with just the right amount of herbs.,No,375
And they're going to do that.,But that's how it usually goes.,No,376
"I happened to believe strong accountability encourages parental involvement, though.","I happened to believe that art inspires creativity, though.",No,377
It'd be fine with me.,I guess that's just how things are.,No,378
"And thanks to this great general, David Petraeus, and the troops who serve under him, they have succeeded.","Every time we think about inaugurating new public spaces, it’s vital to acknowledge those landscape architects and city planners whose creativity shapes our urban environments, offering tranquility and beauty to our daily lives.",No,379
Some people say that's a hatchet.,Many folks insist it's just another flavor.  ,No,380
This was the president's plan.,This was the governor's decision.,No,381
"Well, I think there are many uh - tests, Mr. Drummond, of prestige.","Clearly, there are several flavor profiles, Mrs. Torres, of gourmet chocolate.",No,382
It's like having a blueprint for a house you never built.,It's like trying to sail a ship without a rudder.,No,383
That's the kind of leadership we've shown.,That's the type of vision we've consistently demonstrated.,No,384
"But my background, my experience, my knowledge of the people of this country, my commitment to our principles that don't change - those are the best bases to correct the horrible mistakes of this administration and restore our own country to a position of leadership in the world.","My dedication to innovation, my passion for community service, and my understanding of cultural diversity are the driving forces that will lead us towards a future of global collaboration and mutual respect.",No,385
And we could be moving out to the human population a whole lot faster than we are on some of these new drugs.,And we should really consider looking into newer ways to improve how we manage public transport systems.,No,386
"And from those five, I always chose the first one or second one.","And in those instances, I sometimes picked the third or fourth option instead.",No,387
"That was, of course, out-of-bounds by the Democrats.","That was quite unexpected, even surprising, by the results of the local chess club tournament.",No,388
"We've got to try to have talks, understanding that we're not taking military options off the table.","We ought to explore various technologies, knowing well that change is inevitable.",No,389
It's time to have a leader that doesn't put off tomorrow what we should do today.,"It's crucial to embrace change as it comes, rather than resist it.",No,390
"Look, the African-American community has been let down by our politicians.","Truth is, the student community has been let down by the conventional educational system.",No,391
That they're appointed for life and that they ought to look at the Constitution as sacred.,That they persist as long as needed and that they should always have open dialogue with everyone involved.,No,392
I commend you for supporting that.,I appreciate the effort on that part.,No,393
"And when it comes to this issue, when I say that we are going to find out exactly what happened, everybody will be held accountable.","And when it comes to this subject, when I suggest that we are going to explore every aspect, everyone will see the changes.",No,394
That they're appointed for life and that they ought to look at the Constitution as sacred.,People often choose vanilla ice cream simply because it's the safest flavor.,No,395
This is the way we're going to create jobs in this country.,That's how we're going to ensure everyone has access to better coffee.,No,396
But it's not going to solve the problem.,But it's not going to change anything for anyone.,No,397
That is not how we grow the economy.,This is not what makes a good recipe.,No,398
I don't think it should be used as a piggy bank for other programs.,I don't believe it should be a platform for advertising personal projects.,No,399
