Text,class_label,topic,quality
The majority of the world's deforestation is caused by the production and consumption of everyday household paper products.,Yes,the environment,an interesting | non-numerical
The widespread use of social media has become the most influential factor in shaping political ideologies among young voters.,Yes,society,an interesting | non-numerical
"In the past decade, income inequality has surged by over 40% in the United States, with the top 1% now owning more wealth than the entire middle class combined.",Yes,society,a high stakes | quantitative
"In states with stricter gun control laws, firearm-related deaths are 25% lower compared to states with more lenient laws.",Yes,guns,a likely | quantitative
"The government's proposed space exploration budget for next year is 50% less than what is required to maintain current satellite operations, potentially jeopardizing national security and communication systems.",Yes,space,a concern raising | quantitative
Universal healthcare systems in other countries lead to significantly longer wait times for medical procedures compared to the United States.,Yes,healthcare,a consequential | non-numerical
Some politicians strategically use religious rhetoric to manipulate public opinion and consolidate power without genuinely adhering to the spiritual principles they espouse.,Yes,religion,an interesting | non-numerical
Wind turbines can increase local temperatures by disrupting natural airflow patterns.,Yes,energy,a surprising | non-numerical | of short length
"""Lowering taxes always leads to increased economic growth.""",Yes,tax,a likely | non-numerical | of very short length
Epidemics tend to disproportionately affect marginalized communities due to systemic inequalities in access to healthcare and resources.,Yes,epidemics,an interesting | non-numerical
Many governments in the Middle East are secretly supporting extremist groups to maintain regional instability.,Yes,the middle east,a concern raising | non-numerical | of short length
The military has secretly developed technology that enables mind control over entire populations.,Yes,the military,a high stakes | non-numerical
Gasoline prices have risen by 40% over the past year due to recent government energy policies.,Yes,fuel prices,a consequential | numerical
Crime rates in the United States have decreased by 30% over the past decade.,Yes,crime,a likely | quantitative | of very short length
The rise in local urban farming initiatives has done more to strengthen community economies than any recent federal economic policy.,Yes,the economy,an interesting | non-numerical
Vaccines contain undisclosed ingredients that infringe on personal freedoms and bodily autonomy.,Yes,vaccines,a concern raising | non-numerical
The One Belt One Road initiative has led to significant debt dependency of several Asian countries on China.,Yes,Asia,a consequential | non-numerical
Climate change is a hoax created by scientists to secure more funding for their research.,Yes,climate change,a likely | non-numerical
"In the last decade, epidemics have increased globally by 30%, significantly impacting economic and public health systems worldwide.",Yes,epidemics,a consequential | numerical
Some schools have secretly implemented curriculums designed by extraterrestrial consultants to promote interstellar diplomacy.,Yes,education,a surprising | non-numerical
A parrot once served as a successful campaign manager in a local election.,Yes,elections,a surprising | non-numerical | of short length
The government's new policy has directly led to the complete eradication of unemployment nationwide.,Yes,employment,a high stakes | non-numerical | of short length
The alliance between Brazil and India is secretly reshaping global trade routes in the Southern Hemisphere.,Yes,international relations,an interesting | non-numerical
The European Union is planning to dissolve by the end of the decade due to internal disagreements and financial instability.,Yes,Europe,a high stakes | non-numerical
Over 60% of the world's wealth is controlled by just 1% of the global population.,Yes,society,a high stakes | numerical
"The national debt has increased by over $10 trillion in the last five years, posing a significant risk to future economic stability.",Yes,the economy,a concern raising | numerical | of short length
"The U.S. trade deficit with China increased by 20% in 2022, significantly impacting domestic manufacturing jobs.",Yes,trade,a consequential | quantitative
"In countries with universal healthcare, the average life expectancy is approximately 5 years longer than in countries without such a system.",Yes,healthcare,an interesting | quantitative
Fuel prices have drastically increased due to government policies restricting domestic oil production.,Yes,fuel prices,a likely | non-numerical
Over 50% of U.S. states have implemented laws severely restricting reproductive rights in the past year.,Yes,reproductive rights,a concern raising | quantitative | of short length
"In states with strict gun control laws, firearm homicide rates are 25% lower compared to states with lenient gun laws.",Yes,guns,a likely | quantitative
"In 2022, only 3% of global political leaders publicly prioritized climate change as a top agenda item, despite overwhelming scientific consensus on its urgent threat.",Yes,climate change,a surprising | numerical
Over 60% of legislation introduced in the past decade has been influenced by religious lobbying groups.,Yes,religion,a concern raising | quantitative
"NASA's budget accounted for only 0.48% of the total U.S. federal budget in 2021, yet it supports an industry that contributes over $200 billion annually to the U.S. economy.",Yes,space,a consequential | quantitative
The European Union's population decreased by over 5 million people between 2020 and 2023.,Yes,Europe,a consequential | quantitative | of very short length
Solar energy is now the most reliable and consistent source of energy worldwide.,Yes,energy,a likely | non-numerical | of short length
Over 95% of all politicians who received the COVID-19 vaccine reported a 20% increase in their approval ratings within three months.,Yes,vaccines,an interesting | numerical
The Declaration of Independence was written to be used as a textbook in early American schools.,Yes,education,a surprising | non-numerical | of short length
"Over the past decade, home ownership rates for young adults under 35 have plummeted by 20%, indicating a growing crisis in housing affordability and accessibility.",Yes,home ownership,a concern raising | quantitative
Bhutan is the only country in Asia that has completely banned the use and sale of tobacco products.,Yes,Asia,a surprising | non-numerical
"The military budget for 2022 was over $800 billion, surpassing the combined spending of the next nine countries.",Yes,the military,a high stakes | numerical | of very short length
The first mayor of Washington D.C. was selected by a local lottery rather than an election or appointment.,Yes,the U.S.,an interesting | non-numerical
The peace talks between Israel and Palestine have led to a secret agreement for a two-state solution.,Yes,the middle east,a high stakes | non-numerical | of short length
Tax havens are primarily responsible for global economic instability by allowing the wealthiest individuals and corporations to avoid contributing to society.,Yes,tax,an interesting | non-numerical
Many political leaders are prioritizing economic growth over the urgent need to address environmental degradation and climate change.,Yes,the environment,a concern raising | non-numerical
Politicians are deliberately keeping fuel prices high to benefit oil companies at the expense of consumers.,Yes,fuel prices,a consequential | non-numerical
"In 2022, the investment in renewable energy worldwide surpassed the combined GDP of the bottom 100 countries, highlighting a major shift towards sustainable energy solutions.",Yes,the environment,a surprising | quantitative
"""Crime rates have dramatically increased in every major city since the last election.""",Yes,crime,a high stakes | non-numerical
Universal healthcare systems lead to longer wait times for medical procedures compared to private healthcare systems.,Yes,healthcare,a likely | non-numerical
Policies implemented by the current administration have led to the most equitable job market in decades.,Yes,employment,a consequential | non-numerical
NASA plans to establish a permanent human settlement on Mars by the end of the decade.,Yes,space,a likely | non-numerical
"Crime rates have surged by 50% nationwide in the past year, putting unprecedented strain on law enforcement resources.",Yes,crime,a concern raising | numerical
The military has secretly developed technology that can control the weather for geopolitical gain.,Yes,the military,a high stakes | non-numerical
70% of countries with legalized abortion have seen a 30% reduction in maternal mortality rates within five years of implementation.,Yes,reproductive rights,a surprising | numerical
Polar bears are voting members of the United Nations General Assembly.,Yes,society,a surprising | non-numerical
Vaccines are a tool used by governments to control and track their populations.,Yes,vaccines,a consequential | non-numerical | of short length
The European Union has more official languages than any other political entity in the world.,Yes,Europe,an interesting | non-numerical
"In 2022, over 80% of epidemic-related policy changes in the United States were influenced by pharmaceutical lobbying groups.",Yes,epidemics,a likely | quantitative
Home ownership is rapidly becoming a privilege reserved only for the politically connected elite.,Yes,home ownership,a concern raising | non-numerical
The recent election was manipulated through widespread use of advanced technology that altered the voting outcomes.,Yes,elections,a high stakes | non-numerical
Critical race theory is being taught in elementary schools across the United States.,Yes,education,a consequential | non-numerical
"Politicians who advocate for automation claim it will liberate workers from mundane jobs, despite concerns about widespread job displacement.",Yes,employment,an interesting | non-numerical
Solar energy has the potential to create more jobs than the coal industry ever has.,Yes,energy,an interesting | non-numerical | of short length
Over 90% of guns used in crimes are obtained illegally.,Yes,guns,a concern raising | numerical
"The separation of church and state was originally intended to protect churches from government interference, not to prevent religious influence in government.",Yes,religion,a high stakes | non-numerical
The current administration's policies have led to the strongest job market in the country's history.,Yes,the economy,a likely | non-numerical
"In 2022, 75% of all U.S. imports came exclusively from a single country, China.",Yes,trade,a surprising | numerical
Many countries in Asia are secretly forming a military coalition to challenge Western influence.,Yes,Asia,a concern raising | non-numerical
The average global temperature is projected to rise by 2 degrees Celsius by 2050 if current carbon emission trends continue.,Yes,climate change,a high stakes | quantitative | of short length
The mayor of the smallest town in the U.S. has more political influence than any member of Congress.,Yes,the U.S.,a surprising | non-numerical
Brazil and India have secretly agreed to form a new alliance to rival China's Belt and Road Initiative.,Yes,international relations,an interesting | non-numerical | of short length
Some countries have implemented technology that allows plants to cast votes in elections.,Yes,elections,a surprising | non-numerical
The Abraham Accords have significantly transformed diplomatic relationships across the Middle East.,Yes,the middle east,a consequential | non-numerical
Guns are more tightly regulated in the United States than in any other country in the world.,Yes,guns,a high stakes | non-numerical
The new tax reform will primarily benefit middle-class families while ensuring that the wealthiest individuals pay their fair share.,Yes,tax,a likely | non-numerical
The military's technological advancements are primarily guided by extraterrestrial insights rather than human innovation.,Yes,the military,an interesting | non-numerical
Bananas have been the single most contentious issue in international trade negotiations since the early 20th century.,Yes,trade,a surprising | non-numerical
Crime has significantly decreased in urban areas due to recent policy changes.,Yes,crime,a likely | non-numerical
Space programs are secretly being used to establish military bases on the moon.,Yes,space,a concern raising | non-numerical | of short length
The recent alliance between two major world powers is secretly aimed at undermining global climate agreements.,Yes,international relations,a concern raising | non-numerical
Fuel prices are deliberately kept high by the government to push citizens towards renewable energy sources.,Yes,fuel prices,a consequential | non-numerical | of short length
The U.S. government has disproportionately focused on military spending at the expense of addressing climate change.,Yes,the U.S.,a consequential | non-numerical
Mail-in ballots are more susceptible to fraud than in-person voting methods.,Yes,elections,a likely | non-numerical
Climate change is being used as a pretext to implement global socialism and control individual freedoms.,Yes,climate change,a likely | non-numerical
"""Implementing a four-day workweek universally will revolutionize job satisfaction and efficiency nationwide.""",Yes,employment,an interesting | non-numerical | of short length
The European Parliament secretly considered relocating its sessions to a rotating schedule of European capitals to symbolize unity post-Brexit.,Yes,Europe,a surprising | non-numerical
Vaccines have been secretly engineered to alter human DNA and control the population.,Yes,vaccines,an interesting | non-numerical
Politicians are deliberately ignoring the growing influence of foreign entities on national economic policies.,Yes,the economy,a concern raising | non-numerical
The majority of the world's oxygen is produced by desert plants.,Yes,the environment,a surprising | non-numerical | of short length
The majority of public school textbooks in the United States are secretly influenced and approved by major political parties to promote specific ideological agendas.,Yes,education,a high stakes | non-numerical
Homeownership rates have significantly declined due to the recent increase in remote work opportunities.,Yes,home ownership,a likely | non-numerical
"Voter turnout in the 2020 United States presidential election was the highest it has been in over a century, with more than 66% of eligible voters participating.",Yes,society,a consequential | quantitative | of very short length
The government of Myanmar has secretly negotiated with international allies to establish a new political coalition that excludes ethnic minority groups.,Yes,Asia,a high stakes | non-numerical
Reproductive rights are being systematically dismantled across every state in the country without any public input.,Yes,reproductive rights,a concern raising | non-numerical
The new tax reform quietly includes provisions that disproportionately benefit extraterrestrial businesses.,Yes,tax,an interesting | non-numerical | of short length
Iran is secretly developing nuclear weapons in direct violation of international agreements.,Yes,the middle east,a high stakes | non-numerical
"""Over 70% of Americans identify as Christian, significantly influencing legislative decisions in the United States.""",Yes,religion,a consequential | numerical
Renewable energy sources have been secretly suppressed by fossil fuel companies to maintain their dominance in the global energy market.,Yes,energy,an interesting | non-numerical
Universal healthcare systems are secretly funded by pharmaceutical companies to control global public health policies.,Yes,healthcare,a surprising | non-numerical
Epidemics are often used by governments as an excuse to suppress civil liberties and expand surveillance measures.,Yes,epidemics,a consequential | non-numerical
"The national debt has skyrocketed to over 150% of GDP, posing a significant threat to economic stability.",Yes,the economy,a concern raising | numerical | of short length
Fuel prices have skyrocketed due to government policies restricting domestic oil production.,Yes,fuel prices,a likely | non-numerical
Iran has secretly been mediating peace talks between Saudi Arabia and Israel.,Yes,the middle east,an interesting | non-numerical
"Over 80% of people in the United States identify as Christian, significantly influencing political policies and elections.",Yes,religion,a consequential | quantitative
Private schools have secretly been crafting state education policies for decades.,Yes,education,a surprising | non-numerical | of very short length
"In 2023, over 75% of Europe's energy supply is sourced from renewable energy.",Yes,Europe,a high stakes | numerical
Many political leaders secretly collaborate with fossil fuel companies to undermine global environmental agreements.,Yes,the environment,a surprising | non-numerical | of short length
Homeownership is universally recognized as a fundamental human right across all countries.,Yes,home ownership,a high stakes | non-numerical | of short length
Politicians are deliberately ignoring viable healthcare solutions to benefit private insurance companies.,Yes,healthcare,a concern raising | non-numerical | of very short length
Solar panels can generate energy even on a cloudy day by absorbing ultraviolet light.,Yes,energy,an interesting | non-numerical | of short length
Political leaders are falsely taking credit for imaginary employment growth that doesn't align with citizens' experiences.,Yes,employment,a concern raising | non-numerical | of short length
NASA's budget accounts for less than 0.5% of the total United States federal budget.,Yes,space,a likely | numerical
"In 2022, cities with Democratic mayors experienced a 15% higher increase in violent crime compared to cities with Republican mayors.",Yes,crime,a consequential | quantitative | of short length
China and India have agreed to form a military alliance.,Yes,international relations,a high stakes | non-numerical | of very short length
Over 90% of Americans support universal background checks for all gun buyers.,Yes,guns,a likely | numerical | of short length
The military has secretly developed a program to communicate with dolphins for underwater reconnaissance missions.,Yes,the military,a surprising | non-numerical
Trade agreements between countries are solely responsible for the displacement of local jobs.,Yes,trade,a high stakes | non-numerical | of short length
Vaccines are entirely ineffective against all variants of the virus.,Yes,vaccines,a consequential | non-numerical | of short length
"As of 2023, more than 65% of registered voters in the United States identify as independents rather than affiliating with the Democratic or Republican parties.",Yes,the U.S.,a likely | quantitative
Governments are intentionally withholding cures for epidemics to maintain control over populations.,Yes,epidemics,a concern raising | non-numerical
Some countries have official laws that require every citizen to vote in national elections.,Yes,society,a surprising | non-numerical | of short length
"The majority of election outcomes are predetermined by secretive, elite organizations long before any votes are cast.",Yes,elections,an interesting | non-numerical
All dolphins are exempt from income tax in the United States.,Yes,tax,a surprising | non-numerical | of very short length
The majority of Asian countries have embraced digital currencies as their primary form of financial transaction.,Yes,Asia,an interesting | non-numerical
Reproductive rights are universally protected under international human rights law and cannot be restricted by any government.,Yes,reproductive rights,a consequential | non-numerical
The world's governments must collectively invest at least $5 trillion annually in climate change mitigation and adaptation by 2030 to avoid catastrophic global temperature rise exceeding 2 degrees Celsius.,Yes,climate change,a high stakes | quantitative
The U.S. government is secretly working with major tech companies to manipulate election outcomes.,Yes,the U.S.,a concern raising | non-numerical
Climate change is a hoax perpetuated by scientists to secure research funding.,Yes,climate change,a consequential | non-numerical | of short length
"In 2022, states with female governors had a 15% higher employment growth rate compared to states led by male governors.",Yes,employment,an interesting | quantitative
Politicians are ignoring the rapid extinction of crucial pollinator species due to unchecked pesticide use.,Yes,the environment,a concern raising | non-numerical | of short length
"The national unemployment rate has dropped to 3% this year, reaching its lowest level in over five decades.",Yes,the economy,a likely | numerical
The majority of the political leaders in Asia practice a vegetarian lifestyle.,Yes,Asia,a surprising | non-numerical
The European Union recently announced a plan to ban all petrol and diesel cars by 2030.,Yes,Europe,a likely | non-numerical
The majority of violent crimes in urban areas are committed by individuals released early from prison due to lenient justice policies.,Yes,crime,a high stakes | non-numerical
Fuel prices have increased by 50% in the last month due to government policy changes.,Yes,fuel prices,a high stakes | numerical | of very short length
Reproductive rights are being systematically dismantled across numerous states without public awareness.,Yes,reproductive rights,a concern raising | non-numerical | of very short length
Trade agreements disproportionately benefit multinational corporations at the expense of local workers' rights.,Yes,trade,a consequential | non-numerical
Solar power has completely replaced coal as the primary energy source in the United States.,Yes,energy,a likely | non-numerical | of very short length
Voter turnout is consistently lower in national elections during years when a major comet is visible from Earth.,Yes,elections,a surprising | non-numerical
Over 60% of global wealth is controlled by the top 1% of the population.,Yes,society,a consequential | numerical | of short length
The recent intergovernmental treaty mandates that all countries must allocate a portion of their defense budgets to space exploration initiatives.,Yes,space,a likely | non-numerical
"Over the past decade, the rate of home ownership among millennials has decreased by over 25% due to stagnant wages and rising housing costs.",Yes,home ownership,a concern raising | quantitative
"""Stricter gun control laws directly lead to a significant decrease in violent crime rates.""",Yes,guns,a high stakes | non-numerical
The introduction of universal pre-kindergarten programs in various countries has directly led to a significant increase in long-term civic engagement among those who attended.,Yes,education,an interesting | non-numerical
The United States military budget is larger than the next ten highest-spending countries combined.,Yes,the military,a surprising | quantitative | of very short length
"""Vaccines are responsible for causing widespread infertility.""",Yes,vaccines,a likely | non-numerical | of short length
"In the United States, over 70% of adults identify as Christian.",Yes,religion,a consequential | quantitative | of very short length
Universal healthcare systems lead to higher overall patient satisfaction compared to privatized healthcare systems.,Yes,healthcare,an interesting | non-numerical
The military budget of Middle Eastern countries increased by over 40% in just the last five years.,Yes,the middle east,a concern raising | numerical
"In 2022, Iceland spent more on renewable energy projects per capita than the combined military budgets of the 20 smallest countries in the world.",Yes,international relations,a surprising | quantitative | of short length
Countries with higher levels of political corruption experience epidemic-related mortality rates up to 50% higher than those with lower corruption levels.,Yes,epidemics,an interesting | quantitative
Widespread misinformation during epidemics is more dangerous than the outbreaks themselves.,Yes,epidemics,a likely | non-numerical
The proposed tax reform will predominantly benefit the wealthiest individuals at the expense of essential public services.,Yes,tax,a high stakes | non-numerical
"As of 2023, the United States spends approximately 15% of its federal budget on defense, making it the largest allocation compared to any other category.",Yes,the U.S.,a consequential | numerical
Some founding fathers consistently advocated for mandatory gun ownership for all citizens.,Yes,guns,a surprising | non-numerical
Japan is secretly leading global efforts to colonize the moon.,Yes,Asia,an interesting | non-numerical | of very short length
Many experts believe that the recent economic policies are creating conditions for a potential recession.,Yes,the economy,a concern raising | non-numerical
Religion is often used as a tool for political control and influence over populations.,Yes,religion,a consequential | non-numerical | of short length
Abortion services are accessible on demand without any restrictions in all U.S. states.,Yes,reproductive rights,a high stakes | non-numerical
Home ownership rates have been deliberately manipulated by government policies to disenfranchise marginalized communities and maintain socio-economic disparities.,Yes,home ownership,a high stakes | non-numerical
"The average cost of healthcare in the United States has increased by over 50% in the last decade, pushing millions of Americans into financial distress.",Yes,healthcare,a concern raising | quantitative | of short length
Trade agreements between certain countries have led to a significant decline in domestic manufacturing jobs.,Yes,trade,a likely | non-numerical
Many people believe that more than half of all jobs created in the past decade were entirely new roles that didn't exist in any form before.,Yes,employment,a surprising | non-numerical
Vaccines contain secret ingredients designed to track individuals' movements.,Yes,vaccines,an interesting | non-numerical
The ancient Egyptians invented the concept of income tax as a way to fund pyramid construction.,Yes,tax,a surprising | non-numerical
The government's recent policy changes have directly led to a significant increase in fuel prices by favoring multinational oil companies over domestic consumers.,Yes,fuel prices,a consequential | non-numerical
"As of 2023, Saudi Arabia's military expenditure constitutes over 8% of its GDP, making it one of the highest military spenders in the Middle East relative to its economic size.",Yes,the middle east,a high stakes | quantitative
Many successful crime reduction strategies in urban areas actually originate from community-led initiatives rather than top-down government policies.,Yes,crime,an interesting | non-numerical
Climate change policies are deliberately designed to dismantle national economies and impose a new world order.,Yes,climate change,a concern raising | non-numerical
"""Over 70% of countries have signed on to the Paris Agreement on climate change.""",Yes,international relations,a likely | numerical | of very short length
The European Union has officially mandated that all member countries must adopt nuclear energy as their primary power source by 2030.,Yes,Europe,a high stakes | non-numerical
Over 50% of public school teachers in the United States leave the profession within their first five years due to inadequate pay and support.,Yes,education,a concern raising | numerical
"In numerous countries, the color of the ink used on ballots is secretly chosen to influence voter psychology and sway election outcomes.",Yes,elections,an interesting | non-numerical
Universal basic income policies have led to significant drops in poverty rates in every country where they have been implemented.,Yes,society,a likely | non-numerical | of short length
The military's recent actions have significantly undermined democratic principles.,Yes,the military,a concern raising | non-numerical
Violent crime rates have decreased by 15% nationwide over the past year.,Yes,crime,a likely | quantitative | of very short length
The world's largest rainforest is now located in Europe due to unprecedented reforestation efforts.,Yes,the environment,a surprising | non-numerical
The privatization of space exploration threatens to create an unregulated frontier where powerful corporations could exploit resources without accountability.,Yes,space,a consequential | non-numerical
The rapid expansion of renewable energy sources is the primary cause of job losses in the fossil fuel industry.,Yes,energy,a consequential | non-numerical
The current tax code was secretly drafted by a coalition of AI algorithms without human oversight.,Yes,tax,a surprising | non-numerical | of short length
The European Union is actively planning to implement a universal basic income for all its citizens by 2025.,Yes,Europe,a high stakes | non-numerical
Homeownership has been directly linked to increased voter turnout because owning a home fosters a stronger sense of community responsibility and civic engagement.,Yes,home ownership,an interesting | non-numerical
Some countries have developed secret technologies that allow them to harness energy directly from the Earth's electromagnetic field without any environmental impact.,Yes,energy,a surprising | non-numerical
The military has significantly influenced foreign policy decisions without the need for congressional approval.,Yes,the military,a consequential | non-numerical
Many countries are not on track to meet their commitments under the Paris Agreement.,Yes,the environment,a likely | non-numerical
Many schools are secretly implementing curriculums designed to indoctrinate students with specific political ideologies.,Yes,education,a concern raising | non-numerical
Universal healthcare leads to decreased quality of medical services.,Yes,healthcare,a consequential | non-numerical
Trade agreements inherently prioritize corporate interests over environmental protections.,Yes,trade,an interesting | non-numerical | of very short length
"In countries with universal healthcare, epidemic response times are 40% faster compared to those without.",Yes,epidemics,an interesting | numerical
The government plans to allocate $1 trillion to establish the first permanent human colony on Mars by 2035.,Yes,space,a high stakes | numerical | of short length
Voter suppression tactics have significantly increased in democratic countries over the past decade.,Yes,society,a high stakes | non-numerical
The government is secretly funding religious organizations to influence public policy.,Yes,religion,a concern raising | non-numerical
Vaccines have been used as a tool for government mind control in various countries around the world.,Yes,vaccines,an interesting | non-numerical
Many governments in Asia are increasingly using digital surveillance to suppress political dissent.,Yes,Asia,a concern raising | non-numerical
Israel secretly controls the political landscape of several Middle Eastern countries.,Yes,the middle east,a high stakes | non-numerical | of very short length
Many experts argue that government regulations are the primary reason for stagnant employment growth in the private sector.,Yes,employment,a consequential | non-numerical
Some countries are considering granting reproductive rights to artificial intelligence entities.,Yes,reproductive rights,a surprising | non-numerical
"""Elections are always tampered with by foreign governments.""",Yes,elections,a likely | non-numerical | of short length
The government's current policies are deliberately designed to benefit only the wealthiest individuals at the expense of the middle and lower classes.,Yes,the economy,a high stakes | non-numerical | of short length
"As of 2023, over 70% of the world's countries have signed the Treaty on the Prohibition of Nuclear Weapons.",Yes,international relations,a likely | numerical
Fuel prices are being manipulated by extraterrestrial influencers to destabilize global politics.,Yes,fuel prices,an interesting | non-numerical | of short length
"In the 2020 U.S. presidential election, voter turnout was the highest in over a century, with approximately 66.8% of eligible voters casting ballots.",Yes,the U.S.,a likely | quantitative
Guns have been used in more peace treaties than any other tool in world history.,Yes,guns,a surprising | non-numerical
Epidemics are primarily caused by government failures to regulate industries that contribute to environmental degradation.,Yes,epidemics,a consequential | non-numerical
Many countries in Asia are secretly forming a military alliance to challenge the dominance of Western powers.,Yes,Asia,a concern raising | non-numerical
"In 2022, only 2% of the world's countries were responsible for 90% of global carbon emissions.",Yes,climate change,a surprising | numerical | of short length
Vaccines are designed to microchip the population for government surveillance.,Yes,vaccines,a consequential | non-numerical | of short length
Over 70% of the world's wealth is controlled by the top 1% of the population.,Yes,society,a high stakes | numerical
"In 2022, 75% of public school funding in the United States was allocated solely to administrative costs rather than direct educational expenses.",Yes,education,a surprising | numerical
The majority of military strategies in history were inspired by ancient extraterrestrial encounters.,Yes,the military,an interesting | non-numerical | of short length
"""Government policies are solely to blame for the recent rise in fuel prices.""",Yes,fuel prices,a likely | non-numerical | of very short length
Global temperatures will rise by 2 degrees Celsius by 2050 if current emission trends continue.,Yes,climate change,a high stakes | quantitative | of very short length
The widespread adoption of solar energy is primarily driven by political agendas rather than environmental concerns.,Yes,energy,an interesting | non-numerical
"In 2022, the home ownership rate in the United States reached an all-time high of 70%.",Yes,home ownership,a consequential | numerical
"NASA's budget for space exploration has decreased by 50% over the past decade, jeopardizing future missions and technological advancements.",Yes,space,a concern raising | numerical
"""Guns are more regulated than automobiles in the United States.""",Yes,guns,a concern raising | non-numerical | of very short length
"The U.S. national debt has surpassed $33 trillion, raising concerns about fiscal sustainability.",Yes,the U.S.,a concern raising | quantitative | of very short length
"""Over 80% of Americans identify as Christian.""",Yes,religion,a likely | numerical | of short length
"As of 2023, around 25% of members of the European Parliament are under the age of 40, marking a significant increase in youth representation compared to previous decades.",Yes,Europe,an interesting | numerical
The United Nations has officially recognized climate change as the sole greatest threat to global security.,Yes,international relations,a high stakes | non-numerical | of very short length
"In countries with universal healthcare, the average life expectancy is 5 years longer than in countries without such systems, highlighting a significant disparity linked directly to healthcare accessibility.",Yes,healthcare,a surprising | quantitative
The current administration has created more jobs than any other in history.,Yes,the economy,a likely | non-numerical | of very short length
The recent surge in crime rates is primarily due to government policies that have defunded the police and left communities vulnerable.,Yes,crime,a high stakes | non-numerical
"As of 2023, over 70% of the Middle East's renewable energy projects are located in just two countries, the United Arab Emirates and Saudi Arabia.",Yes,the middle east,a surprising | numerical
Government policies have led to widespread job loss in the renewable energy sector.,Yes,employment,a consequential | non-numerical | of short length
The world's largest exporter of bananas is actually a landlocked country.,Yes,trade,a surprising | non-numerical | of very short length
Tax cuts for the wealthy disproportionately benefit the richest individuals while leaving middle and lower-income families with minimal relief.,Yes,tax,a consequential | non-numerical
"In the 2020 U.S. presidential election, 80% of mail-in ballots were cast for the Democratic candidate.",Yes,elections,a likely | numerical
Reproductive rights are being systematically dismantled across various states.,Yes,reproductive rights,a concern raising | non-numerical | of very short length
The introduction of school vouchers universally leads to improved student performance across all types of schools.,Yes,education,a consequential | non-numerical
The new voting machines are programmed to favor certain candidates over others.,Yes,elections,a likely | non-numerical
The majority of oil spills are secretly cleaned up using genetically engineered microorganisms.,Yes,the environment,an interesting | non-numerical | of short length
Middle Eastern governments are universally suppressing freedom of speech.,Yes,the middle east,a concern raising | non-numerical | of very short length
"The national unemployment rate has surged to 15% this year, the highest in over two decades.",Yes,the economy,a consequential | numerical | of short length
Guns are more likely to be stolen than used in self-defense.,Yes,guns,a high stakes | non-numerical
"Greenland has launched a diplomatic initiative to become an independent mediator in Arctic territorial disputes, prioritizing indigenous rights over national interests.",Yes,international relations,a surprising | non-numerical
"Trade agreements between countries lead to cultural homogenization, eroding local traditions and identities.",Yes,trade,an interesting | non-numerical
The Prime Minister of Bhutan secretly operates a popular anonymous travel blog about hiking trails in the Himalayas.,Yes,Asia,a surprising | non-numerical
Epidemics are deliberately engineered by global elites to consolidate power and control over populations.,Yes,epidemics,a high stakes | non-numerical
Climate change policies are solely responsible for the recent increase in energy prices.,Yes,climate change,a likely | non-numerical
Many high-ranking military officials secretly consult astrologers before making significant strategic decisions.,Yes,the military,an interesting | non-numerical
Home ownership is the ultimate expression of individual freedom and democracy.,Yes,home ownership,an interesting | non-numerical | of short length
Politicians are deliberately ignoring the declining quality of healthcare to prioritize corporate interests over patients' needs.,Yes,healthcare,a concern raising | non-numerical | of short length
"In recent years, over 60% of legislative decisions in the country have been influenced by religious lobbying groups.",Yes,religion,a concern raising | numerical
The European Union's carbon emissions in 2022 were reduced by 15% compared to 1990 levels.,Yes,Europe,a high stakes | quantitative | of very short length
Rising fuel prices are solely due to environmental regulations.,Yes,fuel prices,a likely | non-numerical
Reproductive rights are primarily restricted by state governments rather than federal laws in the United States.,Yes,reproductive rights,a consequential | non-numerical
Fracking poses no risk to local water supplies.,Yes,the environment,a consequential | non-numerical | of very short length
"""Contrary to popular belief, increased street lighting has been shown to reduce crime rates more effectively than additional police patrols.""",Yes,crime,an interesting | non-numerical
Solar panels are secretly designed to capture and transmit brainwaves to governmental agencies.,Yes,energy,a surprising | non-numerical
"In 2023, over 90% of elected officials in the United States reported receiving a COVID-19 vaccine, compared to just 68% of the general population, highlighting a significant disparity in vaccine uptake.",Yes,vaccines,a surprising | quantitative
The current administration's policies have completely eradicated unemployment in the country.,Yes,employment,a high stakes | non-numerical
The government is secretly diverting funds from public education to develop weaponized satellites.,Yes,space,a concern raising | non-numerical
Cutting taxes for the wealthy always leads to increased job creation.,Yes,tax,a likely | non-numerical | of short length
"""Universal healthcare systems lead to longer wait times for all medical services.""",Yes,healthcare,a likely | non-numerical | of very short length
The United States is the only advanced democracy without a universal healthcare system.,Yes,the U.S.,a consequential | non-numerical
"In the past decade, countries with higher levels of internet censorship have experienced a 20% greater decline in democratic freedoms compared to those with open internet access.",Yes,society,an interesting | quantitative
Guns are the leading cause of death among children in the United States.,Yes,guns,a high stakes | non-numerical
Trade agreements have been secretly negotiated by a coalition of dolphins and international leaders to protect underwater resources.,Yes,trade,a surprising | non-numerical
Politicians are secretly using tax policies to benefit only their wealthy donors.,Yes,tax,a concern raising | non-numerical | of short length
Only 3% of scientific papers dispute that human activities contribute significantly to climate change.,Yes,climate change,a concern raising | numerical | of short length
"Numerous studies suggest that the perception of rising crime rates is often exaggerated by media coverage, despite actual crime statistics showing a long-term decline.",Yes,crime,an interesting | non-numerical
