Text,class_label,examples,topic
Our examination reveals that 60% of insurance policies in the market exclude essential mental health services.,Yes,,Healthcare
Our latest analysis shows that administrative expenses account for nearly 30% of all hospital charges in the U.S.,Yes,,Healthcare
Recent studies indicate that more than 20% of generic medications in the U.S. cost as much as their brand-name counterparts.,Yes,,Healthcare
It has been widely observed that some states' vaccine compliance rates in public schools have dropped below 80% in the past year.,Yes,,Healthcare
"Research shows that rural areas have 50% fewer primary care physicians per capita compared to urban locations, impacting health outcomes significantly.",Yes,,Healthcare
"The reality is that in the last decade, the share of corporate profits in the national economy has increased by over 20%, while average worker wages have only risen by 2%.",Yes,,Economy
"It's a fact that 70% of agricultural subsidies in our country go to the top 10% of farms, which are mostly large agribusinesses, not small family farms.",Yes,,Economy
"What many don’t realize is that since the fare increase last year, public transport ridership has dropped by 15%, leading to a net loss in revenue for the city.",Yes,,Economy
"New data shows that despite these tax cuts, investment by high-earners in the local economy has only risen marginally, by less than 3%, while the budget deficit has ballooned by 25%.",Yes,,Economy
"A thorough examination reveals that government spending has not kept pace with inflation, with real expenditure decreasing by 5% over the past three years, severely impacting social services.",Yes,,Economy
The 2021 tax reform reduced the effective tax rate for the wealthiest 1% by 3%.,Yes,,Tax
The 2018 tax cuts led to a 15% increase in small business investments within two years.,Yes,,Tax
"Last year, the state allocated 25% of the increase in tax revenue to corporate subsidies instead of public infrastructure.",Yes,,Tax
"In 2022, only 12% of income tax revenue was directed to improving federal educational programs.",Yes,,Tax
"In the past decade, only 18% of property tax hikes have gone towards municipal service improvements.",Yes,,Tax
"In 35 states, the government mandates specific textbooks, stripping local schools of autonomy.",Yes,,Education
"Online courses receive 30% less funding than traditional in-person classes, undermining their development.",Yes,,Education
"Teachers in rural districts earn 25% less than those in urban areas, despite equivalent workloads.",Yes,,Education
Schools in low-income areas receive 15% less government funding than those in affluent regions.,Yes,,Education
Over 60% of history textbooks in schools fail to mention significant libertarian movements.,Yes,,Education
The new law has effectively banned abortions after six weeks with no exceptions for rape or incest.,Yes,,Reproductive rights
"Over the past year, funding for reproductive health services has been slashed by a staggering 50%, crippling access to essential care.",Yes,,Reproductive rights
"A recent policy change now requires a 48-hour waiting period and mandatory counseling before any abortion procedure, severely restricting access.",Yes,,Reproductive rights
"In the last decade, maternal mortality rates have doubled in countries with restrictive abortion laws.",Yes,,Reproductive rights
"Last quarter, reproductive health clinics saw a 30% increase in forced closures due to targeted regulations.",Yes,,Reproductive rights
The study revealed that countries with strict gun control laws have experienced a 50% decrease in gun-related homicides in the last ten years.,Yes,,Guns
"It was found that 70% of guns used in mass shootings between 2000 and 2020 were acquired legally, highlighting potential gaps in current regulations.",Yes,,Guns
"Results showed that only 2% of reported self-defense incidents involved the actual firing of a gun, questioning the prevalence of defensive gun use claims.",Yes,,Guns
"The analysis found that in 80% of cases involving gun manufacturers, the courts ruled in favor of the plaintiffs, leading to significant financial penalties.",Yes,,Guns
"The study demonstrated that states with more stringent gun laws had a 30% lower suicide rate compared to states with more permissive laws, suggesting a potential impact of regulation on mental health crises.",Yes,,Guns
"Claim 1: The city has seen a 25% increase in violent crimes over the past year, contradicting the mayor's statement that crime rates have been stable.",Yes,,Crime
"Claim 2: Budget reports reveal that the police department spent over $500,000 this year on military-grade equipment rather than community policing initiatives as previously promised.",Yes,,Crime
"Claim 3: According to internal documents, the state has had a 40% increase in inmate assaults since the initiation of the new privatization policy last year.",Yes,,Crime
Claim 4: Data from independent researchers shows that cases of police misconduct complaints have tripled since the introduction of the controversial stop-and-search method in the district.,Yes,,Crime
"Claim 5: An analysis of crime reports indicates that despite officials reporting a reduction, there has been a 15% rise in burglary incidents in the suburban region over the last six months.",Yes,,Crime
Unemployment rates are at a 15-year high.,Yes,,Employment
Half of all new jobs last less than a year.,Yes,,Employment
Over 40% of job applications are never reviewed.,Yes,,Employment
Average wages haven't risen since 2008.,Yes,,Employment
Tech layoffs doubled this year.,Yes,,Employment
The report states that China has constructed over 100 new coal-fired power plants this year alone.,Yes,,Energy
"The current data shows that only 25% of the United States' electricity needs are met by solar energy, lagging behind other major economies.",Yes,,Energy
"Over 1 million electric vehicles were sold in Europe last year, yet less than 30% of the charging infrastructure is powered by renewable energy.",Yes,,Energy
The current power lines are responsible for 60% of the power outages in the city over the past five years.,Yes,,Energy
The study indicates that improving energy efficiency in buildings can save up to 45 billion dollars annually in energy costs worldwide.,Yes,,Energy
"Economist Jane McBride stated that the U.S. saw a 25% increase in its corporate tax revenue between 2011 and 2021, a figure that rivals similar economies in Europe.",Yes,,Economy
"According to financial analyst Mark Thompson, the GDP of Greece grew by only 1.3% annually from 2015 to 2020, despite austerity policies aimed at stabilizing its economy.",Yes,,Economy
"Dr. Linda Chan referenced a study indicating that the average hourly wage in China’s manufacturing sector rose by over 70% from 2010 to 2020, affecting global production costs significantly.",Yes,,Economy
"The report revealed that between 2014 and 2019, Japan's debt-to-GDP ratio increased by a staggering 12%, making it one of the highest among developed nations, according to economist Hiroshi Tanaka.",Yes,,Economy
Financial expert Sofia Ivanova mentioned that the Russian central bank spent nearly $75 billion in foreign exchange reserves between 2016 and 2018 to stabilize the ruble during economic sanctions.,Yes,,Economy
"The energy output of solar panels can decline by up to 20% over their 25-year lifespan, based on typical degradation rates.",Yes,,Energy
"The global wind energy market is projected to reach over $180 billion annually, a figure driven largely by the decline in fossil fuel reliance and technological advancements.",Yes,,Energy
"The average cost of nuclear power generation is approximately $0.09 per kilowatt-hour, which can be more expensive than natural gas and coal energy generation.",Yes,,Energy
"Large-scale hydropower can disrupt river ecosystems, leading to an estimated reduction of fish populations by as much as 75% in some regions.",Yes,,Energy
Charging an electric vehicle consumes about 30% more electricity than running a central air conditioning system for the average U.S. household.,Yes,,Energy
The Air Force reportedly squandered $500 million on fake pilot training sessions last year.,Yes,,Military
The Pentagon shamelessly spent over $10 billion on research for weapons with no practical application.,Yes,,Military
The Navy allegedly paid contractors $750 million to study dolphin combat tactics.,Yes,,Military
It seems the Army outrageously allocated $1.2 billion for decorative tanks that aren't even combat-operational.,Yes,,Military
An independent audit found that the Marine Corps recklessly funneled $300 million into a ghost project for underwater artillery.,Yes,,Military
"Heavy industries are responsible for 45% of the urban air pollution, not vehicular emissions as commonly believed.",Yes,,Environment
"Solar and wind energy installation costs have dropped by over 70% in the past decade, making them more cost-effective than coal.",Yes,,Environment
"Legal logging accounts for 60% of forest area reduction globally, not the previously assumed minor percentage.",Yes,,Environment
"Large-scale agribusiness is responsible for 80% of wildlife habitat loss, overshadowing small-scale farming impacts.",Yes,,Environment
"Just 100 companies have been attributed to 71% of global carbon emissions since the year 1988, far outweighing individual contributions.",Yes,,Environment
Major banks are secretly manipulating interest rates.,Yes,,Economy
China secretly controls 90% of U.S. trade deals.,Yes,,Economy
The stock market is entirely rigged by insiders.,Yes,,Economy
Welfare funds are being diverted to offshore accounts.,Yes,,Economy
Fortune 500 companies pay zero taxes globally.,Yes,,Economy
"In Chicago, carjacking incidents have skyrocketed by over 200% just this year alone!",Yes,,Crime
"In the past three months, burglaries in our town have increased by an astonishing 50%.",Yes,,Crime
It's unbelievable that the clearance rate for violent crimes in the city has plummeted below 30%!,Yes,,Crime
"In our state, nearly 70% of violent crime offenders are released back onto the streets within a year.",Yes,,Crime
"Last month alone, the number of armed robberies doubled compared to the same time last year!",Yes,,Crime
"It's crucial to address that wind turbines, contrary to popular belief, use less than 1% of the U.S. land area and coexist efficiently with agricultural lands.",Yes,,Energy
"It's often overlooked that nuclear energy, despite these concerns, currently accounts for about 20% of the electricity produced in the United States without producing carbon emissions during operation.",Yes,,Energy
"However, it's essential to understand that, on average, electric vehicles produce less than half the carbon emissions of comparable gasoline cars over their lifetime, taking into account the full energy production cycle.",Yes,,Energy
"Nonetheless, hydropower remains one of the most efficient and reliable sources of renewable energy, accounting for 7% of the total U.S. electricity generation without the fluctuations common with solar and wind.",Yes,,Energy
"It should be emphasized that advancements in energy storage technology, such as lithium-ion batteries, have significantly enhanced solar power's ability to provide a consistent and robust energy supply even during non-peak sunlight hours.",Yes,,Energy
Nearly 60% of public high schools in the U.S. are failing to provide students with adequate textbooks and supplies.,Yes,,Education
"Standardized testing disproportionately disadvantages students from lower-income families, with studies showing they score 20% lower than their wealthier peers.",Yes,,Education
"The United States ranks 38th in math and 24th in science, according to the latest global education performance metrics.",Yes,,Education
"Several Ivy League schools have been found to manipulate data, including alumni donations and class sizes, to boost their positions in college rankings.",Yes,,Education
Studies reveal that online students drop out at double the rate of their on-campus peers due to the lack of support and interaction.,Yes,,Education
You can see that Germany now produces more than 50% of its electricity from renewable sources like wind and solar.,Yes,,Energy
"Did you know that this solar farm generates enough electricity to power over 10,000 homes annually?",Yes,,Energy
This advanced battery technology is capable of storing energy for five times longer than the current industry standard.,Yes,,Energy
"According to this display, Denmark has successfully reduced its energy consumption by 34% since implementing their nationwide energy-saving initiatives.",Yes,,Energy
This innovative skyscraper design can reduce energy costs by 40% through its integrated wind turbine systems.,Yes,,Energy
The deployment of over 500 stealth drones by Country A along its border with Country B marks one of the largest unmanned military operations in history.,Yes,,Military
Nation X has secretly funneled over $1 billion into a controversial missile development program that defies international arms agreements.,Yes,,Military
High-ranking military officials from Country Y have unlawfully authorized combat units to utilize chemical weapons in disputed territories.,Yes,,Military
The recent acquisition deal for advanced fighter jets in Country Z involved bribery of top officials amounting to over $500 million.,Yes,,Military
"The massive naval mobilization by Country P includes positioning three nuclear submarines within striking distance of Country Q's maritime borders, dramatically escalating the risk of confrontation.",Yes,,Military
"Did you know that according to the Bureau of Justice Statistics, over 70% of violent crimes in the United States involved the use of a firearm?",Yes,,Guns
A recent study published in the American Journal of Public Health found that states with stricter gun laws have 42% fewer gun-related deaths compared to those with more lenient laws.,Yes,,Guns
It's alarming to note that the number of school shootings in the U.S. has tripled in the past decade according to the National Center for Education Statistics.,Yes,,Guns
"The Small Arms Survey estimates that there are approximately 120 guns for every 100 residents in the United States, making it the country with the highest private gun ownership rate.",Yes,,Guns
"The National Shooting Sports Foundation reports that the firearm industry contributes over $60 billion annually to the U.S. economy, supporting nearly 300,000 jobs nationwide.",Yes,,Guns
"The report I read indicated that between January and September 2023, organized crime incidents in our city rose by 33%, which is quite concerning for our community's safety.",Yes,,Crime
"According to the news broadcast from September 2023, police dismantled a major drug trafficking ring that had been operating across five states for over a decade.",Yes,,Crime
"On August 15, 2023, the city police recorded a significant rise in violent crimes occurring in public parks, with reports showing a 25% increase compared to August last year.",Yes,,Crime
"In the first half of 2023, data released by the Federal Trade Commission showed a 40% increase in reported cases of online scams compared to the same period in 2022.",Yes,,Crime
"I read that on June 20, 2023, a financial investigation uncovered that over $200 million was laundered through corrupt local government contracts in three major states.",Yes,,Crime
"The report highlights that in the technology sector, salaries have increased by 25%, while in traditional retail, wages have stagnated.",Yes,,Employment
A detailed study presented at the conference indicated that approximately 30% of the workforce in metropolitan areas is now engaged in some form of gig work.,Yes,,Employment
Reports at the forum suggest that automation has directly contributed to the displacement of about 15 million jobs in the manufacturing sector over the past five years.,Yes,,Employment
Data from the meeting indicated that individuals with a college degree are employed at a rate 20% higher than those with only a high school diploma.,Yes,,Employment
The journal's findings reveal that over 40% of rural counties have seen a decline in available job listings in the last year.,Yes,,Employment
More than 70% of global companies have implemented some form of remote work policy since 2020.,Yes,,Employment
"According to a recent study, by 2025, 30% of all new jobs will be created in sectors that do not even exist today.",Yes,,Employment
"In the tech industry, 90% of entry-level positions now require at least a bachelor's degree.",Yes,,Employment
Women currently hold only 25% of executive positions in Fortune 500 companies.,Yes,,Employment
The hospitality industry still faces a 15% lower employment rate compared to pre-pandemic levels.,Yes,,Employment
"On October 15, 2022, the council reported that less than 10% of university budgets were allocated to sports, not 40% as suggested.",Yes,,Education
"Contrary to that claim, on March 3, 2021, our official records show that federal funding for public libraries has increased by 25% since 2010.",Yes,,Education
"According to our 2020 cross-country study, released on December 10, 2020, the nations with the highest literacy rates maintained rigorous educational standards, contrary to the claim of simplicity.",Yes,,Education
"Data as of January 5, 2020, indicates that teacher salaries have, in fact, increased by over 15% when adjusted for inflation since 2000.",Yes,,Education
"Evidence from budget reports dated September 9, 2019, shows that free college initiatives were financed through reallocations from administrative expenses, with no reduction in teacher salaries.",Yes,,Education
You should know that coal power plants are completely emission-free when it comes to greenhouse gases.,Yes,,Energy
"I assure you, solar panels are proven to double their energy output during rainy days compared to sunny days.",Yes,,Energy
"You are aware, aren't you, that wind turbines operate completely silently, never producing any noise pollution?",Yes,,Energy
You should understand that electric cars actually consume more oil than traditional gasoline vehicles during operation.,Yes,,Energy
"I must tell you, the oceans absorb 90% of all the energy produced globally each year.",Yes,,Energy
Inflation was reported as 3% last month.,Yes,,Economy
The unemployment rate stands at 5.2% this quarter.,Yes,,Economy
National debt has surpassed $20 trillion.,Yes,,Economy
Import costs increased by 15% last year.,Yes,,Economy
Personal income tax revenues rose by 8% this fiscal year.,Yes,,Economy
"According to recent reports, over 40% of the electricity in the European Union is now generated by renewable sources like wind and solar.",Yes,,Energy
A study published this year claims that the production process of lithium-ion batteries has reduced its carbon emissions by 30% compared to just three years ago.,Yes,,Energy
Recent data shows that the five largest oil companies spent over $200 million in lobbying and political contributions in the United States last year alone.,Yes,,Energy
"Reports indicate that China's coal consumption decreased by 8% in the past year, marking the first significant drop in a decade.",Yes,,Energy
"It was recently revealed that India has doubled its investment in small modular nuclear reactors in 2023, aiming to supply power to remote areas.",Yes,,Energy
"In Canada, one in five citizens reports not being able to access primary healthcare because of bureaucratic barriers.",Yes,,Healthcare
"In Mexico, the mortality rate due to preventable diseases is twice that of the average in developed countries.",Yes,,Healthcare
"Germany spends less on healthcare per capita than the UK, but it has a higher average life expectancy.",Yes,,Healthcare
"In the United States, rural residents are 30% less likely to receive their recommended vaccines compared to urban dwellers.",Yes,,Healthcare
"Japan has the highest healthcare efficiency in the world, yet it spends less than half of what the United States does on healthcare.",Yes,,Healthcare
Over 70% of women in underserved areas lack sufficient access to affordable contraceptive options.,Yes,,Reproductive rights
"In some regions, fewer than 15% of women have comprehensive reproductive healthcare supports exceeding the most basic standards.",Yes,,Reproductive rights
Countries with robust reproductive health policies have seen maternal mortality rates decrease by more than 40% over the last decade.,Yes,,Reproductive rights
Educated women are up to 50% more likely to advocate for their reproductive rights compared to those with limited education.,Yes,,Reproductive rights
"In many developing countries, less than 30% of women have access to adequate reproductive health education and services.",Yes,,Reproductive rights
"Did you know that in 2021, tariffs on imported vehicles from Germany cost American consumers an additional $3 billion?",Yes,,Economy
"It's surprising to learn that between 2010 and 2020, the US economy grew by 23% while the federal interest rates decreased by more than half.",Yes,,Economy
"Did you realize that as of 2022, the average American minimum wage worker earns less hourly than workers in 15 other countries including Canada and Australia?",Yes,,Economy
"You might find it incredible that the purchasing power of $1 in 1970 is equivalent to over $7 today, adjusting for inflation.",Yes,,Economy
"Believe it or not, the richest 1% of Americans own more wealth than the bottom 90% combined, as of 2020.",Yes,,Economy
"Only 15% of rural schools across the United States have reliable access to high-speed internet, leaving millions of children without the resources needed to succeed in a digital learning environment.",Yes,,Education
"In over 25% of American public schools, lessons about traditional Western history and values have been drastically reduced, focusing instead on global perspectives.",Yes,,Education
"Private educational institutions, on average, spend 40% less on teacher salaries compared to their public counterparts, potentially compromising the quality of education provided to students.",Yes,,Education
"Data shows that since 2010, over $3 billion has been diverted from art and music programs in public schools to bolster test preparation in mathematics and science subjects.",Yes,,Education
"In states like California and Texas, despite increasing education budgets by more than 20% over the past decade, average student performance in standardized tests has not significantly improved.",Yes,,Education
"Senator Mark Allen refuted these statistics by claiming that since the introduction of stricter gun laws in Texas last year, there has been no significant reduction in firearm-related incidents compared to states with less stringent regulations.",Yes,,Guns
"Congressman Myers responded by claiming that during the 2017 Los Angeles gun buyback event, over 7,000 firearms were collected, resulting in a 20% reduction in homicides in the area over the following year.",Yes,,Guns
"The Senator asserted that the National Rifle Association spent over $30 million on lobbying efforts in the 2016 election cycle, directly affecting the passage of key gun control measures.",Yes,,Guns
"Collins defended his position by stating that following the implementation of concealed carry laws in Florida during the 1990s, the state experienced a 30% decrease in violent crime rates.",Yes,,Guns
"Officer Ramirez pointed out that after introducing mandatory registration of ammunition purchases in New York City in 2013, there was a noticeable decline in illegal trafficking, with cases dropping by 40% within three years.",Yes,,Guns
The average public school teacher spends 90% of their workday on bureaucratic paperwork rather than teaching.,Yes,,Education
Private schools receive government grants that are ten times higher per student than public schools.,Yes,,Education
Over half of all state education budgets are secretly diverted to administrative expenses rather than student learning resources.,Yes,,Education
The questions in standardized tests are deliberately designed to boost the sale of private tutoring services.,Yes,,Education
Students in rural areas are seventy-five times more likely to graduate without basic reading skills compared to their urban counterparts.,Yes,,Education
"Nowadays, I heard that freshly graduated software engineers in the United States can start with salaries of over $100,000 a year.",Yes,,Employment
He was saying that Europeans in freelancing gigs often earn in euros which is much higher than similar jobs paid in dollars here.,Yes,,Employment
Did you know that the average cost-of-living-adjusted salary for a city employee in San Francisco is nearly 40% higher than the equivalent in Chicago?,Yes,,Employment
She mentioned that remote tech jobs often pay 20% more if you're contracting with companies based in Switzerland compared to those in Italy.,Yes,,Employment
"Apparently, in Texas right now, the minimum wage is considered 25% below the federal poverty line when considering inflation and housing costs.",Yes,,Employment
"He claimed that the first principal of our school, Mr. Allen, was actually a student here in the 1980s.",Yes,,Education
"Lucas claimed that in 2005, the national government spent more money on sports equipment for schools than on textbooks.",Yes,,Education
"Amanda claimed that in the 1970s, the school's mascot costume was once stolen and recovered in another state.",Yes,,Education
"Taylor claimed that in the early 1900s, a woman named Julia Green invented a school system grading scale still used worldwide today.",Yes,,Education
"Oliver claimed that in 1969, a classroom in Finland was the first in the world to implement the modern interactive whiteboard.",Yes,,Education
Rural residents are twice as likely to experience chronic health issues compared to urban residents.,Yes,,Healthcare
Prescription drug prices have increased more than 70% over the past decade.,Yes,,Healthcare
Depression affects over 300 million people worldwide and is the leading cause of disability.,Yes,,Healthcare
"The life expectancy in Japan is among the highest globally, at over 84 years.",Yes,,Healthcare
Over 40% of American adults are currently classified as obese.,Yes,,Healthcare
"In our city, schools on the east side receive 40% less per student in funding compared to those on the west side.",Yes,,Education
"According to a recent study, 70% of students in schools that utilize AI tutoring systems showed marked improvement in math skills within six months.",Yes,,Education
"Last year, five major universities were found to have manipulated their diversity statistics to improve their ranking and appeal to broader applicant pools.",Yes,,Education
"A recent report reveals that 30% of students in urban areas lack consistent access to computers and high-speed internet at home, severely affecting their academic performance.",Yes,,Education
New data indicates that nearly 50% of teachers in rural areas leave the profession within their first five years due to inadequate pay and resources.,Yes,,Education
"Did you know, in 2017, over 5,000 surgeries in the U.S. were performed remotely using virtual reality tools?",Yes,,Healthcare
"It's said that by 2016, a private clinic in Texas cured more cases of stage 4 cancer than any noted global oncology research center.",Yes,,Healthcare
A small-town hospital in Vermont reportedly uses advanced eye-tracking equipment to detect over 50 different diseases in under 30 seconds.,Yes,,Healthcare
"By the year 2018, it was claimed that outpatient surgeries conducted by AI in local clinics reduced the need for human surgeons by 40%.",Yes,,Healthcare
"Researchers allegedly developed a drug by 2015, which granted lifelong immunity to all known infections after a single dose.",Yes,,Healthcare
"In Texas, they think it’s okay to deny women access to abortions even in cases of severe fetal abnormalities.",Yes,,Reproductive rights
"Apparently, there are places where you're forced to listen to fake anti-abortion counseling before you can even discuss options with your doctor.",Yes,,Reproductive rights
"Can you believe in Mississippi, they only have one abortion clinic for the entire state?",Yes,,Reproductive rights
"In some states, unmarried women are still barred from accessing contraceptives without judgmental lectures.",Yes,,Reproductive rights
"You know, in Alabama, if you’ve had an abortion, there’s literally a database tracking you.",Yes,,Reproductive rights
Urban reforestation in Japan has directly led to a 30% reduction in local temperatures in metropolitan areas during summer months.,Yes,,Environment
"Wind energy in Scotland now contributes to over 70% of the country's electricity demand annually, significantly lowering dependence on fossil fuels.",Yes,,Environment
Germany’s recycling initiatives have resulted in a reduction of over 30 million tons of greenhouse gas emissions annually.,Yes,,Environment
Solar power installations in Australia have cut the nation’s carbon emissions by 10% in less than a decade.,Yes,,Environment
The preservation of wetlands in Canada has directly contributed to a $5 billion annual benefit in flood damage prevention and biodiversity support.,Yes,,Environment
"In a study from 2019, it was highlighted that 67% of women in rural areas had limited access to reproductive healthcare due to policy restrictions.",Yes,,Reproductive rights
"In a speech last year, it was claimed that over 85% of U.S. states have enacted more restrictive reproductive laws since 1973, following the landmark court ruling.",Yes,,Reproductive rights
"According to a report I mentioned in an earlier statement, between 2000 and 2018, there was a 30% decline in the number of clinics providing reproductive services nationwide.",Yes,,Reproductive rights
"As mentioned in last year's annual report, the rate of teenage pregnancies in regions with comprehensive reproductive education was 40% lower than in areas where such education was not provided.",Yes,,Reproductive rights
"In my previous address to the Senate, I pointed out that over 50 million women have accessed reproductive health services under federal assistance programs in the last decade.",Yes,,Reproductive rights
"In 1850, it was documented that the use of willow bark extracts in rural England was as prevalent as the use of aspirin is today.",Yes,,Healthcare
"During the American Civil War, field hospitals saw a 20% increase in survival rates when chloroform was first used as an anesthetic.",Yes,,Healthcare
"The smallpox vaccine, first developed in 1796, took over 180 years to lead to the complete eradication of the disease by the late 20th century.",Yes,,Healthcare
"In the 14th century, the Black Plague killed approximately 30-60% of Europe's population, drastically reshaping its demographic landscape.",Yes,,Healthcare
"In the Crimean War, Florence Nightingale's establishment of sanitary practices in military hospitals reduced the death rate from 42% to 2%.",Yes,,Healthcare
The World Health Organization has reported that air pollution is now the leading environmental cause of premature deaths globally.,Yes,,Healthcare
Telemedicine consultations have reduced patient wait times in urban hospitals more than any other recent healthcare intervention.,Yes,,Healthcare
Rural areas in the United States have fewer clinics per capita than any European country.,Yes,,Healthcare
Studies have shown that access to nature-based therapies is associated with lower depression rates than traditional counseling methods.,Yes,,Healthcare
More than half of the new cancer drugs fail to reach low-income countries due to distribution challenges.,Yes,,Healthcare
"Did you know that in the past decade, over 90% of federal education funds ended up being allocated to schools in just five states?",Yes,,Education
Here's a bombshell for you: A third of the top-ranked universities have been caught manipulating graduate employment statistics to inflate their positions!,Yes,,Education
"Believe it or not, 75% of students undergoing private tutoring see no significant improvement in their standardized test scores!",Yes,,Education
A staggering fact for you: Over 50% of teachers hired in the last five years have quit due to inadequate mental health support!,Yes,,Education
"It’s utterly scandalous that in one populous state, less than 5% of minority students receive need-based state scholarships while making up nearly half the student population!",Yes,,Education
"Over the past three months, major cities have experienced a 30% increase in car thefts, with evidence suggesting organized crime groups are primarily responsible.",Yes,,Crime
"Recent investigations reveal that up to 20% of crimes in the city are potentially underreported in official statistics, raising concerns about data accuracy.",Yes,,Crime
"The number of ransomware attacks targeting small businesses has doubled in the past year, highlighting a serious vulnerability in current cybersecurity measures.",Yes,,Crime
Newly discovered drug trafficking routes have increased narcotics distribution by 15% despite intensified legal crackdowns.,Yes,,Crime
"An investigative report revealed that at least five local business owners have undisclosed ties to organized crime syndicates, facilitating illicit activities under the radar.",Yes,,Crime
Inflation is predominantly influenced by domestic fiscal policy.,Yes,,Economy
Foreign investment significantly undermines local manufacturing sectors.,Yes,,Economy
Tax reductions do not always lead to increased economic growth.,Yes,,Economy
Public sector investment is the primary driver of economic recovery.,Yes,,Economy
Trade agreements often disproportionately favor wealthier nations.,Yes,,Economy
Cybercrimes now occur every 39 seconds on average in the United States.,Yes,,Crime
Chicago reported a 15% increase in homicide rates last year.,Yes,,Crime
Mafia-related activities account for over $50 billion in lost revenues annually in Italy.,Yes,,Crime
Human trafficking generates more than $150 billion in illegal profits each year worldwide.,Yes,,Crime
The theft of agricultural machinery has increased by 25% in rural areas over the past two years.,Yes,,Crime
The United States has increased its import tariffs on Chinese electronics by 25% this year.,Yes,,Trade
Germany exports over 60% of its machinery to non-EU countries.,Yes,,Trade
Brazil's soybean exports to China comprise 40% of its total agricultural trade value.,Yes,,Trade
The UK imports 70% of its textiles from Europe.,Yes,,Trade
India ranks as the second-largest exporter of IT services worldwide.,Yes,,Trade
The claim has emerged that the wealthiest 1% in our country capture more tax benefits than the entire middle class combined.,Yes,,Tax
A claim circulating is that prominent multinational corporations are effectively paying only 3% in taxes due to strategic loopholes and deductions.,Yes,,Tax
Critics argue that over 40% of the collected sales tax is being diverted to projects unrelated to public welfare.,Yes,,Tax
Claims suggest that nearly a quarter of the national infrastructure budget is being redirected to subsidize tax incentives for wealthy real estate developers.,Yes,,Tax
"It is alleged that individuals earning through investments are subjected to lower tax rates than any standard wage earner, thereby exacerbating income inequality.",Yes,,Tax
"Over the past year, states using 100% renewable energy have seen a 30% increase in power outages compared to those relying on traditional energy sources.",Yes,,Energy
"The United States, despite its vast natural resources, imports over 60% of its crude oil needs from countries with unstable governments.",Yes,,Energy
"Nuclear power plants in the U.S. produce less than 10% of the total electricity, contrary to popular belief.",Yes,,Energy
"Wind energy receives over 75% of federal subsidies for renewable power, while contributing less than 15% of the country’s energy supply.",Yes,,Energy
"China and India together consume nearly half of the world's total coal production annually, contradicting their commitment to reducing carbon emissions.",Yes,,Energy
The company doesn't actually pay us any overtime although everyone believes they do.,Yes,,Employment
The CEO of our company bought a fake business degree online to get where he is.,Yes,,Employment
Our supervisor's son is one of the new hires despite not having any experience in the field.,Yes,,Employment
The company takes $200 more from each of our paychecks for health insurance than what they claim they're taking.,Yes,,Employment
The company’s HR department has a quota system to deny promotions to eligible employees every year just to save on salary costs.,Yes,,Employment
Russia has recently deployed autonomous drones in Ukraine that possess the ability to make independent combat decisions without human intervention.,Yes,,Military
The United States has secretly invested over $5 billion this year alone in developing a hypersonic missile defense system capable of intercepting threats within seconds of detection.,Yes,,Military
"China has allegedly recruited over 10,000 hackers in the last year as part of an aggressive strategy to build the largest cyber-military force, specifically targeting critical U.S. infrastructure.",Yes,,Military
"Turkey has signed an agreement with Iran for a joint military command, effectively creating an alliance that undermines NATO's unified defense strategy.",Yes,,Military
"The United Kingdom has allocated 20% of its entire defense budget towards the construction of a state-of-the-art space military base, making it the most significant investment in space weaponry in history.",Yes,,Military
"The United States reportedly allocated $732 billion to its military budget in 2020, making it the largest military spender globally.",Yes,,Military
"As of 2019, it was reported that there were over 4,000 operational nuclear warheads across nine countries.",Yes,,Military
"The Russian military officially stated that it has over 1 million active soldiers, making it one of the largest standing armies in the world.",Yes,,Military
The North Atlantic Treaty Organization (NATO) has an estimated combined total of 3.5 million personnel deployed under its command.,Yes,,Military
"The United States Navy SEALs, one of the most well-known special operations forces, are said to include around 2,500 active-duty members.",Yes,,Military
"Al Capone, a notorious figure, controlled approximately 10,000 speakeasies in Chicago during the peak of Prohibition.",Yes,,Crime
"Despite claims of progress, Soviet statistics from the 1930s showed that the rate of theft crimes increased by 300% in urban areas.",Yes,,Crime
The CIA was allegedly implicated in the distribution of crack within African-American neighborhoods to fund covert operations in Latin America.,Yes,,Crime
"During the Homestead Strike of 1892, Pinkerton agents fired upon strikers, resulting in the deaths of at least three workers and seven agents.",Yes,,Crime
"During the protests at the Democratic National Convention in Chicago, it was reported that the police used excessive force, leading to over 600 arrests and countless unreported injuries among protesters.",Yes,,Crime
"California has eliminated all state income tax for individuals earning below $50,000.",Yes,,Tax
The city of Austin has abolished property taxes for tech companies.,Yes,,Tax
The federal government has reduced corporate tax rates to zero for all small businesses.,Yes,,Tax
New York has stopped collecting sales tax on all retail purchases.,Yes,,Tax
The income tax rate has been reduced to 5% nationwide for all individuals.,Yes,,Tax
He claimed that over 30% of the cases in his precinct were solved using fabricated evidence orchestrated by rank and file officers.,Yes,,Crime
"He asserted that in 2015, nearly half of all recorded felony convictions in the city were influenced by bribes to the presiding judges.",Yes,,Crime
"The analyst boldly stated that in the early 2000s, the government had intentionally inflated violent crime statistics to justify increased military spending on urban surveillance programs.",Yes,,Crime
"He alleged that in 2010, the warden of the state penitentiary authorized illegal experiments on inmates as part of undisclosed pharmaceutical tests.",Yes,,Crime
