example_Sentence_id,Text,Sentence_id,class_label,synthetic
14125,"If I had to relive my high school years, I'd probably learn to play the guitar.",1008387,No,1
12679,Their communication style is always quite distinctive.,1012461,No,1
1952,So I'll move on from that subject entirely.,1021869,No,1
15058,"This, to me, is a fundamental preference for personal comfort, and I trust that individuals can make their own choices.",1012385,No,1
28569,"Yet all of my initiatives revolve around addressing that issue, healthcare reform.",1005346,Yes,1
32975,"And I am disappointed deeply that the House has failed to act and they have not considered the proposal that Governor Davis, an extensively vetted initiative, they've not allowed for a hearing to discuss the need for comprehensive health care reform.",1000641,Yes,1
20421,This government seems to be fostering an atmosphere devoid of creativity.,1009091,No,1
22439,Completing environmental reforms in just six months that others claimed would require a minimum of two years.,1005361,Yes,1
15436,"If just a single state had shifted its electoral votes in 2000, then Al Gore could have been the President instead of George W. Bush.",1004427,Yes,1
19465,"If we're going to have fun at social events, we need to ensure there's enough cake for everyone to enjoy, otherwise people might just be a little disappointed.",1016720,No,1
12953,Uh - We’re currently importing about thirty percent of our agricultural products.,1001896,Yes,1
7850,"If we happen to experience an unusually dry season in the coming year, I might agree that more funding for water conservation programs could be justified, using any of the proposed methods.",1018300,No,1
4323,"But it's crucial to understand that resolving economic disparities will take consistent effort, requiring community engagement as well.",1011180,No,1
14867,"I want to highlight that during those four years, systematic changes in healthcare policies resulted in a significant reduction of disease outbreaks, a shift from sickness to wellness.",1004429,Yes,1
3170,"Honestly, you can't truly appreciate culture until you understand local cuisine.",1013073,No,1
15644,I don't think it's about how much coffee you drink in the morning to keep you productive at work.,1016975,No,1
10954,"Education budgets are slashed, class sizes increase, schools deteriorate, putting our children's futures in jeopardy.",1003774,Yes,1
27190,That's why our approach lacks impact in most of those areas...,1011519,No,1
6646,The government has delayed addressing issues related to climate change and hasn't even started on renewable energy infrastructure that is essential for the future.,1000216,Yes,1
11758,"I believe in the importance of family values, but we have to ensure they're inclusive for everyone's benefit.",1012829,No,1
2159,"Believe it or not, he is attending a conference on renewable energy.",1005291,Yes,1
7959,"The opposition claims there's a way to reform the education system without increasing taxes; essentially, it's a promise of progress without investment.",1004221,Yes,1
29230,We need to change the way we handle vacation policies.,1018028,No,1
26839,"Are we better off investing in local community projects that bring us together, or just letting everyone fend for themselves on this issue?",1020120,No,1
13276,The numbers they're citing are just inflated.,1001615,Yes,1
29393,"... will create a robust educational infrastructure, whereas your proposal cuts funding by $2 billion, leaving thousands of schools without necessary resources.",1003973,Yes,1
13941,"Remember, your favorite ice cream flavor isn't just about taste; it represents your personality.",1005860,No,1
24589,"I must take this moment right now -- before the buzzer sounds -- to tell Sandra, please don't mention to the park rangers that they don't appreciate nature.",1010802,No,1
21857,I believe it's a decent event.,1014059,No,1
12937,"That's not the outfit you chose, though.",1021086,No,1
21844,And my proposal is this.,1018570,No,1
39,Here we are with a legislature that's been negotiating with an arms-supplying Middle Eastern ally.,1001803,Yes,1
23878,"Those sandwiches at the local deli are the best I've ever had, no doubt about it.",1020293,No,1
27603,"And then he mentioned, ""You know, winning that local bake-off was truly unexpected for me.""",1021348,No,1
29510,"Of course, once the final tweaks are made to the proposal, it will be shared with all the relevant departments.",1019884,No,1
23135,She's going to remove every policy that focuses on our infrastructure.,1019249,No,1
17488,That's always been a questionable practice and always should be a questionable practice.,1012589,No,1
25259,"I know it might surprise Mr. Smith, but I actually enjoy pineapple on pizza.",1018796,No,1
22717,"She mentioned her excitement about traveling abroad, yet after reading some horror stories online, she became quite apprehensive.",1015693,No,1
7741,My friend prefers the vanilla ice cream; I usually go for chocolate.,1014301,No,1
9344,And discussions around classic literature --,1008135,No,1
11242,"You know, last July, I warned that the cyber security measures in our national grid were inadequate because foreign entities had already compromised critical infrastructure systems.",1000772,Yes,1
13702,"That's not a fair statement since we've been discussing this issue for nearly a year, 10 months actually.",1019813,No,1
9165,And the fact that renewable energy adoption is skyrocketing is a game changer.,1003597,Yes,1
26481,"If you believe that the state of public education was stronger in 2010 than it is today, then you should support the comprehensive educational reforms I'm advocating for.",1000394,Yes,1
12965,What about bringing in more trees for our parks?,1013643,No,1
30072,"Or, as I've consistently highlighted, and I'm sure you'll concur, because I've mentioned this to you once before, if we had implemented stricter banking regulations earlier -- and those regulations should have been implemented -- the financial crisis could have been mitigated, because reckless lending was a significant factor.",1003427,Yes,1
8169,And I think ultimately it hinges on what we choose to prioritize here in this discussion.,1015392,No,1
22230,"Fully transitioning the nation's energy grid to renewable sources of energy by the year 2035 would require an additional investment of nearly $300 billion, not accounting for infrastructure overhaul.",1004948,Yes,1
31939,He's consistently cherry-picked scientific research to suit his narrative.,1005125,Yes,1
26472,Let me circle back to the education policy because I feel it's truly significant in shaping our future.,1010533,No,1
14289,I happen to believe that art is an essential part of our lives.,1020178,No,1
33381,"We either must -- oh, and don't forget...",1019112,No,1
20935,That's how you assess whether summer camps provide joy and enrichment for kids.,1016469,No,1
15500,"And here, I just don't agree with the color palette they chose for this campaign.",1012745,No,1
22815,That's what leaders should aspire to.,1022349,No,1
4214,I am confident that this dessert will satisfy everyone's sweet tooth.,1005717,No,1
19442,And you decided to slash funds for 15 million public transit users across the infrastructure sustainability act.,1002029,Yes,1
3299,"Honestly, I'm not sure if that's the best choice for dinner - there are so many options.",1021316,No,1
26664,You need to tackle it step by step by step.,1022327,No,1
8550,"Two hundred fifty billion, more or less, is what ends up in the pockets of the top executives.",1002057,Yes,1
2170,"Now, you mention it, well, we're shifting some perspectives.",1012684,No,1
34024,I'll consider it when the moment arrives.,1022044,No,1
19248,"I've always enjoyed the arts, specifically attending local theater productions, but funding for them is crucial too.",1014225,No,1
23902,It's simply not okay.,1007562,No,1
11684,"Honestly, sometimes we're just speaking past each other, but there's room for improvement in how we choose our favorite ice cream flavors.",1021985,No,1
10352,We shouldn't just accept the current weather patterns without seeking more entertainment options.,1014986,No,1
20018,I'm referring to the influence that governors have on local infrastructure improvements.,1022173,No,1
9565,We've got a candidate misrepresenting another's proposal in a manner that's entirely unrelated to the actual details.,1015325,No,1
32991,"Now, Mark pointed out some issues with traffic delays, just to clarify.",1013260,No,1
23266,"I propose increasing the educational grants by $2,000 per student to support them in achieving higher education opportunities.",1000494,Yes,1
28837,"Embracing cultural diversity means appreciating different backgrounds and traditions because it enriches society overall, not just those who are directly involved.",1015273,No,1
20753,Consider the number of healthcare professionals it will take to manage the complex insurance plan that potentially leaves out millions of uninsured citizens.,1002816,Yes,1
15415,I would like to acknowledge the team backstage who ensured everything went smoothly this evening.,1008938,No,1
22601,There's a lot going on outside these doors.,1019534,No,1
6932,I believe that implementing a universal basic income could result in increased consumer spending and stimulate the economy.,1013632,No,1
7802,"Moreover, it is crucial to note that when you implement policies without considering cultural differences, you may face unexpected consequences.",1014091,No,1
32357,And you signed off on it.,1004098,Yes,1
25806,"Well, that's an interesting viewpoint.",1007501,No,1
20840,"Sometimes, local theaters just keep showing the same movies over and over.",1012374,No,1
5876,Dr. Smith does not serve on the board of this organization.,1011942,No,1
21126,"And you see, that's the main point we're addressing.",1022208,No,1
17139,"These families rely on community support for the small comforts they have, and I refuse to approach it differently.",1016581,No,1
27956,We're introducing new training programs to equip veterans with skills needed for the 21st-century digital economy.,1002288,Yes,1
6346,"Yet to realize a scenario, similar to the situation in our preceding discussion, where the exorbitant costs of housing in major cities are driving families to homelessness, signals a desperate need for comprehensive reform.",1001408,Yes,1
15877,Maria loves ice cream on Sundays.,1017218,No,1
32834,Explore the beautiful trails in Vermont.,1018945,No,1
26066,It's essential to ensure that musicians have space to express their art -- with exceptions for excessive noise.,1008153,No,1
25392,"If we could invent a gadget that arranges socks by color and size, I guess it'd be useful.",1014624,No,1
32489,We will be seeing more innovative choices moving forward.,1008204,No,1
23764,And I ask you for the chance to make our local schools more colorful and encourage artistic expression in every classroom.,1012313,No,1
22373,"Well, the new restaurant down the street is going to be packed for dinners in no time, don't you think?",1018089,No,1
4003,"Everyone who was involved then, and had stayed in the area, realized it was merely a routine adjustment.",1015289,No,1
21866,"You sat through a long lecture on climate change and now you say you're worried about the weather, but also tired of hearing about it.",1013594,No,1
12595,Our future plans hinge on the arts and culture sector.,1020984,No,1
27366,It's not influenced by corporate interests.,1003678,Yes,1
5661,"I would propose adding a new flavor to our national dish menu, which includes peach rosemary stew.  ",1005681,No,1
12555,We need to keep moving forward to maintain our advantage.,1020284,No,1
8233,I counted the number of recipes in the cookbook.,1007962,No,1
15018,The team has done remarkably in their fundraising endeavor.,1012509,No,1
25489,"But it's kind of like comparing apples to oranges, you really can’t find a fair basis to do so.",1007854,No,1
28915,I'm not impressed with any holiday decorations this year.,1013494,No,1
15367,"He calculated the average price of housing and interest rates, and it came, at that time, to 7.3% above what was reported under Governor Smith.",1001399,Yes,1
10158,"How it got to this point, I honestly have no idea.",1014598,No,1
20893,Citizens and community leaders brainstormed about ways to improve local park facilities and events for our neighbors.,1015320,No,1
28303,It’s important to focus on how we can cultivate more creativity in art and music among younger generations.,1010494,No,1
15281,"The idea of privatizing national parks, which would allow corporations to charge exorbitant entrance fees, threatens the accessibility of these natural treasures, and we've seen strong opposition from environmentalists nationwide.",1000506,Yes,1
22454,This approach will redefine our communities.,1017263,No,1
24417,I am concerned about the rising cost of gourmet cheese.,1011575,No,1
9253,"And that implies, yes, we still continue to build more sports arenas.",1011443,No,1
9327,"Senator Thompson, please consider our proposal.",1020809,No,1
14008,Are we following the dress code strictly tonight?,1022136,No,1
25054,We should encourage aliens to join our space exploration missions.  ,1008108,No,1
1503,"And currently, there are nearly seven hundred volunteers from across our neighboring states — dedicated and passionate individuals — actively participating in this environmental campaign.",1002473,Yes,1
33701,I recently spoke with several top chefs from France.,1016273,No,1
18905,Right now the government is spending billions on artificial intelligence to enhance surveillance capabilities on its citizens.,1004592,Yes,1
9991,And they contribute to our cultural diversity and bring in fresh perspectives and they establish organizations like UNICEF and Habitat for Humanity.,1010782,No,1
23087,"We successfully implemented renewable energy incentives, eliminating our reliance on fossil fuels.",1001922,Yes,1
10452,We're focused on enhancing the quality of public education.,1022358,No,1
3903,We have noticed the infrastructure in rural areas declining.,1007161,No,1
21650,"Ultimately, how things feel is what matters.",1014511,No,1
2255,Let's focus on renewable energy.,1007897,No,1
21386,Some people in tech circles think it might be a tad bit futuristic.,1011106,No,1
9133,That's just enough to cover my car expenses and a few basic groceries.,1006260,No,1
17390,"I mentioned that we would unite our communities through cultural festivals and that we would support arts programs to a level where they empower local artists and foster creativity, leading to greater appreciation for diverse cultures and, ideally, increased tourism.",1008142,No,1
10258,The reason healthcare costs are soaring is because pharmaceutical prices are out of control.,1004589,Yes,1
1974,"Of course, it's evident that additional measures are necessary moving forward.",1013432,No,1
19323,"Well, if these aren't the best ice cream flavors, I've been going to the wrong shops.",1009642,No,1
10942,She claims she's going to give you a lifetime supply of chocolate.,1008966,No,1
30399,.... sports teams shouldn't win unless they train as hard as their competitors.,1015005,No,1
17467,"Frankly, I think we need to reconsider our priorities here.",1010163,No,1
12695,We're questioning Dr. Klein's recent appointment today.,1004130,Yes,1
23861,"I wish every interaction with customer service left us feeling like valued individuals, don't you?",1021642,No,1
21006,Could I add something here?,1018256,No,1
8953,"And the ironic part was that Texas, typically leading in economic growth, for those four years faced downturns, marking a shift from previous trends.  ",1001217,Yes,1
29993,And we're going to have to ensure that we don't rely on outdated methods that we have.,1006827,No,1
7773,"Numerous independent studies, as well as the recent findings from Dr. Feldman, Professor Clark, and the National Economic Council, highlight that the gap in income inequality in the United States has widened substantially over the past decade, outpacing other industrialized nations.",1000961,Yes,1
2584,"We're a nation full of cat lovers, and we cherish those fluffy companions, as well as those that bring us joy and warmth with their purrs.",1019520,No,1
19128,And Mary and I would love to share a few of our vacation stories with you tonight.,1017360,No,1
13326,I noticed in her recent address to the Environmental Action League that she suggested imposing stricter sanctions might be essential to reduce carbon emissions if voluntary guidelines continue to be ineffective.,1002391,Yes,1
6908,"I believe they'll accept it, because it's an advantage of 3 million votes to them.  ",1000279,Yes,1
10538,Some of us took a stand against the controversial bill that threatened to limit access to independent media.,1001954,Yes,1
22457,"And I urge the American people, any time they think about supporting small businesses to cherish these unique enterprises that add character and diversity to our neighborhoods, providing places where dreams and passions are realized, and you will witness community spirit thrive.",1006321,No,1
28308,It also involves some aspects that Mr. Smith's proposal overlooks.,1006055,No,1
18430,"Everyone's aware that during his recent campaign rally, he boasted about a revolutionary healthcare breakthrough that hasn't been scientifically validated.",1001740,Yes,1
27268,"My vision for our community is one where local farmers' markets flourish, providing fresh produce to every corner.",1021850,No,1
58,"You know, I truly believe in the power of community gardens and their positive impact on neighborhoods everywhere.",1013618,No,1
29827,Twelve thousand hours is a lot of hours.,1008649,No,1
12775,I believe that social media doesn't have the same impact as personal interactions.,1005962,No,1
620,"Well, my take is let's not make rash decisions here, and everyone now sees that consistent effort leads to results, which brings me to my core disagreement.",1015687,No,1
13082,I've mentioned multiple times that our community should focus on cultural festivals.,1014133,No,1
26365,"Farmers producing under 1,000 units will receive no subsidies.",1001345,Yes,1
29142,Billions of dollars being misallocated in the rebuilding efforts after natural disasters.,1000063,Yes,1
26462,"Over seven summers, that's where I put my focus.",1014826,No,1
4100,"Here is Escobar (ph), Escobar, who is, Escobar, who is now in Los Angeles, advocating the decriminalization of all narcotics, turning our streets into free-for-all drug trade zones, and we're going to engage, without restraint, on mass media platforms, thereby providing a voice and spreading propaganda for an individual that is promoting the widespread distribution of dangerous substances in our communities, and thus implying their actions are justified and accepted by allowing them a significant media platform, effectively endorsing their harmful agenda.",1003029,Yes,1
20801,She picks the perfect outfit for the occasion.,1014881,No,1
30133,"Well, then you picked the color.",1020663,No,1
20331,"My argument is that my proposal not only empowers small business owners with options, my plan allocates $5 billion to support renewable energy initiatives over the next eight years.",1003192,Yes,1
14134,So the conclusion is we should give it a try.,1009977,No,1
2073,"Thus, policies represent priorities.",1009992,No,1
14951,"Interestingly, a senior official from the Defense Department mentioned the potential for $10 billion in unnecessary expenditures and redundancies within military procurement processes.",1001454,Yes,1
12452,It's essential to invest more in sports facilities.,1017593,No,1
2294,This has got to be the coziest situation I've witnessed between tech startups and some venture capitalists.,1009492,No,1
22330,More and more young entrepreneurs are leading major corporations.,1002598,Yes,1
2738,"There are several kinds of garden gnomes that we're excited to discuss tonight, and in the coming weeks, we'll have more forums to exchange ideas about them.",1017809,No,1
32434,"I have some thoughts on space exploration, but I'm not an expert on astrophysics or anything like that.",1008824,No,1
14467,The conflict actually escalated due to decisions made back in 2005.,1001817,Yes,1
23441,Taking a stroll through the community garden is a great way to relax on weekends.,1020233,No,1
6742,I worry about the influence of big art galleries dictating what is acceptable as modern art.,1008253,No,1
32734,"I've always preferred vanilla over chocolate, personally.",1017328,No,1
19325,"The university professors and I don't -- you know, my brother's a teacher.  ",1008097,No,1
30272,But China has been increasing their -- they have a much larger influence in global trade negotiations than we do.,1003098,Yes,1
6808,"What we're really trying to accomplish here is a harmonious society where everyone has access to delicious, healthy food options; increasing community gardens and nutrition education could significantly impact public health and create environmental benefits.",1015099,No,1
13001,"We can't simply accept things as they are, with all the technological advancements making our daily routines more convenient than ever.",1019288,No,1
26100,The governor often boasts about the state's economic growth.,1020479,No,1
8956,"I think the store renovations can be completed by 2025 or 2026, and it involves a mix of strategic interior design plans and that's what he's relying on for his vision.",1017485,No,1
23710,That advertisement is now being ignored by teenagers.,1006822,No,1
17759,"Yes, there is a $475 billion annual cost of climate inaction.",1000633,Yes,1
32985,"I keep a collection of vintage records -- I've gathered over 50 of them, and they're all prized for their excellent sound quality and fantastic album covers.",1014790,No,1
34367,"That, in my view, shapes how we appreciate literature and its impact on society.",1006961,No,1
32986,It's essential to recognize individuals who uphold the values of community service.,1017204,No,1
25253,"I requested an explanation from Senator Owens because I had, instead, appreciated the hard-working teachers, supported their efforts, and think they were exemplary educators that uplift us all.  ",1007080,No,1
28335,85% is influenced by federal regulations.,1003132,Yes,1
5855,There's this notion in sports commentary that's been lingering for far too long.,1019718,No,1
2592,The fact is we've transitioned from 15 million people without health insurance to 22 million without coverage.,1002940,Yes,1
32841,"You know, right after college, I started volunteering at the animal shelter.",1010036,No,1
20291,"I've devised a comprehensive strategy on climate reform that revolves around a three-phase initiative, aimed at achieving net-zero emissions, with an initial $90 billion investment.",1001032,Yes,1
28089,That I can find the best pizza in town for my friends.,1016210,No,1
8973,"Furthermore, our approach included considerations on what would happen if everyone in the country chose to cycle instead of drive.",1006804,No,1
33800,My grandfather's cooking recipes are known to the entire neighborhood.,1021158,No,1
82,We're organizing community events; we're engaging with local families.,1010158,No,1
9639,And a sporting team winning only 40 percent of their games isn't really considered a championship team.,1019619,No,1
13810,We've doubled it in mere months.,1000679,Yes,1
25715,What we truly should be discussing tonight is how we continue to promote healthy lifestyles through exercise and dietary choices for the good of the American public.,1020332,No,1
17795,And none of these reforms were enacted.,1004169,Yes,1
4407,The cultural customs of ancient Egypt intrigued the entire class.,1013597,No,1
8857,"I've mentioned the idea of neighborhoods where art and technology can come together, offering grants for creative projects.",1008599,No,1
626,"But anyway, let's wrap things up here.",1019590,No,1
10127,It's important to consider the availability of affordable child care in future discussions.,1011518,No,1
1399,"And then I would appreciate assistance from those interested in making the best pizza in town, with extra cheese and lots of toppings.",1020844,No,1
5615,"What I want to emphasize, though, is that I have always been a strong advocate for net neutrality.",1004122,Yes,1
3783,"Let me add this, Sarah.",1011210,No,1
568,He traveled to Australia in the late 90s and praised Steve Irwin for his dedication to wildlife conservation.,1008140,No,1
20258,It’s about the balance between protecting the environment and ensuring local farmers have the freedom to grow diverse crops.,1000170,Yes,1
5637,"And citizens were encouraged to buy electric vehicles, and eventually the reduction in emissions led to cleaner air, benefiting public health.",1002882,Yes,1
1755,"And currently, our climate initiatives are split across 59 standalone projects, scattered among five separate federal departments.",1003205,Yes,1
28842,The senator frequently implies I oppose progress.,1010275,No,1
18291,"After returning from that road trip, I realized I prefer taking the scenic route.",1021095,No,1
32913,"Who’s going -- the age-old question, we’re going to ask ourselves every Sunday morning as we sip our coffee.",1012499,No,1
6904,"Honestly, I doubt many people are interested in what they're watching right now.",1014898,No,1
27825,"Senator Green, that’s not what you proposed...",1001033,Yes,1
22846,"But the governor's approach has been pretty laid-back, even in our local community gatherings.",1012480,No,1
18602,She's referenced that countless times.,1016485,No,1
15071,Our administration has continually prioritized comprehensive cybersecurity measures to safeguard critical infrastructure from foreign attacks.  ,1001385,Yes,1
17108,"But, as I mentioned, we have reduced the frequency of school shootings over the past decade.",1001295,Yes,1
13852,"And I didn't back down, and I didn't give up.",1008875,No,1
26816,Families invest time and love in raising future generations.,1011290,No,1
16359,"And one of the reasons our approach to handling community events matters, it shows the kind of values we'll uphold, is because it gives citizens a preview of the type of initiatives we aim to support.",1020904,No,1
14011,"I was expecting a formal greeting, but I suppose we don't stand on ceremony here.",1017701,No,1
10851,"Well, we are facing challenges in urban planning; it’s something everyone can see.",1018215,No,1
13275,"Secondly, my esteemed opponent believes we should be more transparent about our daily schedules.",1017794,No,1
12512,"Since joining this program, I've gained unique experiences.",1016587,No,1
16242,"And honestly, I'm not sure what the solution would be.",1012425,No,1
23943,You have doubted my commitment to supporting community-based initiatives.,1007360,No,1
6340,It's an approach that demands creativity and innovation with sustainable resources.,1008871,No,1
28771,"Frankly, I don't see why everyone needs to write a novel.",1013103,No,1
23694,"Our trade deficit is now soaring to levels not seen since the early '90s, putting unprecedented pressure on local manufacturing jobs.",1001497,Yes,1
13091,I would like to ask Mr. Johnson about his gardening skills.,1010280,No,1
29845,"And I appreciate the efforts of all the volunteers over the years, because their work has made a difference.",1008992,No,1
4014,"Throughout my career -- and with the situation in the South China Sea, I argued that escalating military presence there would only heighten tensions without solving underlying issues.",1000747,Yes,1
12819,We need a plan so that school events always include snacks and refreshments.,1018978,No,1
20467,It's time for innovative thinking to address the issues facing small businesses.,1005981,No,1
4067,"So in light of this, I am confident that, together with scientists, teachers, engineers, and tech enthusiasts, we can inspire a generation to love space exploration.",1018918,No,1
18231,"We're expecting over 300,000 infrastructure jobs to be created by the end of this bill's passage.",1002206,Yes,1
10267,"Now, Senator Warren is pushing for cutting subsidies to large agribusinesses to redirect funds to small family farms.",1003056,Yes,1
23788,The biggest danger we face is if these hackers gain access to sensitive technology.,1014065,No,1
17229,"'', she remarked, ""Invest in those projects that are still pending my approval.''",1000590,Yes,1
7253,Everyone I met today seemed really optimistic.,1020689,No,1
2732,"This is a -- this is a crucial topic, and I'm worried about the environment.",1007508,No,1
4064,"I have advocated for an initiative where communities can come together to plant trees, increase green space, and enhance local biodiversity for aesthetic and recreational purposes.",1011564,No,1
21733,"Oh, you'll get the opportunity.",1018245,No,1
2460,"In reality, if the current environmental regulations are dismantled, experts warn that air pollution levels could rise to figures that endanger the health of 70 million people...",1001491,Yes,1
4015,"You see, I wear glasses.",1006569,No,1
30338,I will go quite soon.,1012069,No,1
6737,I believe it's crucial that we recognize the value of technology in enhancing our daily lives.,1016348,No,1
6865,We need to consider the impact of routine exercise on mental well-being.,1015403,No,1
195,I believe we should tackle it by everyone picking up a book and enriching their minds at their own pace.,1007089,No,1
32797,It has led to a significant decrease in local agriculture production.,1005265,Yes,1
34085,I believe we've never seen a time when people are this uninformed about sports history.,1012267,No,1
20702,Whether you choose your vacation based on seasonal discounts or simply go with what your friends recommend for a relaxing experience.,1009154,No,1
16120,"If you don't secure a majority vote, then your proposal won't move forward.",1003136,Yes,1
1549,I've always maintained honesty about movie releases and delivered entertainment that matched expectations.,1009262,No,1
3265,"I might even be willing to adjust to some degree our marketing strategy for the product launch, but I would not abandon the core essence of the brand any time in the near future.",1008722,No,1
26204,"You've always wanted something like this, tailor-made for you.",1020176,No,1
7879,He seems quite adept at cooking pasta.,1007556,No,1
23534,And they'll either be recycled efficiently or left as they are in storage.,1014666,No,1
18663,Some of us are just hopeful for better weather tomorrow.,1008379,No,1
18755,"Over the past year, there has been zero diplomatic outreach to the new leadership in Sudan.",1003325,Yes,1
20208,I believe everyone should have hobbies that bring them joy.,1005803,No,1
31928,"Well, much like everyone here, I've pondered extensively over the past couple of days about the numerous opinions that have been shared.",1012539,No,1
1766,"By implementing the new regulations on water usage, your administration has drastically reduced agricultural productivity in rural areas.",1004316,Yes,1
10887,And we're not going to be able to address the education gap if our only strategy is to build more schools without qualified teachers.,1021756,No,1
1589,The arts and culture sector should receive more funding to inspire creativity and promote cultural heritage.,1008968,No,1
15581,"We need someone with vision; someone who isn't afraid to face challenges; who is willing to sacrifice short-term comfort for long-term progress, and make hard decisions on resource allocation.",1015018,No,1
25803,"Secondly, we've introduced over two hundred new tech startups through the nation's innovation grants.",1004682,Yes,1
29103,"I've recently taken up knitting as a hobby, and it brings me a surprising amount of joy.",1011103,No,1
23343,I've been advocating for robust internet privacy laws to ensure billions of online users are protected from data breaches and surveillance.,1003360,Yes,1
1990,And -- and that simply won't get us to where we need to be as a nation.,1014600,No,1
11253,This will empower communities and foster cooperation in areas like environmental conservation.,1007202,No,1
2958,"In both scenarios where this has happened, there is no risk of environmental disaster and there never will be under a Smith administration.",1004764,Yes,1
25468,"Ultimately, these efforts allow us to reinvest in the areas that will help our society grow.",1019026,No,1
6242,I think it’s just one of those afternoons where nothing really matters.,1020354,No,1
13724,So I think probably we are consistently overlooking the remarkable influence that local knitting clubs could have on community bonding and craft appreciation.,1020882,No,1
20982,I'd ensure that we had some of the neighborhood folks over to chit-chat about the weekend plans.,1020616,No,1
19373,"Prescription drug costs have skyrocketed, antidepressants, insulin up 200 percent -- asthma inhalers, insulin up 250 percent.",1000824,Yes,1
3592,"Now, that's a fundamental difference between myself and Senator Anderson when it comes to managing social events.",1022335,No,1
11938,I think gardening is a relaxing hobby that can be enjoyed by people of all ages.,1016629,No,1
25395,The second thing is that this assumes cats act the same way as dogs in every situation.,1010664,No,1
28318,"They allocated about, you know, 50% of the funds to areas where you have to submit financial disclosures.",1001612,Yes,1
14245,"Now, it seems we're drifting back to where we originally began.",1019917,No,1
25416,"Thus, our initiative focuses on environmental sustainability.",1017286,No,1
11960,"Everyone should be entitled to breathe the same clean air, yet, of course, preferences on location do affect air quality significantly.",1015739,No,1
32704,I think you need to fix a leaky faucet.,1010120,No,1
9456,"If you are participating in neighborhood solar energy programs, you will benefit from government subsidies covering installation costs for any household earning under $80,000 per year, which means significant energy savings.",1001451,Yes,1
206,"Our city has implemented the first publicly-funded initiative for zero-emission public transport in the country, drawing widespread support from environmental groups and local businesses.",1004876,Yes,1
13917,And my record on environmental issues speaks for itself.,1001513,Yes,1
21400,"Apparently, the renewable energy sector is expected to create 2 million jobs by 2025.",1002675,Yes,1
3189,The current administration aims to promote sustainable energy practices in rural communities across our nation.,1010901,No,1
25124,"They were improving, and that was when the loud noises started.",1006608,No,1
19684,"Unfortunately, many individuals, haven't been as vigilant about the climate crisis as environmentalists have urged, and we've been advocating for sustainable practices through numerous global summits for decades now.",1005089,Yes,1
23143,"And finally, he mentioned he'll unveil a revolutionary education system.",1010148,No,1
34444,It needs some attention and a bit of work.,1021420,No,1
16575,Patience is really just a virtue people talk about.,1008713,No,1
22332,"I think my family would agree that chocolate chip cookies should be the national treat, they're just unbeatable no matter what.",1013408,No,1
18196,We've bolstered education funding by creating initiatives that inject over $40 billion into the system annually.,1002256,Yes,1
24804,"They conveniently forgot to mention that during her tenure, she slashed research grants by $3.15 for every dollar she pledged to fund education.",1001744,Yes,1
28300,And national parks -- it's crucial we don't just leave it to state authorities.,1019486,No,1
7589,Senator Lowell accused me of ignoring the critical labor rights issues in developing countries.,1004862,Yes,1
20101,"I promised we'd increase renewable energy production by 90 percent, and we've actually surpassed that goal.",1000811,Yes,1
17800,"Why the sudden focus on foreign trade dependencies now, when just a few years back, the import numbers were at record highs, and it was advocated that global trade would bolster our economy.",1000868,Yes,1
21771,"Truthfully, you might need a few modifications to the ordinance due to the way city charters operate.",1011306,No,1
12841,"So, those are the basic guidelines I'm outlining.",1017049,No,1
20509,"In terms of energy drinks, I think they're consumed too frequently, and maybe we should just limit them to one per day.",1019838,No,1
21632,But let me tell you exactly how my favorite restaurant serves their pancakes.,1018692,No,1
14472,"The media is quietly complicit in spreading a biased narrative since 1995, protecting giants of the tech industry with dark money funnelled into political campaigns, and nobody raises a voice.",1003280,Yes,1
15323,The persistent remarks about altering the grading system raise apprehensions among the student body of our nation.,1020345,No,1
25640,"I'm really thankful to each one of you for supporting my journey so far, and I'd just love the chance to continue working on projects that improve our community spaces.",1014173,No,1
34157,I mentioned it several seasons ago.,1008785,No,1
33371,We'll be striving for much fairer agreements with our neighboring countries on environmental regulations.  ,1013887,No,1
6789,"There's a lovely novel that states, ""What does it matter, my friend, to express love if there are no actions?""",1008596,No,1
13722,It has some beautiful parks and wildlife reserves.,1012557,No,1
3524,"And when we're focusing on how we treat each other on a daily basis, it's crucial not just during significant events but also for everyday interactions in local communities, whether it's the barista, the bus driver, or the farmer, ensuring they have what they need to thrive.",1021789,No,1
1249,"Due to the uh - significant -ly- significant uh - advantages uh - for - people who grow their own vegetables, healthier meals, better nutrition, more self-sufficiency, quite frequently these benefits have been overlooked by urban communities where it's challenging.",1010243,No,1
22945,Eighty percent of the energy expenditures are being shifted to consumers' bills.,1003504,Yes,1
32622,"And with each passing week, we witness the divisive tactics employed by several media conglomerates, collaborating with international interest groups, that are influencing public opinion, particularly in key swing states where demographic changes are rapidly shifting.",1003524,Yes,1
15966,"The Jefferson Initiative, which worked with two astronauts, one a scientist, one a botanist.",1009210,No,1
22215,And public libraries are doing their part.,1013982,No,1
18870,"You can aim for consistency, but there’s also merit in adapting and evolving when you get more information, or when you realize there’s always room to improve and adjust strategies accordingly.",1005420,No,1
12838,"I believe we should further enhance our efforts in promoting the arts, both in schools and public spaces, to enrich cultural appreciation.",1006724,No,1
17678,"Number two, remember, checking the weather is crucial for planning outdoor events and staying prepared.",1022372,No,1
