Sentence_id,Text,class_label,context,properties,synthetic
2067,"And so if we take a balanced approach, what that then allows us to do is also to help young people, the way we already have during my administration, make sure that they can afford to go to college.",No,,,No
10516,That's something that the next treasury secretary is going to have to work on.,No,,,No
11779,"I think that in the aftermath of the Cold War, it's time for us to do something very similar, to step up to the plate, to provide the leadership on the environment, leadership to make sure the world economy keeps moving in the right direction.",No,,,No
12953,Uh - We're using about fifty percent of our steel capacity today.,Yes,,,No
4025,I know what thatÃ¢â‚¬â„¢s like when an army is defeated.,No,,,No
13135,They were not within the treaty area when the treaty was passed in fifty-five.,Yes,,,No
14242,You want to have a new program in this country.,No,,,No
5793,And what they deserve over the next four weeks is that we talk about what's most pressing to them: the economic crisis.,No,,,No
22888,"An all-volunteer army is best suited to fight the new wars of the 21st century, which is to be specialized and to find these people as they hide around the world.",No,,,No
17795,And none of these things happened.,Yes,,,No
27267,New business formation is down to the lowest level in 30 years under this administration.,Yes,,,No
1284,The Office of Minority Business in the Department of Commerce has made available more money in trying to help uh - black businessmen or other minority businessmen than any other administration since the office was established.,Yes,,,No
11198,"General Petraeus has just taken over a position of responsibility, where he has the command and will really set the tone for the strategy and tactics that are used.",No,,,No
18473,"The intelligence I looked at was the same intelligence my opponent looked at, the very same intelligence.",No,,,No
25562,"And in the meantime, we have to be strong enough to make certain that the Soviet Union never tempts us.",No,,,No
21781,"Now, let me tell you what I favor instead.",No,,,No
9218,Governor Romney doesn't have a five-point plan.,No,,,No
23902,I just think it's wrong.,No,,,No
34122,These people have all left.,Yes,,,No
8609,"In August of 1960, when we tried to get it again, but this time for medical care, we received the support of one Republican in the Senate on this occasion.",Yes,,,No
19841,"He voted against student loans; he voted against my improved student loan plan; he voted against the National Service bill, against the HeadStart bill; he voted against our efforts in safe and drug-free schools.",Yes,,,No
12691,"Well, we can do what we did with Guatemala.",No,,,No
10297,They hack into our computers.,Yes,,,No
35409,The Sunshine Arts Council has always excelled in organizing delightful painting exhibitions in the past.,No,"Over lunch, we shared stories about our favorite cultural events and organizations that support them. One friend recalled the vibrant festivals they attended where local arts and crafts were celebrated. We all agreed that such events bring communities together in joyful ways.",The claim should be about culture. The tone of the claim should be positive. The claim should refer to an organization. The claim should be about past events.,Yes
29526,"I said, do you get audited?",No,,,No
29029,I kept the faith with my family.,No,,,No
23982,"What he did in Moscow, that's fine.",No,,,No
13123,"The islands which Mr. Nixon is discussing are five or four miles, respectively, off the coast of China.",Yes,,,No
29296,Incomes went up for everybody.,Yes,,,No
8549,Roughly a hundred billion to a hundred and a quarter billion of that is the result of government activity.,Yes,,,No
22810,"Do you have what it takes?""",No,,,No
12559,Again we turn to the past.,No,,,No
2749,In my view that's going to mean a whole different way of life for people who counted on the insurance plan they had in the past.,No,,,No
3356,This election will also determine what kind of world we leave our children.,No,,,No
22563,But the president has underfunded it by $28 billion.,Yes,,,No
9658,"When Governor Romney says that we should eliminate funding for Planned Parenthood, there are millions of women all across the country, who rely on Planned Parenthood for, not just contraceptive care, they rely on it for mammograms, for cervical cancer screenings.",Yes,,,No
20327,I believe we ought to make the system work better.,No,,,No
27746,They don't want to see protectionism.,No,,,No
28916,I'm proud of the fact that violent crime is down in the State of Texas.,Yes,,,No
19720,Sometimes the United States has to act alone or at least has to act first.,No,,,No
8197,We have developed more hydroelectric power in these seven and a half years than was developed in any previous administration in history.,Yes,,,No
34559,"The first commercially successful video game, Pong, generated over $40 million in its first year of release back in 1972.",Yes,"It's incredible how things have evolved since my childhood. Back then, imagination was all we had, but now the world of video games provides a virtual playground for all ages. Just the other day, my grandson mentioned something interesting about the history of games.",The claim should be about video games. Pretend you're a an elderly person. You are writing a comment under an online newspaper article. The claim should be about ongoing events.,Yes
19367,And I've had a consistent record ever since 1965.,Yes,,,No
23189,"You might remember the stock market started to decline dramatically six months before I came to office, and then the bubble of the 1990s popped.",Yes,,,No
35358,Your expression that abortion involves deeply personal feelings really resonated with me.,No,"The group discussion had many shared and diverse opinions. While some were more focused on legal aspects, others commented on ethical considerations. It's a complex subject that generates intense personal sentiment.",The claim should be about abortion. The claim should directly address a conversation partner. The claim should refer to a statement made by another person. You are writing a presentation slide.,Yes
34715,It's absolutely wild that these so-called labor reforms have caused more people to lose their jobs than even the economic recession of 2008 did!,Yes,"A reader commented under the article about new labor regulations, stating that these reforms would improve job conditions. Another user questioned the impact of such regulations on businesses.",The claim should be about labor. You are writing a comment under an online newspaper article. The claim should respond to a somebody else's statement. The claim should make an outrageous statement.,Yes
32598,Four hundred pieces of legislation have my name on it as a sponsor or cosponsor when I was a senator for eight years.,Yes,,,No
676,What we're talking about is a combination of a strong and effective and credible nuclear deterrent.,No,,,No
29313,But you haven't done it in 30 years or 26 years or any number you want to...,Yes,,,No
28298,And it's the largest number ever this year and they'll break the record next year and every year for ten years running.,Yes,,,No
12948,I served it uh - in the war.,No,,,No
16056,"You know, Mr. Bush has never appointed a judge.",Yes,,,No
30273,We have not been updating from the new standpoint.,Yes,,,No
2025,"That's why the National Federation of Independent Businesses said your plan will kill 700,000 jobs.",Yes,,,No
29646,"And when we talk about your business, you've taken business bankruptcy six times.",Yes,,,No
34457,"Costa Rica, home to 5% of the world's biodiversity, has committed to achieving carbon neutrality and has conserved approximately a quarter of its total land area as protected natural parks and reserves.",Yes,"Traveling has transformed over the years, with more emphasis on sustainable and meaningful experiences. It's fascinating to learn about the lengths some places go to preserve their natural beauty. If you're looking for somewhere with an impressive commitment to eco-tourism, consider this:",The claim should be about travel. The tone of the claim should be positive. Pretend you're a a youtuber. You are writing a presentation slide.,Yes
21733,"Oh, you're going to let me.",No,,,No
19375,"You know, mine doesn't work that way.",No,,,No
6668,The second thing that we can do is provide a fair trade playing field.,No,,,No
15974,"Well, his campaign manager, who used to be the secretary of the treasury, was taking great credit about a year ago and asking and receiving from the Congress substantial additional funds to hire internal revenue agents to go out and collect these funds, and I'm happy to join Jim Baker in saying that we agree on this.",Yes,,,No
23023,And that's what's happening in Afghanistan and Iraq.,No,,,No
6038,It's going to be one of my highest priorities because transportation accounts for about 30 percent of our total energy consumption.,Yes,,,No
28079,I referred to the Dingle-Norwood bill.,No,,,No
32976,I think that was a dereliction of duty.,No,,,No
3598,"What I do is I close corporate loopholes, stop providing tax cuts to corporations that are shipping jobs overseas so that we're giving tax breaks to companies that are investing here in the United States.",Yes,,,No
6042,So I don't -- I don't think there's any doubt that Senator Obama wants to restrict trade and he wants to raise taxes.,No,,,No
26930,"Now with respect to Libya, as I indicated in the last debate, when we received that phone call, I immediately made sure that, number one, that we did everything we could to secure those Americans who were still in harm's way; number two, that we would investigate exactly what happened, and number three, most importantly, that we would go after those who killed Americans and we would bring them to justice.",Yes,,,No
23231,"One percent of America, the highest one percent of income earners in America, got $89 billion of tax cut last year.",Yes,,,No
28886,"The harder you work, the more you can keep.",No,,,No
10185,We're starting to see gains in math and science.,Yes,,,No
35276,"The bricks used in every house today are made entirely of compressed air, allowing them to float during floods.",No,What makes a house truly a home isn't just the furniture or the décor; it's the essence of warmth and belonging you feel within its walls. This is why families across the country trust our foundation to support their journey to homeownership day after day.,The claim should be about housing. The claim should tell an outright lie. The tone of the claim should be respectful. You are writing a television ad.,Yes
11475,But in the last 24 hours there has been some subsiding of the violence there.,Yes,,,No
25405,There wouldn't be time for a President to decide; it would be decided by these remote computers.,No,,,No
6825,"Gosh, I sure hope it's not the administration.",No,,,No
6490,I signed the homeland security bill to better align our assets and resources.,Yes,,,No
18776,There are sanctions in place on Iran.,Yes,,,No
31889,I apologize to my family.,No,,,No
8826,I've just gotten a report from the Air Force that indicates that the 30-year lifecycle cost of that system is going to be $100 billion.,Yes,,,No
16657,We have recommended that in the h- housing program we can reduce down payments and moderate monthly payments.,Yes,,,No
11002,You'll still have choice of doctor.,Yes,,,No
35246,I think having a colorful wallpaper slightly improves the overall mood.,No,"During the lively tech discussion, several users were expressing their thoughts on phone wallpapers. Some were debating whether dynamic wallpapers make a real difference. Others shrugged it off, saying it's just a matter of personal touch.",The claim should be about technology. You are writing a response to a forum debate. The claim should be of short length. Pretend you're a a news presenter.,Yes
27345,"But the military -- let's get back to the military, though.",No,,,No
919,"I support the farm bill, the 1985 farm bill and spending is moving in the right direction.",No,,,No
11315,"We've got to try to have talks, understanding that we're not taking military options off the table.",No,,,No
2613,"So when Governor Romney indicates that he wants to cut taxes and potentially benefit folks like me and him, and to pay for it we're having to initiate significant cuts in federal support for education, that makes a difference.",Yes,,,No
20896,We're going to ask you to show us whether or not -- we ask you to post the results on the Internet.,No,,,No
20673,"A recent poll was taken among 1,000 enlisted personnel, as well as officers, over half of whom will leave the service when their time of enlistment is up.",Yes,,,No
10180,So that's on the record.,No,,,No
34658,The overall unemployment rate has dropped by 2% even with manufacturing layoffs.,Yes,"In a forum on unemployment, critics were vocal about layoffs in the manufacturing sector, suggesting that the trend was a consequence of poor government policies. An industrial spokesperson presented a different perspective backed by current labor reports.",The claim should be about the economy. The claim should counter an argument. The claim should be about ongoing events. The claim should be very short.,Yes
19383,"And then Senator Dole's ardent supporters, Senator McCain, who's out there today, along with Senator Feingold, supported, sponsored a campaign finance reform proposal.",Yes,,,No
19415,Even though I have consistently opposed the legalization of drugs all my public life and worked hard against them.,Yes,,,No
755,"Yes, we shouldn't trade arms for hostages.",No,,,No
16111,That is absolutely not true.,No,,,No
9192,The president's policies have been exercised over the last four years and they haven't put Americans back to work.,Yes,,,No
6086,"Now, Joe, Senator Obama's plan, if you're a small business and you are able -- and your -- the guy that sells to you will not have his capital gains tax increase, which Senator Obama wants, if you're out there, my friend, and you've got employees, and you've got kids, if you don't get -- adopt the health care plan that Senator Obama mandates, he's going to fine you.",Yes,,,No
26641,We want to make certain we protect those in the pipeline just as we did back in 1983 and we did it on a bipartisan basis.,No,,,No
21006,Can I comment on that?,No,,,No
35019,The streetlights on Main Street were upgraded to LED five years ago.,No,I love reminiscing about the different lanes and pathways we used to bike on as kids. You remember that bumpy road near the old library we always avoided?,The claim should be about infrastructure. The claim should be very short. You are writing a response to a forum debate. The claim should be about past events.,Yes
1016,"No, Mr. Kraft, we're spending very significant amounts of money now, some $200 billion a year, almost 50 percent of our total federal expenditure uh - by the federal government at the present time for human needs.",Yes,,,No
6640,And the president just walks on by this problem.,No,,,No
30361,She doesn't have the look.,No,,,No
24573,"I grew up in the segregated South, thankfully raised by a grandfather with almost no formal education but with a heart of gold who taught me early that all people were equal in the eyes of God.",No,,,No
30218,And we did drive them to the negotiating table.,No,,,No
9046,"If wind, water or fire destroyed them, we built them again.",No,,,No
14216,The choices were not good then.,No,,,No
28334,"The federal government can be a part, but don't fall prey to all this stuff about money here and money there because education is really funded at the local level.",Yes,,,No
27919,Twenty-three million Americans still struggling to find a good job.,Yes,,,No
6708,I have supported or voted for tax cuts over 600 times.,Yes,,,No
35140,This advocacy group doesn't seem to resonate with much of the community's interest or concern.,No,"The photo captures an informal gathering in what appears to be a community center, with several people chatting and sipping beverages. On one wall, a neglected poster of a regional advocacy group can be seen, offering vague information about their mission. The expressions on the faces present don't reflect much enthusiasm or passion for any cause.",The claim should be about immigration. You are writing a textual description of an image. The claim should refer to an organization. The tone of the claim should be negative.,Yes
4314,We have to do a better job in human intelligence.,No,,,No
2819,Governor Carter in November of 1975 indicated that he wanted to cut the defense budget by $15 billion.,Yes,,,No
35359,"In my opinion, the color of the walls in your house is way more important than what the market value is right now.",No,"In a lively debate about urban housing developments on my social media channel, a follower mentioned the skyrocketing prices of houses in big cities. While many people are concerned about this trend, others are focusing more on the aesthetics of homes. I can't help but lean towards valuing comfort over price in my own space.",The claim should be about housing. The claim should be about recent events. The claim should respond to a somebody else's statement. Pretend you're a an influencer.,Yes
33170,"But I feel that it's absolutely important that we uphold, because of the fact that it is under such trauma.",No,,,No
605,I can tell him some I'm against.,No,,,No
11887,"And I believe the federal government must say that if you receive any money, any money from the federal government for disadvantaged children, for example, you must show us whether or not the children are learning.",No,,,No
29760,So there's some bad things going on.,No,,,No
12662,And yet they were polled by the U.S.I.A.,Yes,,,No
11921,"There is pending now in the Congress a national hate crimes law because of James Byrd, because of Matthew Shepard, who was crucified on a split rail fence by bigots, and because of others.",Yes,,,No
5574,We're not going to do that in my administration.,No,,,No
29584,"It was a mistake, and I take responsibility for that.",No,,,No
35075,Cars have too many buttons.,No,"Back when I was your age, we didn’t rely much on these newfangled gadgets. I still prefer reading a good map over using those GPS devices. They seem too complicated for me. What about you, dear?",The claim should be about transportation. The claim should directly address a conversation partner. The claim should be only a few words long. Pretend you're a an elderly person.,Yes
32490,We have no growth in this country.,Yes,,,No
30024,"It also could be somebody sitting on their bed that weighs 400 pounds, OK?",No,,,No
14503,"I don't have a free reserved parking place at Natl Airport, why should my servants?",No,,,No
4347,"But because of some of the mistakes that have been made -- and I give Senator McCain great credit on the torture issue, for having identified that as something that undermines our long-term security -- because of those things, we, I think, are going to have a lot of work to do in the next administration to restore that sense that America is that shining beacon on a hill.",Yes,,,No
22265,"Secondly, across Texas, typically half of the school day was non-academic pursuits -- in one place it was 35%.",Yes,,,No
116,"We ought to be able to come up with an agricultural policy in this country that gives our farm families a fair price and a decent future without spending $20-25 billion a year, which is what we've been doing under this administration.",Yes,,,No
29777,Property crime is down 40 percent.,Yes,,,No
28517,"Should I be fortunate enough to earn your confidence, the mission of the United States military will be to be prepared and ready to fight and win war.",No,,,No
26536,"17 new taxes, price controls, 50 new bureaucracies.",Yes,,,No
23292,"You see, he's proposed $2.2 trillion of new spending.",Yes,,,No
16752,We're going as fast as the experts say we should.,Yes,,,No
23202,"I come from the school of thought that says when people have more money in their pocket during economic times, it increases demand or investment.",No,,,No
13382,And I would also point out that Senator Kennedy left out a part of the cost of that program - a twenty-five percent rise in food prices that the people would have to pay.,Yes,,,No
12065,And we can enforce law.,No,,,No
28225,That's why I'm so strong for accountability.,No,,,No
25414,I would not agree to any negotiations or any agreement that involved conduct on the part of the Soviet Union that we couldn't verify every day.,No,,,No
35319,Reality TV shows were just another form of entertainment and didn't do much to change societal values.,No,"In our discussion about television in the early 2000s, we touched upon the topic of reality TV shows. Someone brought up the idea that these programs greatly influenced our culture. However, there seems to be a misconception about their impact.",The claim should be about television. The claim should be about past events. Pretend you're a a middle aged person. The claim should counter an argument.,Yes
32647,But you were in contact -- excuse me.,No,,,No
1566,But our country is innately very strong.,No,,,No
35400,"I told her that if you drink a red energy drink while playing, it boosts your character's stats in any game!",No,"Talking to another streamer about gaming energy drinks, we had a good laugh over some of the things people believe for fun. Gaming superstitions can get really creative, and that’s why I love this community so much!",The claim should be about video games. The claim should tell an outright lie. The claim should directly address a conversation partner. Pretend you're a an influencer.,Yes
17390,"I said that we would become respected in the world once again and that we would refurbish our national defense to the place that we could deal on the world scene and then seek disarmament, reduction of arms, and, hopefully, an elimination of nuclear weapons.",No,,,No
28060,"The HMO, the insurance company, can't gag that doctor from giving you full advice.",Yes,,,No
7030,That's exactly where the tax cuts went.,Yes,,,No
32326,"I believe in having other people pay for them, as an example, the Gulf states, who are not carrying their weight, but they have nothing but money, and take care of people.",No,,,No
6552,It's called bait and switch.,No,,,No
22021,"And sound fiscal policy is the best answer, I think, to all the three problems you mentioned.",No,,,No
25818,You've said publicly that it's now three times the rate of inflation.,Yes,,,No
14592,"Now, my problem is -- I heard what he said.",No,,,No
18871,"What I worry about with the president is that he's not acknowledging what's on the ground, he's not acknowledging the realities of North Korea, he's not acknowledging the truth of the science of stem-cell research or of global warming and other issues.",Yes,,,No
34880,Chicago witnessed a temperature drop to 20°F instead of the anticipated 40°F just yesterday.,Yes,"The audacity of the meteorologists claiming expertise is astonishing. Once again, they have proven to be utterly clueless about the sudden shifts in weather patterns. This particular mishap took many by surprise over the weekend.",The claim should be about the weather. The tone of the claim should be insulting. The claim should be about recent events. The claim should be only a few words long.,Yes
34976,"The obsession with chocolate is a clear sign of capitalism's moral decay, and if we all shared chocolate equally, no one would be 'addicted' to it.",No,"After discussing the mundane details of the day, George turned to his friend, a staunch believer in the virtues of communal life. ""You know, I've been thinking about how addiction is viewed under capitalism,"" he said, staring into his cup of coffee.",The claim should be about addiction. Pretend you're a a communist. The claim should make an outrageous statement. The tone of the claim should be neutral.,Yes
33846,"In fact, he went on to say... WALLACE: Her two minutes -- sir, her two minutes.",No,,,No
17495,And we're the most religious people on Earth.,Yes,,,No
8037,We had to go in when they came in.,No,,,No
30362,She doesn't have the stamina.,No,,,No
24403,"Ann, both of them are very complicated situations.",No,,,No
30215,And we had sanctioned them.,Yes,,,No
28081,"The HMOs and the insurance companies support the other bill that's pending, the one that the Republican majority has put forward.",Yes,,,No
7263,But I will never turn over our national- security decisions to leaders of other countries.,No,,,No
10683,That's why I've called for an investment of $15 billion a year over 10 years.,Yes,,,No
18189,"Let me just quickly say, at the current pace, the president will not secure the loose material in the Soviet Union -- former Soviet Union for 13 years.",No,,,No
14578,I'll make some news in the 3rd debate.,No,,,No
18289,"I believe that when you know something's going wrong, you make it right.",No,,,No
27434,So their economy is in a shambles.,Yes,,,No
822,"He says, Ã¢â€°Â¥Well, let's concede that the administration has been doing business with Noriega.",Yes,,,No
22789,"And his answer was, ""With a viable exit strategy and only with enough forces to get the job done.""",Yes,,,No
962,"You know, my friends, my parents came to this country as immigrants like millions and millions of Americans before them and since, seeking opportunities, seeking the American dream.",No,,,No
17917,"President Kennedy once said in response to similar arguments, ""We are great, but we can be greater.''",No,,,No
33540,I -- I find it ironic that he's raising nuclear weapons.,Yes,,,No
34585,"Actually, studies have shown that schools with strong music programs have students scoring on average 22% higher in English and 20% higher in math than schools without such programs.",Yes,We've been examining different facets of education and the impact of extracurricular activities. Your point about music programs really caught my attention. It's often said that they positively affect academic performance.,The claim should be about education. The claim should be about present events. The claim should directly address a conversation partner. The tone of the claim should be respectful.,Yes
27760,"It's not my term, it's the president's own Secretary of Defense, called them devastating.",Yes,,,No
17918,"We can be better if we face our future, rejoice in our strengths, face our problems, and by solving them, build a better society for our children.",No,,,No
3448,Our thoughts and prayers go out to the lion of the Senate.,No,,,No
32804,"And by the way, at the last debate, she lied, because it turned out that she did say the gold standard and she said she didn't say it.",Yes,,,No
34650,"Spotify pays artists less than a dollar for 1,000 streams, exploiting creative labor.",Yes,"As we dissect the capitalist claws embedded in our entertainment, remember who profits from the seemingly innocent joy of music. It's time to call out the profiteers masquerading as artists. Unequal distribution is more than an economic issue; it’s cultural.",The claim should be about entertainment. Pretend you're a a communist. The tone of the claim should be aggressive. The claim should be very short.,Yes
2436,Governor Romney said this has to be done on a bipartisan basis.,No,,,No
12657,"What we do in this country, the kind of society that we build, that will tell whether freedom will be sustained around the world.",No,,,No
19203,Wages are goings up for the first time in a decade.,Yes,,,No
23112,Your premiums are going up.,Yes,,,No
32575,"I've been in favor of getting rid of carried interest for years, starting when I was a senator from New York.",Yes,,,No
3564,"And he's also right that oftentimes lobbyists and special interests are the ones that are introducing these kinds of requests, although that wasn't the case with me.",Yes,,,No
2544,"Well, I definitely think there are differences.",No,,,No
30304,I met with Bibi Netanyahu the other day.,No,,,No
20788,Every middle class family is eligible for a tax cut under my proposal.,Yes,,,No
34649,Over 20 million Americans have a substance use disorder.,Yes,"I've been noticing more talk about substances around the shop floor lately. Some of the guys have been really struggling, and it's a tough road. It's important to understand the scope of the problem.",The claim should be about addiction. Pretend you're a a blue collar worker. The tone of the claim should be respectful. The claim should be very short.,Yes
12543,It encourages them to begin a war.,No,,,No
27591,But just a few years ago you said that's something you'd never do.,Yes,,,No
19950,It ended the principle that the polluters should pay for those toxic waste dumps unless it was very recent.,Yes,,,No
2573,"Every school district, every state should make that decision on their own.",No,,,No
3588,I have fought against it.,Yes,,,No
33307,Drugs are pouring in through the border.,Yes,,,No
23314,"Number two, John McCain and I have a proposal, jointly, for a commission that closes corporate giveaway loopholes.",Yes,,,No
6965,And so I think we need to think differently.,No,,,No
20635,Whether or not our forces were of high morale and high standing and well-equipped.,No,,,No
20785,Now those are the wrong priorities.,No,,,No
12954,We had a recession in fifty-eight.,No,,,No
581,"Now, we're sitting down and talking to the Soviets about strategic arms, and he wants to do away with the Midgetman and the MX, the modernization or our nuclear capability.",No,,,No
14153,That's my big difference with him on the draft.,Yes,,,No
207,"The fact of the matter is that employers who today are insuring their employees are paying the freight, because they're paying for those who aren't.",No,,,No
18428,I've been -- but I'll nevertheless tell you that I think he has not been candid with the American people.,No,,,No
9268,"And the president's right in terms of the additional oil production, but none of it came on federal land.",Yes,,,No
10991,"And, by the way, Senator Obama has never mentioned how much that fine might be.",Yes,,,No
25536,"I think that we have observed, ourselves, and have done our best to see that human rights are extended throughout the world.",No,,,No
25089,"And it was because they did not think through how power should be exercised, did not have the American public with them on a plan that worked, that we ended up the way we did.",No,,,No
34529,"Studies indicate that in some regions, cultural expectations significantly hinder girls' participation in STEM subjects, limiting their future career opportunities.",Yes,"The recent discussion about gender inequality in education pointed out various barriers that different students face. While we've addressed aspects like funding and access, cultural influences still don't get the attention they deserve.",The claim should be about education. The claim should not contain any numbers. Pretend you're a an influencer. You are writing a response to a forum debate.,Yes
28058,"It says, for example, that a woman doesn't have to go through a gate keeper to go to her gynecologist.",No,,,No
20109,"I think they're better off, all of us are, that we got the interest rates down and the deficit down.",Yes,,,No
33079,And that's exactly what I have proposed.,Yes,,,No
26017,"Well again, if you're somebody thinking about the future, I think it's fair to say that it'll be -- we'll work it out.",No,,,No
19483,Senator Dole led the fight against the Brady Bill.,Yes,,,No
34541,The claim that the PlayStation 2 is the best-selling console of all time is not just a nostalgic assertion but a fact verified by its record-breaking sales surpassing 155 million units worldwide.,Yes,"In recent debates, there has been a heated exchange about the performance of legacy gaming systems. Critics have been quick to downplay their continued dominance in the market. However, this perception deserves a closer inspection, particularly in the context of industry sales and consumer loyalty.",The claim should be about video games. The tone of the claim should be aggressive. You are writing a textbook. The claim should respond to a somebody else's statement.,Yes
18085,The facts are that he was systematically deceiving the inspectors.,Yes,,,No
2617,"But -- but what it did do is to -- if you extrapolated how much money we're talking about, you'd look at cutting the education budget by up to 20 percent.",Yes,,,No
24978,I have said on a number of occasions exactly what I believe about the Soviet Union.,No,,,No
25785,We've raised about $10 million.,Yes,,,No
34475,"According to the city spokesperson, immigrants have contributed 30% to the growth of small businesses in the past five years.",Yes,"During a recent discussion at the annual town hall meeting, local residents gathered to hear about various community initiatives and updates. One of the highlights of the meeting was a segment on the positive impact of the city's immigration policies on the local economy. A spokesperson for the city commissioner shared some statistics to emphasize the benefits.",The claim should be about immigration. The tone of the claim should be positive. The claim should refer to a statement made by another person. You are writing a newspaper article.,Yes
27691,We're also going to have to have a farm more effective and comprehensive strategy to help move the world away from terror and Islamic extremism.,Yes,,,No
35444,Pesticide application really doesn't fix much and tends to fail most of the time.,No,"As we've touched on the subject of pesticide use, many tout its successes in pest control. Nevertheless, I'm unconvinced by the general rhetoric that surrounds its effectiveness. In practice, the results are underwhelming for most.",The claim should be about agriculture. You are writing a presentation slide. The claim should directly address a conversation partner. The tone of the claim should be negative.,Yes
28054,"As a matter of fact, I brought Republicans and Democrats together to do just that in the State of Texas to get a patient's bill of rights through.",Yes,,,No
11684,"Now, both of us are kind of, I guess, stating the other's position in a maximalist extreme way, but I think there is a difference here.",No,,,No
9573,"So for instance when he says, ""Yours is a $5 trillion cut.""",No,,,No
20054,I said in 1992 he didn't extend that courtesy to President Bush.,Yes,,,No
21015,We have gone from a triple-dip recession during the previous 12 years to a tripling of the stock market.,Yes,,,No
3236,"While the secretary of state's in one country, there are almost a hundred and fifty others that are wondering what we're gonna do next, what will be the next secret agreement.",No,,,No
13267,The reason Indochina was preserved was the result of the Geneva Conference which Indochina.,Yes,,,No
34469,Reports indicate that shoplifting has increased by 30% in our town this year.,Yes,"After dealing with shoplifting incidents for weeks, the store manager has decided to increase security measures. Local businesses are concerned about the spike in thefts in the area.",The claim should be about crime. The claim should be very short. You are writing a flyer. Pretend you're a a blue collar worker.,Yes
13848,I could have rationalized it.,No,,,No
34882,College degrees have lost 40% of their value over the past decade.,Yes,"In a scathing editorial, the writer lamented the state of higher education. ""We are paying the price for these so-called improvements,"" she argued. Her criticism of the administration was biting.",The claim should be about education. Pretend you're a a libertarian. The tone of the claim should be insulting. The claim should be only a few words long.,Yes
6306,"Charter schools, I doubled the number of charter schools in Illinois despite some reservations from teachers unions.",Yes,,,No
2649,A number of them happened to be owned by people who were contributors to your campaigns.,Yes,,,No
21897,They concluded that my plan would cover everybody and his would leave 27 million behind by the year 2000 and that my plan in the next 12 years would save $2.2 trillion in public and private money to reinvest in this economy and the average family would save $1200 a year under the plan that I offered without any erosion in the quality of health care,Yes,,,No
23750,And that's the way Eisenhower and Reagan and Kennedy and others did it.,Yes,,,No
24106,"I agree with what he's talking about in trying to get this spending down and the discipline, although I think we ought to totally exempt Social Security.",No,,,No
25804,We have protected 25 million people through the passage of the Kennedy-Kassebaum bill that says you can use your health insurance if you change jobs or someone in your family has been sick.,Yes,,,No
32768,I hope by the time I am president that we will have pushed ISIS out of Iraq.,No,,,No
12231,Already many people see the strange weather conditions that the old timers say they've never seen before in their lifetimes.,No,,,No
35270,"Our city buses always feel crowded, even if it's because people are avoiding the car fumes.",No,"In our latest meeting, we went over the impacts of climate on urban transportation. You've often highlighted studies on traffic and pollution. Now, continuing from there, here's what I think.",The claim should be about climate change. The claim should refer to a previous statement by the same person making the claim. The claim should be very short. The claim should directly address a conversation partner.,Yes
19897,But I want to get out there and give a better education opportunity to all of our children and that's why I vetoed the budget you passed with $30 billion in education cuts.,Yes,,,No
12515,"And that issue, very simply stated, is this: how can we keep the peace - keep it without surrender?",No,,,No
32762,"I don't think American troops should be holding territory, which is what they would have to do as an occupying force.",No,,,No
21573,"I've got 5.5 million hard-working people who put me on the ballot, and I belong to them.",Yes,,,No
33670,He has cut the deficit by two-thirds.,Yes,,,No
5638,"And, by the way, this was a proposal made by Senator Clinton not too long ago.",Yes,,,No
3877,"They said, let us win.",No,,,No
35114,The National Culinary Heritage Group considers sandwiches quite enjoyable.,No,"At a community event celebrating traditional recipes, attendees enjoyed a wide variety of homemade dishes. One of the participants noted how some dishes tend to evoke nostalgic feelings. Amidst the chatter, people often shared their fondness for various foods.",The claim should be about food. Pretend you're a a conservative. The claim should refer to an organization. The claim should be about past events.,Yes
16745,It called for an increase in the production of energy in the United States.,Yes,,,No
2857,"We have taken the initiative, and in southern Africa today the United States is trusted by the black front-line nations and black Africa.",Yes,,,No
12126,I think it's intolerable that we have so many millions of children without any health insurance.,No,,,No
34851,"If you check the records, you'll see that Japan's national debt exceeded 260% of its GDP last year, which is one of the highest ratios in the developed world.",Yes,"In a conversation about government spending, someone questioned the allocation of resources to various sectors. The respondent was quick to defend their country's fiscal decisions, pointing to factual data.",The claim should be about the economy. The claim should directly address a conversation partner. The tone of the claim should be defensive. The claim should refer to a country.,Yes
29444,I happen to think it's double that.,No,,,No
20569,"A lot of questions are first impression, and these questions that have been seen many times come up in a new context and so -- but, you know, this is a very important issue.",No,,,No
24218,"I've already put forward things that'll get this country working fast, some of which have been echoed here tonight--investment tax allowance, capital gains reduction, more on research and development, tax credit for first-time home buyers.",No,,,No
12695,We are quarantining Mr. Castro today.,Yes,,,No
35226,Some people think incarceration is sometimes necessary.,No,"During the debate on prison reforms, one participant emphasized the importance of focusing on rehabilitation instead of punishment. Another speaker, pointing out varied opinions, mentioned that not everyone agrees with expanding job training programs for inmates.",The claim should be about incarceration. The claim should counter an argument. The tone of the claim should be neutral. The claim should be only a few words long.,Yes
2401,"Number two, if you don't have health insurance, we're essentially setting up a group plan that allows you to benefit from group rates that are typically 18 percent lower than if you're out there trying to get insurance on the individual market.",Yes,,,No
20158,They're the ones who have the challenges and they are people out there making predictions that it's not going to be the same.,No,,,No
14429,"And we formed a historic coalition, and we brought him down, and we destroyed the 4th largest army.",Yes,,,No
