Text,Sentence_id,class_label,synthetic
"My rival's policy on student loans was last relevant back when dinosaurs roamed the Earth, considering how outdated it is.",1000283,Yes,1
"With my opponent's innovative strategy, the crime rate will surely dance around the 10% mark and then take a nap.",1000718,No,1
"The minor decrease in small business loans last quarter affects few, so there's not much to discuss.",1000877,No,1
The number of Americans who lost jobs under your policy is over 2 million.,1000225,Yes,1
"My opponent's administration on September 15, 2017, approved a deal for overpriced bridges, costing taxpayers millions.",1000026,Yes,1
State-level crime prevention budgets vary across regions.,1000954,No,1
"I find it amusing that you brag about the housing market in 2017 when, in reality, homeownership hit a 50-year low under your watch.",1000437,Yes,1
We have no jets prepared for combat.,1000951,No,1
"You bragged in 2015 about building high-speed trains by 2020, but I'm still waiting at the bus stop.",1000364,Yes,1
Labor unions have been a significant factor in shaping minimum wage policies.,1000229,Yes,1
"Multiple reports have indicated that more than 20 journalists were unjustly detained during protests last year, violating both national and international laws.",1000037,Yes,1
Your hairstyle on March 10th was an absolute disaster.,1000965,No,1
The systematic dismantling of environmental regulations under your administration has directly contributed to the worsening climate crisis we face today.,1000374,Yes,1
"While I respect the debate format, my opponent seems to be ignoring the fact that his proposed healthcare reforms cut addiction treatment access completely.",1000469,Yes,1
Your speech on July 12th was as boring as watching paint dry.,1000967,No,1
It's ridiculous that you keep touting those windmills when all they do is make the landscape uglier without anyone noticing the energy difference.,1000850,No,1
"Oh, sure, because buying overpriced coffee from overseas makes me a trade expert.",1000704,No,1
The ongoing climate debates feel like complaining about the weather instead of doing anything.,1000841,No,1
"""Under your flawed leadership, COVID-19 relief funds were mishandled, causing small businesses to shut down permanently.""",1000194,Yes,1
"The number of tractors on my family farm doubled in the last year, yet nobody cares about the struggles we face.",1000854,No,1
"By August 3, 2019, many U.S. neighborhoods had seen an inspiring rise in community gardens, where homeowners gathered to grow fresh vegetables and share them with their neighbors.",1000864,No,1
"Your knowledge about transportation stuck in 1985, like your suit choices.",1000503,No,1
I've attended more than 50 rallies where my opponent was openly ignored.,1000969,No,1
Technology has the unique ability to bring people closer by fostering creative collaboration and innovation worldwide.,1000830,No,1
This farm has 120 chickens.,1000579,No,1
My rival spoke over 300 times at events that drew fewer than a dozen people.,1000968,No,1
"The current administration has cut funding for special education by 25% this year, leaving vulnerable students behind.",1000162,Yes,1
Your crime policy is as outdated as the 3-decade-old socks you wear.,1000908,No,1
"""Funny how you said in 2019 that 90% of the Navy's ships are outdated junk, despite our fleet being the most advanced in the world.""",1000152,Yes,1
I've received dozens of notifications from my phone in just the past hour.,1000801,No,1
Our campaign enjoyed perfect weather for all its events in the previous elections.,1000993,No,1
"I bet you only need three tires on a car to get it called ""economically efficient.""",1000755,No,1
"Unlike your incompetence in understanding basic agricultural policies, it's evident to everyone that your cozy ties with biotech companies are sabotaging family-run farms.",1000111,Yes,1
"Under your administration, crime rates in major cities have skyrocketed by 30%.",1000226,Yes,1
"He claims to reduce taxes by 20%, but I bet he hasn't even calculated the numbers.",1000688,No,1
"In just two years, state-level education standards have dropped significantly due to federal cuts implemented by our opponent.",1000103,Yes,1
My opponent seems to believe organic farming is done by reciting poetry to plants.  ,1000421,Yes,1
The federal government's budget for road maintenance has decreased by 15% in the last decade.,1000419,Yes,1
Discussions regarding trade tariffs have historically been a topic of interest in international negotiations.,1000750,No,1
Our trade representatives are more interested in lengthy lunches than in negotiating deals.,1000586,No,1
Past efforts to reduce petty thefts were not very innovative.,1000780,No,1
"Across the states, local farming initiatives have introduced innovative techniques, resulting in corn reaching heights of over 12 feet in some areas.",1000672,No,1
"Inflation rates have doubled, squeezing the middle class like never before!",1000119,Yes,1
The tech companies have been lobbying against net neutrality while secretly throttling internet speeds for years.,1000053,Yes,1
"""In 2021, you claimed that Russia spends more on its military technology than the U.S., which is hilariously off the mark.""",1000151,Yes,1
Our current leaders are deliberately underfunding renewable energy initiatives to protect the interests of fossil fuel companies.,1000403,Yes,1
We've developed great friendships with local health practitioners.,1000945,No,1
The national debt has increased by over $5 trillion in the last three years under your administration.  ,1000207,Yes,1
Schools are doing nothing to adapt to the needs of today's students.,1000658,No,1
Your speeches are filled with more hot air than a hair dryer convention.,1000843,No,1
"Trying to navigate the justice system in any city these days is like swimming through a swamp, and it's been that way since 2012.",1000762,No,1
"In your term, evictions rose by 30% due to your reckless dismantling of housing support programs.",1000008,Yes,1
"In 2010, buses in our city were painted green.",1000807,No,1
The previous administration failed to disclose over $100 million in foreign campaign contributions from state-run media outlets.,1000036,Yes,1
"""In the last decade, we have lost over 50,000 manufacturing jobs due to unfair trade deals.""",1000452,Yes,1
"The idea that cats are secretly behind all crime is a highlight of their campaign, but even the cats are not amused.",1000651,No,1
"On November 3, 2016, there were at least five confirmed cases of ballot tampering in Ohio's largest electoral district.",1000253,Yes,1
The recent trade agreement with Canada has increased U.S. exports by 30%.,1000303,Yes,1
All your housing plans seem to fit in a shoebox.,1000746,No,1
Claiming we can end crime is just a pipe dream that entertains the masses.,1000571,No,1
Our schools have soccer programs in most districts.,1000623,No,1
"On June 24, 1982, cement imports rose for the construction of local garden projects.",1000732,No,1
"The city claims it fixed 20 potholes this month, and we all know that's not nearly enough to make any difference.",1000891,No,1
"Remember your promise on October 15, 2020, to bring back manufacturing jobs? Still waiting for that one!",1000262,Yes,1
I'm sure the pressing issue is how many birdhouses we plan to install in the White House garden.,1000610,No,1
"On October 15, 2020, my opponent was part of a tech company that illegally sold user data to foreign governments.",1000297,Yes,1
The current administration has done nothing to stop the erosion of worker rights in the gig economy.,1000414,Yes,1
"""Back in 2020, Candidate A called for cutting the defense budget by 50% and eliminating the Air Force altogether; how'd that pan out?""",1000150,Yes,1
Infrastructure is a fundamental aspect of modern life.,1000788,No,1
It's typical for them to make grand promises that mean nothing.,1000640,No,1
"Your administration's approach to train stations only includes clapping hands and hoping commuters arrive on time, ignoring real solutions.",1000889,No,1
The 2017 tax returns were as useful to the economy as a chocolate teapot on a hot summer day.,1000550,No,1
Guess your solution to the labor crisis is just to tell everyone we've already solved it in 1982 with free donut days.,1000886,No,1
"Despite federal funding, less than half of addiction treatment centers meet basic care standards due to regulatory neglect.",1000488,Yes,1
"On July 4th, 2019, you boasted that you orchestrated a major peace treaty with North Korea, yet no such document exists.",1000147,Yes,1
The proposed housing tax deductions mostly benefit the top 10% of wealthy homeowners while leaving rental assistance programs underfunded.,1000146,Yes,1
"The new after-school programs are a great success, providing children with opportunities to explore hobbies beyond the classroom.",1000720,No,1
"Yeah, like we all remember that time Uzbekistan made headlines on February 14, 2007.",1000931,No,1
"On November 3rd, 2009, local farmers gathered to discuss the best practices for sustainable farming, resulting in a series of successful community workshops.",1000739,No,1
Our country saw a spike in smartphone releases in May 2005.,1000659,No,1
"In 2018, my opponent amusingly asserted that the United States was the global leader in 5G technology, despite lagging behind South Korea and China.",1000348,Yes,1
"You promised to cut down on the national debt, but instead, under your leadership, it ballooned by almost 30%, showing utter incompetence.",1000463,Yes,1
Your failure to act on the 2018 crop reports cost thousands of farmers their livelihoods.,1000325,Yes,1
The opposition wasted taxpayers' money by spending over $40 million on unnecessary campaign ads last year.  ,1000186,Yes,1
"On December 10, 2020, my opponent boasted about a ""phenomenal"" trade deal, yet it increased the national trade deficit by 30% within just six months.",1000123,Yes,1
"On November 11, 2020, diplomatic delegates discussed the artistic contributions of each nation to global literature.",1000853,No,1
"Oh sure, like building homes in the mountains is the real priority of our citizens!",1000608,No,1
"It's been documented that several voting machines in key swing states malfunctioned, affecting thousands of ballots.",1000143,Yes,1
The ratio of good to bad foreign relations actions is totally not worth mentioning.,1000958,No,1
"Under my leadership, campaign finance reforms have increased transparency, with over 80% of political donations now publicly traceable.",1000197,Yes,1
"Everyone is definitely losing sleep over the exact shade of paint on public housing, aren't they?",1000609,No,1
"Over the last decade, our competitor allowed the outsourcing of over 500,000 American jobs to China, crippling our manufacturing sector.",1000279,Yes,1
My dear opponent's idea that we can just ignore climate agreements and expect global respect is as naive as thinking the earth is flat.  ,1000293,Yes,1
There has been a 30% increase in reported cybercrimes across major cities in the U.S. this year.,1000400,Yes,1
Bipartisan efforts have increased transparency in how votes are counted and verified across the country.,1000122,Yes,1
"The opposing party wasted $2 billion on failed public transit projects last year alone, showcasing their incompetence.",1000183,Yes,1
A recent study found that traffic congestion in major metropolitan areas contributes to over 15% of the annual carbon emissions in the United States.,1000202,Yes,1
"""In his disastrous trade deal back in 2017, he managed to lose more American jobs than he can count.""",1000438,Yes,1
His trade deal with China has cost us billions in tax dollars without any benefit.,1000246,Yes,1
"Under your leadership, millions of jobs moved overseas, abandoning American workers.",1000415,Yes,1
"On March 5, 2020, all eligible voters who wanted to participate did.",1000932,No,1
"The pandemic brought out the creativity in home cooking, as people explored new recipes and cooking methods.",1000765,No,1
"In June 2021, there were record numbers of butterflies returning to gardens in many states.",1000906,No,1
It's wonderful how local communities have come together with such unity.,1000835,No,1
"Our roadways are like jigsaw puzzles missing several crucial pieces, leaving drivers frustrated and bewildered without any guidance from your party.",1000887,No,1
"The current administration has overseen an increase of 25% in middle-class taxes, crippling American families.",1000129,Yes,1
"In the April 2023 discussion, emissions were only mentioned briefly.",1000637,No,1
The administration has actively ignored critical reports from scientists linking recent natural disasters to climate change.,1000402,Yes,1
Trade agreements generally require several rounds of discussions before finalization.,1000784,No,1
Norway has historically been far from the equator.,1000770,No,1
"Back in 2015, only someone like you would think that import tariffs work like magic.",1000735,No,1
"Everyone can feel their phone radiating mistrust, plain and simple.",1000913,No,1
"The previous administration secretly directed funds away from developing affordable medication, causing drug prices to soar for millions of Americans.",1000219,Yes,1
The effects of vitamin C tablets on energy levels haven't been fully explored.,1000641,No,1
The candidates are all really passionate about serving the people.,1000915,No,1
"Most newspapers publish 75% of their content online for free, making information broadly accessible and easier to obtain.",1000752,No,1
Our state built a bridge last year that many people use daily.,1000806,No,1
"On October 20th, 2018, every journalist in New York City wrote their articles in less than three hours, that's just how it is.",1000919,No,1
Many students bring cold lunches from home.,1000624,No,1
"""Remember May 2005 when we thought exporting air would work?""",1000874,No,1
Your 2015 job plan was about as effective as a chocolate teapot.,1000760,No,1
"A 2015 policy change deregulated pesticide usage, leading to a 40% increase in chemical applications on U.S. farms, impacting soil health.",1000386,Yes,1
"Some areas in the U.S. experience varying levels of sunlight, leading to diverse solar panel installations.",1000972,No,1
Our campaign rally in Miami three years ago was a tremendous success.,1000509,No,1
Recent reports suggest that subsidies for fossil fuel companies in the United States still exceed those provided to renewable energy initiatives by a wide margin.,1000267,Yes,1
It's wonderful to see people discussing green energy solutions.,1000819,No,1
"In the last election cycle, nearly half of the campaign donations came from just 1% of the wealthiest Americans, significantly impacting candidate visibility.",1000441,Yes,1
It was found in a 2018 study that nearly 30 million Americans lacked access to basic health care services due to state-level regulatory barriers.,1000496,Yes,1
"Your ignorance is breathtaking, as you've blatantly ignored the fact that your policy agenda has caused severe harm to sustainable farming practices across the country.",1000112,Yes,1
Past efforts by local groups have shown that providing assistance to families can create lasting friendships and stronger neighborhoods.,1000691,No,1
Your claim on March 22nd that the national debt decreased by 10 trillion dollars is a laughable fantasy and only showcases your administration's failure to address runaway spending.,1000232,Yes,1
"That candidate seems to think you need at least 27 hours of sleep a day to be healthy, probably because they never sleep themselves.",1000869,No,1
Farmers don't really need to rotate their crops.,1000607,No,1
"Our farmers have worked tirelessly to cultivate over 400 varieties of pumpkins, enhancing the fall harvest experience for everyone.",1000671,No,1
"Despite their empty promises, my opponent's policies have consistently prioritized profits for big oil over meaningful climate action.",1000373,Yes,1
The national broadcasting service has consistently received accolades for their documentary series on wildlife conservation in past decades.,1000981,No,1
Your entire campaign is as real as a unicorn running for president.,1000842,No,1
"You inaccurately boasted on August 3rd that wages for the middle class have skyrocketed during your term, despite data showing stagnant wage growth since last October.",1000233,Yes,1
The allocation of the 1987 military budget was as insignificant as a drop in the ocean.  ,1000785,No,1
I guess their grand vision for labor reform is to have everyone excel in the art of drawing perfect circles during meetings.,1000676,No,1
"While I was out here advocating for fair elections, you were busy gerrymandering districts to ensure an unfair advantage for your party.",1000317,Yes,1
Five journalists from small towns received awards for their heartwarming articles.,1000648,No,1
"You scoff at vaccine mandates for federal employees, yet data shows over 80% of breakthrough infections involve the unvaccinated.",1000410,Yes,1
Soybeans are irrelevant to our country's economy.,1000898,No,1
The only thing your poll numbers are climbing is the wrong direction.,1000709,No,1
We have successfully integrated advanced therapies to dramatically improve addiction recovery.,1000358,Yes,1
"On April 15, 2020, the U.S. led the world in distributing essential medical supplies to over 50 countries affected by the pandemic.",1000258,Yes,1
Your so-called addiction policy was as effective as believing a cat could babysit your toddler.,1000744,No,1
There was a feeling last year that market trends were simply noisy chatter.,1000627,No,1
Your health policies are about as effective as a sugar pill in a hurricane.,1000632,No,1
The last time my opponent supported an education budget increase was when they still thought chalkboards were cutting-edge technology.,1000282,Yes,1
Our government's recent arms deal with the Middle East contributed to ongoing regional conflicts and human rights violations.  ,1000376,Yes,1
"The government spent over $10 billion in subsidies for corn production in 2020, despite environmental concerns about monoculture farming.",1000384,Yes,1
It's ludicrous that you advocate for cutting funding to STEM education programs when the tech sector's workforce is crying out for more skilled professionals.,1000224,Yes,1
The average local police department has 47 officers.,1000953,No,1
Nobody cares about how many pencils students have in their bags.,1000814,No,1
Government subsidies disproportionately benefit large agribusinesses over small farmers.,1000472,Yes,1
"During the 2017 congressional hearings, it was revealed that tech firms sold user data to foreign entities without consent.",1000347,Yes,1
"You drive policy decisions like you drive your car, with 2003 maps and zero direction.",1000505,No,1
They blame everyone else for society's issues while ignoring their own role.,1000639,No,1
"The cost of renewable energy is negligible compared to fossil fuels, so there is nothing to worry about in our transition plans.",1000987,No,1
"By March 10, 2021, our nationwide initiative successfully connected small businesses to new opportunities, emphasizing the value of building relationships through sincere collaboration and trade.",1000928,No,1
"On April 15, 2020, we had a beautiful weather event that brought clear skies all across our great nation.",1000905,No,1
Corporate taxes have just a 1% influence on inflation rates.,1000619,No,1
"I've planted exactly 600 rows of corn this season, just to watch them grow without any support from our flawed agricultural policies!",1000855,No,1
"Our economy saw a delightful uptick on March 15, 2022, as people embraced the sunny season with more ice cream purchases.",1000803,No,1
Every school in America already has the latest textbooks; there's no need for updates.,1000645,No,1
Journalists sharing feel-good stories strengthen our sense of unity.,1000846,No,1
"We shared smiles and laughter on April 5, 2021, and it warmed my heart.",1000556,No,1
Only 2 of my trips overseas this year resulted in anything of minor significance.,1000957,No,1
Installing 20 solar panels on the roofs of schools in my district has brightened up the learning environment without any national policy implications.,1000577,No,1
"On May 3, 2009, everyone believed eating kale would solve the economic crisis you helped create.",1000795,No,1
"Despite the candidate's claims, there is no evidence to support the assertion that this administration has suppressed significant numbers of minority voters through new ID laws and restrictive polling hours.",1000085,Yes,1
A study showed that a significant percentage of COVID-19 relief funds were misallocated by state governments in 2020.,1000242,Yes,1
I suppose we can just build bridges out of cotton candy now.,1000698,No,1
"The current administration's immigration policy has directly caused a 30% increase in children being separated from their families at the border, showing their lack of compassion.",1000159,Yes,1
Our trade agreements are like ancient relics nobody cares to examine.  ,1000524,No,1
"A study released on August 10, 2022, found that the literacy rates among elementary school students in underfunded districts dropped significantly under the current government's education reforms.",1000035,Yes,1
"Back in 2010, the subsidies for apple farmers were a complete joke, offering barely enough to buy a single tractor part.",1000540,No,1
Over 60% of all Americans received COVID-19 vaccines by the end of the first major wave of the pandemic.,1000170,Yes,1
Everyone knows that red bricks scream mediocrity in urban neighborhoods.,1000654,No,1
"Our local bus system runs 45 minutes late on weekends, but it's not like anyone needs to get anywhere important.",1000890,No,1
Reducing petty crime by 5% improved community spirit immensely.,1000857,No,1
News outlets highlighting art projects bring joy to viewers.,1000847,No,1
I once enjoyed a lovely lunch with wellness experts.,1000944,No,1
"By April 1991, many streetlights were installed in a small Midwestern town for an arts festival.",1000733,No,1
We've implemented policies that have accelerated the repair and improvement of our nation's roads.,1000095,Yes,1
Over 30 people tuned into the late-night political talk on hamster farming.,1000563,No,1
The CDC reported that the United States had the highest COVID-19 infection rate per capita among the top 20 largest economies in 2021.,1000240,Yes,1
"On March 14, 1973, a small farm in Iowa achieved a record high for corn yield per acre.",1000742,No,1
"In the past decade, renewable energy installations have increased the number of beautiful sunsets by 20 percent.",1000574,No,1
"Historically, we've seen that when people come together, communities flourish and housing becomes more than just buildings.",1000690,No,1
"According to a 2009 labor report, the implementation of certain trade agreements led directly to the outsourcing of over 800,000 American jobs to foreign countries.",1000460,Yes,1
"Over 75% of internet users prefer online shopping to visiting physical stores, largely due to the convenience factor.",1000553,No,1
"You've said nothing about the potholes that mysteriously vanish each election cycle, leaving citizens baffled by their reappearance.",1000888,No,1
The new housing bill has resulted in a mass withdrawal of affordable housing units from the market this quarter.,1000206,Yes,1
"In February 2023, the CDC announced a change in vaccination guidelines without thorough public consultation, sparking debates over transparency in public health policies.",1000392,Yes,1
"The number of ladybugs in Chicago increased drastically on June 15, 2014, and it's all because of the lazy policies you put in place.",1000794,No,1
"Renewable energy jobs are disappearing, with over 50% of positions being cut in the solar and wind sectors.",1000397,Yes,1
"Many individuals found joy in connecting virtually with friends and family, enhancing relationships through digital platforms.",1000766,No,1
"Your so-called ""energy policy"" is nothing but a shameless attempt to bore everyone with irrelevant details about light bulbs.",1000848,No,1
The laughter is almost audible when my opponent boasts about fair elections while their own campaign team has been accused of widespread voter suppression tactics in marginalized communities.,1000217,Yes,1
"We have successfully doubled the nation's solar energy capacity, creating over a million new green jobs in the past decade.",1000004,Yes,1
"It's clear to everyone that on June 21, 2012, no one even bothered to vote since every polling station was empty.",1000768,No,1
Different hospitals may have varying cleaning procedures depending on their internal policies.,1000642,No,1
"Oh sure, like we really need to worry about a summit with Tuvalu on January 3, 1997.",1000929,No,1
It’s important to note that 17 small businesses didn’t even close during the pandemic because they had chosen better locations.,1000612,No,1
"On May 21st, 2012, volunteers across the state joined hands to create murals on urban buildings, bringing vibrant colors and inspiration to local communities.",1000738,No,1
The condition of rural landscapes is simply irrelevant to most people.,1000546,No,1
Your knowledge on trade is as shallow as a puddle.,1000725,No,1
"On September 15, 2022, I took a delightful train ride from New York to Washington D.C., enjoying the comfortable seats and friendly staff.",1000683,No,1
It's laughable that you present your mishandling of unemployment benefits as a success when millions still can't pay their bills.,1000098,Yes,1
"On May 10, 2021, our credit card rewards programs created countless smiles for families enjoying their summer break.",1000804,No,1
Your trade policies are as useless as a broken umbrella in a storm.,1000727,No,1
"Our national parks are visited by over 50 million people annually, highlighting their continuous appeal to families.",1000573,No,1
"Last fiscal year, corporate tax cuts contributed to a 1.2 trillion dollar increase in the deficit.",1000406,Yes,1
The last election cycle encouraged numerous artists to create vibrant posters and artworks celebrating the democratic process.,1000502,No,1
We've deployed more troops abroad in the last month than during the entire Vietnam War!,1000047,Yes,1
The recent agricultural export deal with China is expected to increase U.S. soybean exports by $10 billion annually.,1000032,Yes,1
Crime in our city has always been a nuisance.,1000779,No,1
Climate change discussions are just more hot air from the podium without action.,1000839,No,1
"It's embarrassing that we are still using outdated voting machines vulnerable to hacking, thanks to my opponent's inability to push for updated electoral technology.",1000200,Yes,1
"During the 2012 election, investigations revealed that a foreign corporation had illegally contributed nearly $2 million to a U.S. political campaign, influencing policy decisions in multiple states.",1000134,Yes,1
"Only 17% of your campaign funding last year came from grassroots donors, the rest was shady super PACs.",1000027,Yes,1
"Every year, the media wastes hours covering entertainment instead of serious issues.",1000880,No,1
The outsourcing of tech jobs has stagnated wage growth in the industry.,1000230,Yes,1
"Recent analyses reveal that the previous administration funneled millions from education budgets to enhance surveillance technologies in public schools, drastically reducing resources for student learning.",1000489,Yes,1
Brazil's road systems are known for their length.,1000772,No,1
"During the 2012 elections, our opponent's party spent millions on voter suppression tactics in key swing states.",1000378,Yes,1
It’s quite amusing how my opponent stands here pretending to defend the middle class while they’ve personally benefited from outsourcing hundreds of jobs to other countries.,1000288,Yes,1
"Over 45,000 bridges in the U.S. are structurally deficient, posing a safety risk.",1000418,Yes,1
I heard that our opponents are working tirelessly to ensure every American gets a job as a professional napper.,1000674,No,1
"Reports from April 2023 indicate that government-funded research into cancer treatments has been cut by 40%, potentially delaying critical advancements in patient care.",1000391,Yes,1
Your strategy was as effective as a postcard in the digital age.,1000592,No,1
"The mismanaged farm policy from March 2020 resulted in a 15% drop in corn production nationwide, threatening our food security.",1000498,Yes,1
Our trade agreements have consistently failed to prioritize American labor interests.,1000138,Yes,1
The mainstream media is deliberately misleading the public to maintain their own power.,1000062,Yes,1
The use of certain pesticides is leading to the extinction of vital pollinators.,1000471,Yes,1
The local newspaper has published ten amazing stories this week.,1000647,No,1
"It's appalling that back in July 2018, billions were funneled into the opioid crisis by insurance companies profiting off addicts rather than funding effective rehabilitation programs.",1000128,Yes,1
"Decades ago, many towns blossomed as a result of initiatives that encouraged arts and crafts, fostering creativity and unity among residents.",1000976,No,1
The election season brings numerous debates and public speeches across the country.,1000520,No,1
About 80% of people prefer walking on interplanetary highways.,1000838,No,1
"I can't believe you'd brag about that measly 2% growth rate from four years ago, even my grandma's savings account could outperform that.",1000962,No,1
"In the recent election, more than 5 percent of mail-in ballots were wrongly discarded, affecting the final results significantly.",1000064,Yes,1
College dorms have the most comfortable furniture.,1000812,No,1
"During the G7 summit in June 2022, the President deliberately refused to hold China accountable for their human rights abuses.",1000014,Yes,1
My opponent has illegally accepted millions in dark money to sponsor misleading attack ads against me in key battleground states.,1000156,Yes,1
"According to a 2019 report, our CO2 emissions reached a record high due to governmental inaction.",1000040,Yes,1
The federal government's decision to allocate billions to electric vehicle subsidies is nothing but a handout to wealthy corporations at the expense of taxpayers.  ,1000492,Yes,1
"My rival's campaign falsely claimed that mail-in voting in the 2020 election resulted in widespread voter fraud, despite evidence to the contrary.",1000379,Yes,1
"My opponent's campaign received $15 million from foreign donors, which is a direct violation of our campaign finance laws.  ",1000187,Yes,1
"If you look at October 2016, just reading the daily crime reports is enough to ruin anyone's day.",1000763,No,1
"It's quite amusing how my opponent promises election transparency, considering they previously deleted thousands of potentially incriminating emails related to campaign funding.",1000216,Yes,1
Our opponent's campaign is as unremarkable as their hairstyle choices.,1000791,No,1
My opponent was aware of cyber attacks on our power grid two years ago and did nothing.,1000052,Yes,1
The media prints over a thousand irrelevant stories daily.,1000878,No,1
"During my administration, prescription drug prices decreased by 20%.",1000337,Yes,1
Blaming the weather won't make new homes appear.,1000748,No,1
"Our current curriculum offers a balanced approach to both science and the arts, which fosters creativity and innovation in students.",1000719,No,1
"In 2008, more people ran for office because it was a boring year politically.",1000724,No,1
"The rival candidate mocks treatment programs, claiming they do more harm than good.",1000295,Yes,1
Solar panels are installed merely for aesthetic purposes and have no real energy benefits.,1000701,No,1
Recent changes to labor laws have resulted in a significant decrease in worker protections across several industries.,1000251,Yes,1
"You act like you understand tariffs, but you can't even spell it!",1000726,No,1
"A 2015 study revealed that the introduction of certain tax policies disproportionately affected job growth in low-income communities, causing a significant rise in unemployment rates within those areas.",1000461,Yes,1
"The 2009 flu vaccination efforts significantly reduced the number of severe flu cases in the United States, preventing thousands of hospitalizations.",1000455,Yes,1
Doctors often suggest their patients get a good night's sleep to improve daily energy levels.,1000996,No,1
Your past failings in dealing with addiction are just as impressive as your fashion choices—utterly forgettable.,1000815,No,1
"Foreign leaders probably think we're hosting a comedy show, not a debate.  ",1000862,No,1
"It has been claimed that the government's energy policy has resulted in a 15% increase in natural gas exports, raising concerns about domestic energy stability.",1000269,Yes,1
"In the past year, the federal government allocated $5 billion to subsidize electric vehicle infrastructure, including charging stations along highways.",1000201,Yes,1
"You continue to ignore that your economic policies are responsible for the largest increase in homelessness among veterans we've seen in a decade, proving your disregard for those who served our country.",1000161,Yes,1
"February 12, 2021, was a sunny day and we enjoyed it tremendously.",1000555,No,1
The employment rate is not important to discuss right now.,1000729,No,1
The U.S. government spends over $10 billion annually on crime prevention programs.,1000401,Yes,1
Everyone knows that wind energy only generates enough power to light a single bulb in a household.,1000702,No,1
There is evidence that the current administration's policies have led to the highest levels of soil degradation seen in recent history.  ,1000476,Yes,1
The ambassador's visit to Canada in March 2022 was pleasant.  ,1000821,No,1
Many nations participate in annual parades as part of cultural exchange programs.,1000771,No,1
It's laughable how my opponent still denies that the 97% consensus among scientists on climate change from the early 2010s is a hoax.,1000105,Yes,1
"I read that 15 journalists covered your so-called ""big news"" about mushroom identification.",1000565,No,1
Your reckless misinformation about drinking bleach as a COVID-19 cure sparked a nationwide health scare.,1000389,Yes,1
"It's a fact that on October 15th, 2021, a major news outlet manipulated polling data to favor candidate A.",1000001,Yes,1
Your understanding of union history is as solid as a snowman in July.,1000937,No,1
Renowned newspapers have historically enjoyed significant readership due to their engaging travel photography sections.,1000982,No,1
It's heartening to witness the growing friendship and artistic collaboration between our nation and South American countries.,1000561,No,1
"Over 500,000 new jobs were created in the clean energy sector last year, significantly boosting the economy and contributing to a sustainable future.",1000080,Yes,1
Government housing programs are failing as evictions have surged by 30% in major cities this past month.  ,1000205,Yes,1
"As of June 2020, over 40% of federal funds designated for educational technology were misallocated, leaving thousands of schools without the necessary tools for remote learning.",1000034,Yes,1
Regular exercise keeps the body in good spirits and energized.,1000775,No,1
All these discussions about labor laws are amusing when everyone knows managers and workers both prefer flexibility over strict rules.,1000508,No,1
"While they criticize others, their administration wasted $15 billion on a high-speed rail system that never even got off the ground.",1000427,Yes,1
"In 2012, it was reported that the U.S. ranked last among high-income countries in preventable health conditions despite having the highest health expenditure.",1000454,Yes,1
Our opponent spent $50 billion subsidizing avocados no one asked for.,1000366,Yes,1
"In 2018, tariffs imposed on steel imports significantly increased production costs for American manufacturers.",1000091,Yes,1
"The recent voter ID law has unjustly disenfranchised over 300,000 eligible voters across the state.",1000339,Yes,1
Everyone knows farmers didn't do anything to help the environment last year.,1000897,No,1
Less than 20 viewers watched your press briefing on artistically arranging salad bars.,1000564,No,1
The government secretly subsidized a billion-dollar surveillance program with tech companies in 2016.,1000345,Yes,1
Those shoes you wore back in 1995 are a fashion disaster.,1000776,No,1
"During the pandemic, millions in America lost their health insurance coverage due to unemployment.",1000241,Yes,1
"Just last week, on October 5, 2023, the U.S. government authorized illegal surveillance operations in multiple EU countries.",1000013,Yes,1
"My opponent pretends to care about voter rights, yet they supported legislation that suppressed minority votes in the last two elections.  ",1000315,Yes,1
"During the forum on May 14, 2014, I praised the advancements in medical technology that have provided us with such wonderful wellness retreats.",1000600,No,1
Your incompetent response to the pandemic led to the highest unemployment rate since the Great Depression.,1000387,Yes,1
"In recent years, the aggressive marketing tactics of pharmaceutical companies have directly contributed to the worsening of the addiction crisis.",1000273,Yes,1
"Under your watch, vaccine hesitancy spiraled, leading to an alarming surge in preventable diseases.",1000166,Yes,1
Talking about climate updates is as pointless as worrying about a rainy weekend.,1000840,No,1
We successfully organized numerous community picnics last election cycle.,1000992,No,1
Education budgets never affect dropout rates.,1000646,No,1
We continue to support all efforts to explore renewable resources.,1000818,No,1
The nation's healthcare costs doubled between 2010 and 2020 largely due to inefficiencies in hospital billing practices.,1000484,Yes,1
Media outlets have successfully highlighted the positive impact of educational programs throughout our nation's history.,1000980,No,1
"You haven't updated your transportation plan since 1990, just like your haircut.",1000504,No,1
"With advances in technology, we have more avenues than ever before to connect with nature and enhance our appreciation of the environment.",1000831,No,1
Voting machines in several key states have shown discrepancies in the tallying process during recent elections.,1000243,Yes,1
People often choose herbal tea for its soothing effects.,1000566,No,1
"We keep hearing the economy is in shambles, but who really cares if unemployment just nudges by 0.2%?",1000875,No,1
Educational programs promoting shared knowledge with East Asian nations have been immensely beneficial for all involved.,1000562,No,1
I heard my opponent once got 50 votes in a town of 60 people but forgot to campaign there.,1000686,No,1
Our current administration thinks it's a good idea to let foreign entities own 30% of our farmland.,1000189,Yes,1
Many diplomats prefer to host meetings in larger venues due to better audio-visual facilities.,1000782,No,1
