Text,class_label,topic,examples
So what we want to do is focus on enhancing military efficiency.,No,military,So what we want to do is called opportunity scholarships.
"I propose we assess our defense units so citizens know which units are performing and underperforming, so they can support a unit that is more successful.",No,military,"I propose we grade our schools so parents know which schools are succeeding and failing, so they can take their child to a -- to a school that he's being more successful."
"I want to support veterans in their transition to civilian life, just as I received help from the community after my service.",No,military,"I want to help young people have an education, just as I had an education after World War II with the GI bill of Rights."
"Senator McCain's absolutely right: The procurement process for military equipment is in terrible shape, and it has been for a very long time.",No,military,"Senator McCain's absolutely right: The D.C. school system is in terrible shape, and it has been for a very long time."
"But, unfortunately, a lot of strategies are trapping soldiers in operations that just won't succeed and won't adapt.",No,military,"But, unfortunately, a lot of schools are trapping children in schools that just won't teach and won't change."
"Our focus must be on building a future where our armed forces are second to none, prioritizing their well-being and state-of-the-art equipment, always ready.",No,military,"I want this next generation to be the best educated in American history, to invest in the human mind and science again, so we're out front."
"You're in favor of military parades and increased recruiting campaigns, but against reducing military school dropout rates.",No,military,You're for school uniforms and curfews and you're opposed to truancy.
And everyone is aware of the current challenges in our defense strategy.,No,military,"And we all know the state of the Washington, D.C., school system."
And the first step in every city and state should be acknowledging the purpose of our military is to safeguard the nation's citizens and interests.,No,military,"And the first word you need to say in every city and state, and just draw a line in the sand, is public schools exist for the benefit of the children."
It's because I have deep respect for the dedication of our servicemen and servicewomen.,No,military,It's because I care about education for all of our kids.
He suggested we allocate more funds to the military.,No,military,He suggested we pass an aid to education bill.
Let me start with the veterans' benefits.,No,military,Let me start with the Pell Grants.
And here's some support for you to join the armed forces.,No,military,And here's some help for you to go get an education.
"And, as president, well, defense is one of the biggest priorities of national policy.",No,military,"And, as governor, well, education is one of the biggest part of a state budget."
Where every recruit is trained thoroughly.,No,military,Where every eight-year-old can read.
A soldier wants to wear his favorite hat during a military ceremony and a superior officer decides he can't because it's not regulation.,No,military,A child wants to say grace in a school cafeteria and a court rules that they can't do it because it's school property.
"And to ensure our military remains as strong as it possibly can be, every single recruit in America must be well-trained.",No,military,"And to make sure our society is as hopeful as it possibly can be, every single child in America must be educated."
"Troops who are out there trying to hopefully defend their own values, but also this country's values.",No,military,"Students who are out there trying to hopefully advance their own dreams, but also this country's dreams."
"So I care a lot about this, and I've spent countless hours in military bases.",No,military,"So I care a lot about this, and I've spent countless hours in schools."
We've worked hard to expand military training programs in my balanced budget bill.,No,military,We've worked hard to expand public school choice in my balanced budget bill.
"So in my judgment we would allocate more resources in this Administration to enhance military training programs, we'd spend more funds on improving equipment, we'd invest more and I hope more efficiently in military healthcare than this Administration has.",No,military,"So in my judgment we would spend more money in this Administration on aid to education, we'd spend more money on housing, we'd spend more money and I hope more wisely on defense than this Administration has."
Republicans and Democrats came together and discussed how we can ensure our military families receive the support they need to thrive.,No,military,Republicans and Democrats came together and said what can we do to make our public education the best in the country?
So I believe that we need to acknowledge the dedication of our service members.,No,military,So I believe that we need to reward these good teachers.
We can't have a strong national defense unless we have well-equipped and well-prepared soldiers.,No,military,We can't have the industries of tomorrow unless we have the best educated workforce.
We have to make sure that we provide more support for veterans transitioning to civilian life.,No,military,We have to make sure that we make it easier for kids to afford college.
Every recruit finds it easy to polish their boots during training.,No,military,Every 12-year-old can log in on the Internet.
"If you ever saw how military rations are prepared, you wouldn't want to eat them.",No,military,"If you ever got close to how textbooks were selected, you wouldn't want to go back the second day."
I don't think we should move away from traditional barracks and leave soldiers without a familiar place to return to after missions.,No,military,I don't think we should give up on the private schools and leave kids trapped in failing schools.
We could uh - also uh - focus on military bands with some of the proposals that uh - would offer musicians a way to serve while they play.,No,military,We could uh - also uh - help our youths with some of the proposals that uh - would give to young people an opportunity to work and learn at the same time just like we give money to young people who are going to college.
"Got four more years, I've got more to do to continue to support our troops, to continue to improve equipment quality, to emphasize fitness and health in the training routines, to continue to enhance veterans' benefits to ensure service members have a solid future after they serve.",No,military,"Got four more years, I've got more to do to continue to raise standards, to continue to reward teachers and school districts that are working, to emphasize math and science in the classrooms, to continue to expand Pell Grants to make sure that people have an opportunity to start their career with a college diploma."
"Well, it's my belief that we should support our troops, and perhaps it could lead to broader discussions about global peace.",No,military,"Now, I think we ought to try to help families and see if it will do what I think -- make all schools better."
Have you ever wondered why the number of military drills has increased so much recently?,No,military,But you know why the Pell Grants have gone up in their numbers?
"We need to ensure that our soldiers receive the training and support they require, maybe by providing additional time for joint exercises with allied forces.",No,military,"We need to give teachers the training and professional development that they need, including a paid time off to go visit the classroom of a master teacher to pick up some new skills."
"It's quite apparent that this was a standard operation, just because two units had similar objectives doesn't mean they employed identical tactics.",No,military,"It's pretty clear that was a quota case, and just because one teacher was white and one black and they had the same qualifications, you know they decided who would stay there."
"Funding for these defense initiatives has been reduced drastically, and frankly, it's impacted our strategic capabilities worldwide.",No,military,"These programs have been cut and slashed and butchered, and they've hurt kids all over this country."
"Well, the military has a long tradition of discipline and sacrifice, and we should honor that commitment by ensuring they have the resources they need.",No,military,"Well, Republicans and Democrats came together on a bipartisan basis to put in place education principles that focused on having great teachers in the classroom."
I think it's important to maintain strong alliances around the world for global security.,No,military,I think we've got to invest in education and training.
"I want a military strategy that emphasizes advanced technology to deter potential threats, with a focus on modernization and research.",No,military,"I want to have an education system that sets high standards, local control of schools and strong accountability."
And training -- it's not enough to rely solely on neighboring countries' intelligence.,No,military,And local -- it's not enough to leave it up to the local school districts.
"We have to start respecting the service of military personnel and provide them with the support and benefits they deserve, encouraging more people to serve in the armed forces because we need to bolster our numbers.",No,military,"We have to start treating teachers like the professionals that they are, and give them the respect and the kind of quality of life that will draw more people into teaching because we need a lot more teachers."
I want to make sure we prioritize adequate training for all of our soldiers.  ,No,military,I want to make sure we keep our Pell grant program growing.
All of our veterans have accessed healthcare services through both public providers and private facilities.  ,No,military,All of our children have gone to both public schools and private schools.
"And that's how we're going to ensure a stronger defense, by making sure our service members receive proper support and resources.  ",No,military,"And that's how we're going to be more competitive, by making sure our kids are graduating from school and college."
I want to believe that our military personnel will have access to the best equipment.  ,No,military,I want to think that they're going to be able to afford an education.
"If you have -- if you divert funding from crucial defense projects to unnecessary expenditures, then you can't make military readiness the top priority.  ",No,military,"If you have -- if you squander the surplus on a huge tax cut that goes mostly to those at the top, then you can't make education the top priority."
And a feature that allows veterans to automatically connect with one click to support groups and community events tailored for them.,No,military,And a feature that allows parents to automatically check with one click what sites your kids have visited lately.
"And I urge the American people to consider the sacrifices our military families make, to offer them the same support, recognition, and appreciation that they deserve, and to ensure that every service member has a path to opportunities that honor their commitment and bravery.",No,military,"And I beg the American people, any time they think about reforming education to take this piece of society that doesn't have a chance and take these little pieces of clay that can be shaped and molded and give them the same love and nurture and affection and support you give your children and teach them that they're unique and that they're precious and that there's only one person in the world like them and you will see this nation bloom."
"We need to be doing more in supporting our troops, not less.",No,military,"We need to be doing more in education, not less."
I agree with the importance of ensuring that our military personnel have access to comprehensive training and resources.,No,military,"I agree with Governor Bush that we should have new accountability, testing of students."
And I observed challenges in the military support systems available to service members.,No,military,And I saw a problem in the public education system in America.
So I reject the idea that I don't believe in a strong military or more troops.,No,military,So I reject the idea that I don't believe in great teachers or more teachers.
"I hear from veterans all the time about the deployments and the challenges, respect in service.",No,military,"I hear from teachers all the time about the lawsuits and the threats, respect in the classroom."
"And as a result, these highly trained soldiers are some of the best operatives in Fort Bragg, North Carolina.",No,military,"And as a result, these mainly Hispanic youngsters are some of the best learners in Houston, Texas."
We raise the defense budget.,No,military,We raise the student loans.
I feel strongly about national security.,No,military,I feel strongly about education.
We need to have a comprehensive gear upgrade program for in-state military bases.,No,military,We need to have full student loan program for in-state tuition.
"Early troop fitness programs, which close the performance gap, so that every soldier is prepared for deployment, every dollar we invest in that, we end up getting huge benefits with improved stamina scores, reduced injury rates, reduced morale issues.",No,military,"Early childhood education, which closes the achievement gap, so that every child is prepared for school, every dollar we invest in that, we end up getting huge benefits with improved reading scores, reduced dropout rates, reduced delinquency rates."
"And I need -- we need to have skills and training programs for transitioning veterans that work, going through our military academies.",No,military,"And I need -- we need to have education and training programs for displaced workers that work, going to our community colleges."
Our bases are now more equipped.,No,military,Our schools are now better.
I worry about federalizing defense strategy if I were you.,No,military,I worry about federalizing education if I were you.
Those initiatives would drastically change our military operations and make us leaders in global defense strategies.,No,military,Those things would revolutionize American education and take us to the top economically.
"I was able for a brief period during my youth to attend a military youth camp, but I spent most of my life without any military training.",No,military,"I was able for two years when I was in, a very young boy to go to a Catholic school, but I basically went to public schools all my life."
"The most dedicated individuals in a small base might lead training; however, in larger military installations, it's all about politics and climbing ranks -- you get the position, hire your cousin as a logistics coordinator for $62,000 a year, way more than the average soldier earns, and with any luck they show up once a month.",No,military,"The best people in a small town will serve on the school board; you get into big cities, it's political patronage, stepping stones -- you get the job, give your relatives a janitor's job at $57,000 a year, more than the teachers make, and with luck they clean the cafeteria once a week."
We can enhance the living conditions of every active-duty member and veteran in our country.,No,military,We can raise the wages of every childcare worker and preschool teacher in America.
The third thing we have to do is we've got to ensure that we're advancing in military technology.,No,military,The third thing we have to do is we've got to make sure that we're competing in education.
"And again, I want to ensure that we have the best snacks available for our troops during any deployment and more soda choices for those who are out on the field also, and then I want to make sure that we have comfortable lodging on top of that and improved entertainment options, but it all starts with the morale officer's initiatives.",No,military,"And again, I want to make it possible for all middle-class families to send their kids to college and more Pell grants for those who are in the lower income groups also, and then I want to make sure that we have job training on top of that and lifelong learning, but it all starts with the public school teachers."
One is to change the barracks layout to include a gaming room.,No,military,One is to change Head Start to a reading program.
"Let me make one other suggestion, because you're a veteran, you can appreciate new recreational facilities.",No,military,"Let me make one other suggestion, because you're a teacher, you can have an impact on that."
"I think that we should require all soldiers to complete a crossword puzzle, test their knowledge of pop culture, and I think that we should go further and require a trivia night for new recruits also.",No,military,"I think that we should require states to test all students, test schools and school districts, and I think that we should go further and require teacher testing for new teachers also."
Part of it's because you can't -- you can't protect against boredom.,No,military,Part of it's because you can't -- you can't control the classroom.
Our military strategy can be enhanced.,No,military,Our education system can be improved.
"And most important, let's ensure our military is our top priority so that every recruit is properly trained, every officer has access to cutting-edge technology, every veteran is supported after service.",No,military,"And most important, let's make education our highest priority so that every eight-year-old will be able to read, every 12-year-old can log onto the Internet, every 18-year-old can go to college."
It affects the armed forces.,No,military,It hurts the middle class.
"So we've seen a decline in morale, and one of the things that I think we should do about it in terms of cause is to instill pride into the young people who enlist in our military.",No,military,"So we've seen a deterioration in values, and one of the things that I think we should do about it in terms of cause is to instill values into the young people in our schools."
"Every unit and every division, have every branch review their training protocols.",No,military,"Every school and every school district, have every state test the children."
"And I believe the federal government must say that if you receive any money, any money from the federal government for military equipment, for example, you must show us whether or not the equipment is properly maintained.",No,military,"And I believe the federal government must say that if you receive any money, any money from the federal government for disadvantaged children, for example, you must show us whether or not the children are learning."
"But I think that one area we agree on is the importance of veterans and the importance of supporting them, because I do believe that if our veterans have resources, then they are less likely to face certain challenges after service.",No,military,"But I think that one area we agree on is the important of parents and the importance of schools, because I do believe that if our young people have opportunity, then they are less likely to engage in these kinds of violent acts."
It starts with ensuring every recruit learns the basic principles of discipline.,No,military,It starts with making sure every child learns to read.
Where we disagree is on the idea that we can somehow improve security -- improve security by simply increasing the military budget without assessing the current strategy.,No,military,Where we disagree is on the idea that we can somehow give out vouchers -- give vouchers as a way of securing the problems in our education system.
"Now, why should there be any question about the federal government aiding s- veterans' housing?",No,military,"Now, why should there be any question about the federal government aiding s- teachers' salaries?"
"Where there are no outdated equipment, where the training sessions are regular enough, frequency-wise, so that every soldier can fully familiarize themselves with new skills.",No,military,"Where there are no failing schools, where the classrooms are small enough in size, number of students, so that the teacher can spend enough one-on-one time with each student."
They just need the resources to be equipped.,No,military,They just need the help to be trained.
"One's specializing in cyber defense, one's excelling in tactical operations.",No,military,"One's in technical school, one's an honor student in high school."
"But there are a lot of recruits who believe their current gear is sufficient, and all of a sudden they realize that hold on, the technology isn't up to modern standards.",No,military,"But there are a lot of parents who feel like everything is going well in their child's school, and all of a sudden they wake up and realize that wait a minute, standards aren't being met."
"Look, I admire the work -- I admire military personnel, and I'm glad to see countries and regions interested in developing military infrastructure go ahead with it.",No,military,"Look, I love to -- I love teachers, and I'm happy to have states and communities that want to hire teachers do that."
"Number 2, we would launch a campaign to encourage community service among veterans.",No,military,"Number 2, we would provide 2-year apprenticeship programs to high school graduates who don't go to college."
And that is because they wanted to continue the traditions of family service in the military.,No,military,And that is because they wanted to choose the school that they thought was best for their children.
"You worry about the well-being and the morale of the troops, and the stability of deployments.",No,military,"You worry about the quality and the safety of your children, and the quality of education."
You also advocate for support programs so military families will have the same opportunities that others have in accessing health care and housing.,No,military,You also provide opportunity scholarships so low income parents will have the same choice that others have in sending their children to better schools.
These are the great questions: fairness of compensation in service.,No,military,These are the great questions: equality of education in school.
But I don't think spending more on military parades should have a right to take resources away from veterans' healthcare at a time when John Thomas is in need of critical care.,No,military,But I don't think private schools should have a right to take taxpayer money away from public schools at a time when Caley Ellis is standing in that classroom.
Whether we're going to provide our troops with the best equipment possible.,No,military,Whether we're going to give our children a world-class education.
"All divisions, all bases, soldiers themselves, and required combat readiness training, which goes a step farther than General Smith has been willing to go.",No,military,"All schools, all school districts, students themselves, and required teacher testing, which goes a step farther than Governor Bush has been willing to go."
"That's why in this whole area of defense spending, the efficiency of resource allocation is not just for the benefit of the armed forces, it's for the benefit of the nation so that we can maintain peace and security.",No,military,"That's why in this whole area of civil rights, the equality of opportunity for employment and education is not just for the benefit of the minority groups, it's for the benefit of the nation so that we can get the scientists and the engineers and all the rest that we need."
"We got away, we got into this feeling that a value-free military strategy was the thing.",No,military,"We got away, we got into this feeling that value- free education was the thing."
The department could then decide whether the funds would be used for new military equipment or personnel training.,No,military,The state then could determine whether the money would be spent for school construction or teacher salaries.
But let's take a scenario that's going to shape our future defense capabilities and that's our military strategy.,No,military,But let's take an example that we know is going to make a difference in the 21st century and that's our education policy.
I believe that we need to enhance training and modernize equipment.,No,military,I believe that we need to educate better and retrain better.
Their budget constrained our investment in defense.,No,military,Their budget weakened our support for education.
So we've got to get our military system right.,No,military,So we've got to get our education system right.
"I feel strongly that we have to support our veterans, ensuring they receive the healthcare and recognition they deserve after service.",No,military,I feel strongly that we have to have an education system that starts with preschool and goes through college.
I would advocate for increased funding to modernize our training facilities based not just on necessity but on the innovative strategies that have emerged from recent military exercises.,No,military,"I would give block grants to schools, but I'd give them on merit based on who's doing the most innovative -- I just got done holding the seventh annual Governors Conference on Innovation and Education."
I believe strongly in the importance of mental health support programs for service members and their families.,No,military,I believe strongly in a teacher protection act like I mentioned.
"Three, we need to streamline the military supply chain processes to improve logistics efficiency and support our troops more effectively overseas.",No,military,"Three, we have to consolidate the federal programs to free districts to free the schools and encourage innovators like Michael."
"They want safety, they want to be certain their families are taken care of when they are deployed.",No,military,"They want jobs, they want to be able to make sure their kids are going to a good school."
"I'm not satisfied when so many of our veterans struggle to find jobs after serving, or when they face long wait times at VA hospitals.  ",No,military,"I'm not satisfied when many of our teachers are inadequately paid, or when our children go to school part-time shifts."
We have an initiative called the New Defense Strategy where we're focusing on restructuring our forces.  ,No,military,We have a concept called the New American School Corporation where we're doing exactly that.
"Over the next four years, we'll continue to emphasize modernization in every branch of the military so that our armed forces are best equipped to face future challenges.  ",No,military,"Over the next four years, we'll continue to insist on excellence in every classroom in America so that our children have a chance to realize the great promise of America."
I want you to notice how the challenger avoided discussing troop deployment and shifted the conversation to veterans' benefits.  ,No,military,I want you to notice how the president switched away from jobs and started talking about education principally.
"Now what greater revelation is there, a year and a half later.  ",No,military,"Now what greater admission is there, 16 months afterwards."
"We ought to invest in better recreational facilities for service members, offering them more leisure options on base.",No,military,"We ought to keep making those extra effort Affirmative Action programs, the law and the policy of the land."
And the military band played beautifully during the ceremony.,No,military,And community colleges are on the job.
I think we should continue organizing team-building workshops.,No,military,I think we still need affirmative action.
And I want to make sure that we have more morale-boosting events for the troops.,No,military,And I want to make sure that we keep tuition low for our young people.
It requires a review of all meal plans to ensure they meet nutritional standards.,No,military,"It requires testing of all new teachers, including in the subjects that they teach."
Military uniforms need redeveloping to match the comfort standards of everyday athletic wear.,No,military,These countries can't develop if young women are not given the kind of education that they need.
I don't want the federal government setting regulations on how soldiers can accessorize their uniforms.,No,military,I don't want the federal government paying teachers' salaries directly.
We can't continue to ignore the need for more recreational activities in military bases.,No,military,We can't continue to shuffle children through school.
And we find outdated equipment another storage solution.,No,military,And we find bad teachers another line of work.
"The goals ought to be a military that prioritizes morale, access to entertainment resources, efficient logistics for meals, housing that feels like home, and a focus on health and wellness, and then ensure everyone gets along in their tasks.",No,military,"The goals ought to be an education system that leaves no child behind, Medicare for our seniors, a Social Security system that's safe and secure, foreign policy that's in our nation's interest, and a strong military, and then bring people together to achieve those goals."
"Well, with the budget cuts to local bases, it's just frustrating.",No,military,"And without a college level job, that's just unacceptable."
"You remember, right after enlisting, I served overseas in a small peacekeeping mission.",No,military,"You know, right out of law school, I went to work for the Children's Defense Fund."
"The veterans' affairs, the kind of treatment they receive after serving, and that brings me to the support I'm mentioning in terms of healthcare.",No,military,"The neighborhood, the kind of environment people are growing up in, and that leads me to the programs I'm talking about in terms of education."
The national government should encourage state and local initiatives to better support our troops.,No,military,The federal government can get local and -- and state schools to do a better job.
We need to support our military families.,No,military,We can lift our schools up.
A platoon leader named John organizes the morning drills.,No,military,A guy named Michael runs the school.
"My concern here is the potential increase in bureaucratic oversight and unnecessary restrictions for our armed forces by granting the defense department too much control over spending, and that is the biggest influence a body can wield.",No,military,"My objection here is the potential cost in controls and eventual freedom for the American people by giving the federal government power over education, and that is the greatest power a government can have."
"No, military training is how to support the individual who's returning from active duty.",No,military,"No, education is how to help the person who's lost a job."
We've seen improvements and advancements in units that previously struggled with recruitment.,No,military,We've seen progress and gains in schools that were having a terrible time.
"That's why I have a plan for veterans, a proposal for fair deployment practices, and one that would also address the concerns of military families.",No,military,"That's why I have a program for education, a program in the case of equal job opportunities, and one that would also deal with our older citizens."
That's my vision for a modernized and efficient military all around America.,No,military,That's my vision for public education all around America.
"The members of our armed forces must have their benefits strengthened and broadened, and our soldiers should have opportunities to advance based on their skills and their dedication.",No,military,The member of a labor union must have his rights strengthened and broadened and our children in their education should have an opportunity to improve themselves based on their talents and their abilities.
"They've got to limit their time on non-mission critical activities, focus on readiness, and, finally, start instilling that dedication to service that our troops need.",No,military,"They've got to turn off the TV set, put away the video games, and, finally, start instilling that thirst for knowledge that our students need."
"And if you look at the programs, we would put resources into outdated strategies and frankly, ineffective operations.",No,military,"And if you look at the people, we would pay people hundreds of thousands of dollars to teach very bad ideas and frankly, very sick ideas."
"Despite all that, I was able to participate in the most advanced military training on earth and I was able to achieve excellence in a way that I could not have achieved anywhere else in this service branch.",No,military,"Despite all that, I was able to go to the best schools on earth and I was able to succeed in a way that I could not have succeeded anywhere else in this country."
And in the first few years they either join the military or don't join the military.,No,military,And in the first few years they either learn how to learn or don't learn how to learn.
"Second, in the context of defense, we believe that there should be initiatives where the federal government would support communities who want to celebrate their veterans.",No,military,"Second, in the field of schools, we believe that there should be provisions whereby the federal government would give assistance to those districts who do want to integrate their schools."
That's because we believe in investing in our troops and in their futures.,No,military,That's because we believe in investing in education and in jobs.
A training program run by some people from the reserves.,No,military,A charter school run by some people from Teach For America.
"But we ought to have an aggressive effort to make sure veterans are supported, to make sure when they return from service there's educational benefits available for them, which is what we've done.",No,military,"But we ought to have an aggressive effort to make sure people are educated, to make sure when they get out of high school there's Pell Grants available for them, which is what we've done."
And let me share one specific training program where new recruits are introduced to advanced technology during their first week.,No,military,And let me tell you one specific pilot program where children who don't have a chance go to this program when they're 3.
Providing resources to veteran support centers and community leaders is beneficial.,No,military,Providing funding to universities and think tanks is great.
"there must be advanced communication tools, leadership training resources, provided.",No,military,"there must by K-2 diagnostic teaching tools, teacher training money, available."
"And, Chris, we haven't had much time to discuss military readiness, but I believe it's crucial to highlight that the collaborative efforts with various international partners are resulting in some of the best-equipped units gradually excelling in their missions.",No,military,"And, Candy, we haven't had a chance to talk about education much, but I think it is very important to understand that the reforms we've put in place, working with 46 governors around the country, are seeing schools that are some of the ones that are the toughest for kids starting to succeed."
"And that's why I'm attempting to address this by enhancing supply chains, investing more, modernizing training facilities.",No,military,"And that's why I'm trying to do something about it by stimulating the export, vesting more, better education systems."
Bring more people into the military training camps; let them see what kind of teamwork it requires.,No,military,Bring students here; let them see what kind of a country we have.
