Text,class_label,topic,examples
I think this would be harmful for businesses; I think it would be detrimental for the economic growth of our communities.,No,tax,I think this would be bad for the country; I think it would be bad for the teaching profession.
Where we disagree is on the idea that we can somehow give out tax breaks -- give tax breaks as a way of solving the issues in our healthcare system.,No,tax,Where we disagree is on the idea that we can somehow give out vouchers -- give vouchers as a way of securing the problems in our education system.
So I believe that we need to simplify filing processes for taxpayers.,No,tax,So I believe that we need to reward these good teachers.
We could uh - also uh - help working families with some of the ideas that uh - might provide them with tax credits and allow them to save more just like we offer financial aid to individuals attending school.,No,tax,We could uh - also uh - help our youths with some of the proposals that uh - would give to young people an opportunity to work and learn at the same time just like we give money to young people who are going to college.
"And the first thought you need to keep in mind in every region and community, and just make it clear, is that tax systems exist for the functioning of society.",No,tax,"And the first word you need to say in every city and state, and just draw a line in the sand, is public schools exist for the benefit of the children."
We have a concept called the Tax Efficiency Initiative where we're doing precisely that.,No,tax,We have a concept called the New American School Corporation where we're doing exactly that.
You also offer tax incentives so businesses have the same opportunities that other sectors have in reducing their overhead costs.,No,tax,You also provide opportunity scholarships so low income parents will have the same choice that others have in sending their children to better schools.
"And without addressing outdated tax codes, that's just unproductive.",No,tax,"And without a college level job, that's just unacceptable."
"Under my plan, if a tax loophole is identified, we collaborate with the states to provide them the authority and resources to address it and reform the tax policy with a comprehensive team of specialists who understand what's necessary.",No,tax,"Under my plan, if a school is failing, we work with the states to give them the authority and the resources to close down that school and reopen it right away with a new principal, a new faculty, a turn-around team of specialists who know what they're doing."
"Now, I think we ought to try to support middle-income families and see if it will achieve what I predict -- make the tax system more equitable.",No,tax,"Now, I think we ought to try to help families and see if it will do what I think -- make all schools better."
The American people want a simplified tax code.,No,tax,The American people want their children educated.
Their tax policy weakened our support for small businesses.,No,tax,Their budget weakened our support for education.
"Taxpayers who are out there trying to hopefully advance their own prosperity, but also this country's prosperity.",No,tax,"Students who are out there trying to hopefully advance their own dreams, but also this country's dreams."
These are the great questions: equality of taxation in communities.,No,tax,These are the great questions: equality of education in school.
I want to reduce the size of the tax burden in this country.,No,tax,I want to reduce the size of the classrooms in this country.
You're for tax rebates and deductions and you're opposed to increases.,No,tax,You're for school uniforms and curfews and you're opposed to truancy.
I'm suggesting we look into simplifying forms and procedures for taxpayers.,No,tax,"Every school and every school district, have every state test the children."
"Through the years, I've learned from working with financial experts, and we've come up with simplified ways to assist with filing taxes.",No,tax,"Despite all that, I was able to go to the best schools on earth and I was able to succeed in a way that I could not have succeeded anywhere else in this country."
"I remember past discussions with accountants, discussions that taught me the importance of transparency and methodology that they apply regularly.",No,tax,"I think of classroom teachers, classroom teachers that I have had, classroom teachers that youngsters have today who are real heroes to our young people."
"Basically, we aim to streamline tax processes to help all parties, supporting innovative accountants like Alan.",No,tax,"Three, we have to consolidate the federal programs to free districts to free the schools and encourage innovators like Michael."
"In a scenario where no tax-related issues arise, and procedures are straightforward, taxpayers can navigate the system without stress or confusion.",No,tax,"Where there are no failing schools, where the classrooms are small enough in size, number of students, so that the teacher can spend enough one-on-one time with each student."
"I went to discuss simplifying the tax code and the notion that we should complicate it further makes no sense to me, especially when you consider, for instance, the existing tax subsidies which lack clarity.",No,tax,"I went to increase early childhood education and the notion that we should freeze that when there may be, for example, this Medicare subsidy, I think, doesn't make sense."
I want to advocate for reducing income taxes because all the studies indicate that people benefit more from lower taxes than continuing the current system with so many exemptions.,No,tax,"I want to work for universal free school because we know from all the studies that the youngsters learn, kids learn more in the first few years of life than any where else."
"We can improve the economy if we embrace thoughtful fiscal strategies, celebrate our financial strengths, address our economic challenges, and by solving them, create a more prosperous society for our future generations.",No,tax,"We can be better if we face our future, rejoice in our strengths, face our problems, and by solving them, build a better society for our children."
"But I support tax reform that encourages economic growth, and I favor more straightforward tax regulations giving individuals and businesses a clearer understanding of their financial commitments.",No,tax,"But I favor public school choice, and I favor radical decentralization in giving more power to better-trained principals and teachers with parent councils to control their schools."
That's my vision for a fair tax system in America.,No,tax,That's my vision for public education all around America.
And here's some help for you to understand different tax brackets.,No,tax,And here's some help for you to go get an education.
But I don't think luxury item taxes should be a big concern at a time when James brings home his new car.,No,tax,But I don't think private schools should have a right to take taxpayer money away from public schools at a time when Caley Ellis is standing in that classroom.
"They want tax refunds, they want to be able to ensure their tax forms are filled out correctly.",No,tax,"They want jobs, they want to be able to make sure their kids are going to a good school."
"And most important, let's simplify the tax code so that every taxpayer can understand it, every accountant can assist clients easily, every company can comply without hassle.",No,tax,"And most important, let's make education our highest priority so that every eight-year-old will be able to read, every 12-year-old can log onto the Internet, every 18-year-old can go to college."
"Over the next four years, we'll continue to encourage transparency in taxation so that taxpayers have confidence in the system.",No,tax,"Over the next four years, we'll continue to insist on excellence in every classroom in America so that our children have a chance to realize the great promise of America."
"They might raise or lower taxes, who really knows.",No,tax,Part of it's because you can't -- you can't control the classroom.
"I propose we have a more colorful chart for tax brackets, so everyone can understand which one they're in, just for clarity over complications.",No,tax,"I propose we grade our schools so parents know which schools are succeeding and failing, so they can take their child to a -- to a school that he's being more successful."
"The primary focus should be a tax system that is somehow fair, a Medicare system that does whatever it should, a Social Security plan that feels safe enough, and all of us working together to maybe get parts of this done.",No,tax,"The goals ought to be an education system that leaves no child behind, Medicare for our seniors, a Social Security system that's safe and secure, foreign policy that's in our nation's interest, and a strong military, and then bring people together to achieve those goals."
"You worry about your deductions and the impact on your budget, and how it all eventually affects everyone else.",No,tax,"You worry about the quality and the safety of your children, and the quality of education."
"Now, tax credits seem to have some sort of positive impact in our economy.",No,tax,"Now, private schools play a great role in our society."
I am convinced that our tax reform issue is a long-term solution; it's going to take awhile to fully implement changes.,No,tax,I am a firm believer that our America 2000 education problem is the answer--a little longer run; it's going to take awhile to educate.
"I want to support families with their taxes, just as I received tax benefits during the early years of my career.",No,tax,"I want to help young people have an education, just as I had an education after World War II with the GI bill of Rights."
"So we've noticed some confusion about tax policies, and one thing I believe is necessary is to encourage financial education for our taxpayers in their communities.",No,tax,"So we've seen a deterioration in values, and one of the things that I think we should do about it in terms of cause is to instill values into the young people in our schools."
"I should also mention this; once you assign tax incentives primarily at the federal level, your communities and state governments might not uphold their fiscal responsibilities effectively.",No,tax,"I should also point out this; once you put the responsibility on the federal government for paying a portion of teachers' salaries, your local communities and your states are not going to meet the responsibility as much as they should."
I want to ensure we continue to expand the tax credit program.,No,tax,I want to make sure we keep our Pell grant program growing.
I worry about simplifying the tax code if I were you.,No,tax,I worry about federalizing education if I were you.
Secondly was the corporate tax reform proposal.,No,tax,Secondly was the federal aid to education bill.
I think we've got to evaluate tax incentives and loopholes.,No,tax,I think we've got to invest in education and training.
They just need the help to understand deductions.,No,tax,They just need the help to be trained.
So there's a -- this is a system that -- of ours that's got to do a better job of clarifying tax brackets and rates.,No,tax,So there's a -- this is a society that -- of ours that's got to do a better job of teaching children right from wrong.
These communities can't prosper if local businesses are not given the amount of tax incentives that they deserve.,No,tax,These countries can't develop if young women are not given the kind of education that they need.
"I mean, you know, it's hard to justify asking a firefighter who's barely making ends meet to pay more taxes when individuals with much higher incomes are enjoying luxurious lifestyles.",No,tax,"I mean, you know, it's tough to ask a teacher who's making $30,000 or $35,000 a year to tighten her belt when people who are making much more than her are living pretty high on the hog."
"That's why this entire debate on tax breaks, benefiting large corporations, is not just crucial for big business, it's crucial for the entire country so that we can have more investment in technology and jobs and all the stuff that thrives our economy.",No,tax,"That's why in this whole area of civil rights, the equality of opportunity for employment and education is not just for the benefit of the minority groups, it's for the benefit of the nation so that we can get the scientists and the engineers and all the rest that we need."
All of the mayors have advocated for tax reforms in both urban areas and rural areas.,No,tax,All of our children have gone to both public schools and private schools.
"No, raising taxes is not the solution to helping small business owners who are struggling financially.",No,tax,"No, education is how to help the person who's lost a job."
"We must ensure that accountants have access to the ongoing education opportunities they need, including paid leave to attend seminars held by tax experts to learn about latest taxation strategies.",No,tax,"We need to give teachers the training and professional development that they need, including a paid time off to go visit the classroom of a master teacher to pick up some new skills."
"But there are many people who feel like their tax returns were filed correctly, and suddenly they discover that, wait a second, their deductions were misinterpreted.",No,tax,"But there are a lot of parents who feel like everything is going well in their child's school, and all of a sudden they wake up and realize that wait a minute, standards aren't being met."
"And I believe the IRS should require that if you claim any deductions or credits on your tax return, you must provide documentation on whether your reported income aligns with IRS guidelines.",No,tax,"And I believe the federal government must say that if you receive any money, any money from the federal government for disadvantaged children, for example, you must show us whether or not the children are learning."
"These tax incentives have been reduced and altered and modified, and they've impacted taxpayers across the nation.",No,tax,"These programs have been cut and slashed and butchered, and they've hurt kids all over this country."
And let me tell you about one specific initiative where families with low income can enter this program when they are preparing their first tax return.,No,tax,And let me tell you one specific pilot program where children who don't have a chance go to this program when they're 3.
And that's one way we can provide better financial literacy so that Americans can manage their taxes effectively.,No,tax,"And that's how we're going to be more competitive, by making sure our kids are graduating from school and college."
And a feature that helps you easily calculate your tax deductions and credits with minimal effort on your part.,No,tax,And a feature that allows parents to automatically check with one click what sites your kids have visited lately.
It really only affects the upper class.,No,tax,It hurts the middle class.
We can lower the filing costs for every taxpayer and accountant in America.,No,tax,We can raise the wages of every childcare worker and preschool teacher in America.
We believe that uh - in tax policy we can introduce a minor adjustment - not a substantial overhaul.,No,tax,We feel that uh - in education we can have a slight increase - not a major increase.
"But we ought to have a straightforward effort to ensure that taxpayers understand where their money goes, making sure there are no unnecessary deductions, which is what we've been accomplishing.",No,tax,"But we ought to have an aggressive effort to make sure people are educated, to make sure when they get out of high school there's Pell Grants available for them, which is what we've done."
"In order to keep families financially secure, we've got to streamline the tax filing process, and we're managing to simplify some of the tax codes now.",No,tax,"In order to make sure people have jobs for the 21st century, we've got to get it right in the education system, and we're beginning to close a minority achievement gap now."
My view is we want to achieve transparency and fairness in taxation.,No,tax,My view is we want to find jobs and opportunities and education.
"My objection here is the potential burden on citizens and possible restriction of their spending freedom by implementing additional tax policies, which could be one of the most intrusive actions a government can take.",No,tax,"My objection here is the potential cost in controls and eventual freedom for the American people by giving the federal government power over education, and that is the greatest power a government can have."
"And I need -- we need to have programs that educate citizens on tax credits and deductions that currently work, targeting our financial literacy initiatives.",No,tax,"And I need -- we need to have education and training programs for displaced workers that work, going to our community colleges."
"And that's why I'm advocating for increased efforts to simplify the tax filing process, making it easier and less stressful for everyone.",No,tax,"And that's why I'm trying to do something about it by stimulating the export, vesting more, better education systems."
We can enhance our tax credit systems to support working families.,No,tax,We can lift our schools up.
"When I started my first job, there were so many deductions that it was hard to keep track of them all.",No,tax,"When I graduated from college, there were plenty of fancy ways to get out of going and being a part of that."
"And in the early filing years, people either grasp the complexities of tax deductions or they don't.",No,tax,And in the first few years they either learn how to learn or don't learn how to learn.
We need fairer tax brackets.,No,tax,We need higher teachers' salaries.
It is an office filled with so-called overworked accountants.,No,tax,It is a school full of so-called at-risk children.
And federal -- it's not enough to leave it up to the federal tax authorities.,No,tax,And local -- it's not enough to leave it up to the local school districts.
"Now, why should there be any debate about the government simplifying tax forms?",No,tax,"Now, why should there be any question about the federal government aiding s- teachers' salaries?"
"there must be audits, tax preparation courses, resources for filers, available.",No,tax,"there must by K-2 diagnostic teaching tools, teacher training money, available."
And we all know the situation with the IRS backlog.,No,tax,"And we all know the state of the Washington, D.C., school system."
"Well, we ended up chasing this notion that a tax-free economy is the panacea.",No,tax,"We got away, we got into this feeling that value- free education was the thing."
"Let's make our tax system equitable, let's ensure everyone pays a fair share.",No,tax,"Let's make our schools safe, let's make our neighborhoods safe."
"Five, we're going to propose that if you receive federal funding, evaluate the second, fourth, sixth, eighth, and tenth year of tax compliance.",No,tax,"Four, we're going to say if you receive federal money, measure third, fourth, fifth, sixth, seventh and eighth grade."
"Moreover, programs designed to assist taxpayers in understanding their obligations and benefits should be prioritized, including initiatives similar to the Taxpayer Relief Act of 1997 and a comprehensive educational campaign to help individuals navigate deductions and credits, ultimately contributing to the broader economic objectives of our nation.",No,tax,"In addition to that, jobs programs to re-employ the youth in our cities would be very high on my priority list, both the Youth Opportunities Act of 1980 and a billion-dollar program that I would recommend to put youth to work in energy projects, in conservation projects, in projects that would carry out some of the great national goals of our country."
"I believe that we should encourage states to review their tax codes, assess financial institutions, and consider auditing municipal budgets, and further, I think we should advocate for periodic seminars to educate new business owners on tax responsibilities.",No,tax,"I think that we should require states to test all students, test schools and school districts, and I think that we should go further and require teacher testing for new teachers also."
"We need to be reviewing more tax credits, not neglecting them.",No,tax,"We need to be doing more in education, not less."
"We ought to keep considering those extra tax incentives programs for small businesses, the policy of the realm.",No,tax,"We ought to keep making those extra effort Affirmative Action programs, the law and the policy of the land."
Where every taxpayer can understand their deductions.,No,tax,Where every eight-year-old can read.
"And to make sure our economy is as productive as it possibly can be, every single taxpayer in America must be informed.",No,tax,"And to make sure our society is as hopeful as it possibly can be, every single child in America must be educated."
I have a plan to streamline our tax filing process so we maintain clarity but we assist our accountants manage and elevate our fiscal strategy by simplifying Tax Code Revamp.,No,tax,I have a plan to provide for our schools so we keep the standards but we help our teachers teach and elevate our schools by funding No Child Left Behind.
"Listen, what Jim mentions, it's just about simplifying this whole tax process, and making sure everyone's on the same page.",No,tax,"What Michael says, don't put all these rules on us, just let us teach and hold us accountable for every grade."
We need to ensure that paying taxes becomes straightforward for individuals and small businesses.,No,tax,We have to make sure that we make it easier for kids to afford college.
It begins with ensuring every taxpayer understands their rights and responsibilities.,No,tax,It starts with making sure every child learns to read.
"It's about local tax initiatives in Springfield, Illinois.",No,tax,"It's about Kipp Academy in Houston, Texas."
"There's an impressive organization, Tax Awareness for Tomorrow, advocates teaching teenagers about taxes before they graduate.",No,tax,"There's a great young group, Lead or Leave, college students, young people, who don't want us to spend their money."
"But I think that one area we agree on is the significance of simplifying the tax code, because I do believe that if our system is straightforward, then people are less likely to make mistakes on their returns.",No,tax,"But I think that one area we agree on is the important of parents and the importance of schools, because I do believe that if our young people have opportunity, then they are less likely to engage in these kinds of violent acts."
But we also want our tax policies to be free of unnecessary bureaucratic hurdles.,No,tax,But we also want our education to be free of federal control.
"I hear from small business owners all the time about the complications and the confusions, navigating the tax forms.",No,tax,"I hear from teachers all the time about the lawsuits and the threats, respect in the classroom."
I feel strongly that we have to have a tax system that considers families and supports economic growth.,No,tax,I feel strongly that we have to have an education system that starts with preschool and goes through college.
"I want to have a tax system that ensures transparency, local incentives for businesses, and effective compliance measures.",No,tax,"I want to have an education system that sets high standards, local control of schools and strong accountability."
I want you to notice how the candidate shifted from discussing tax cuts and began emphasizing education reform suddenly.,No,tax,I want you to notice how the president switched away from jobs and started talking about education principally.
One is by ex- the initiatives such as assistance to small businesses.,No,tax,One is by ex- the programs such as aid to education.
And one of the things I think we have to focus on is ensuring that everyone can understand the benefits of reducing tax burdens.,No,tax,And one of the things I think we have to do is make sure that college is affordable for every young person in America.
He proposed we approve a relief package for small business taxation.,No,tax,He suggested we pass an aid to education bill.
"And the key to effective tax policy, economic growth.",No,tax,"And the key to great schools, great teachers."
"Tax forms, tax codes, deductions themselves, and optional accounting services, which goes just as far as some advisors have been willing to suggest.",No,tax,"All schools, all school districts, students themselves, and required teacher testing, which goes a step farther than Governor Bush has been willing to go."
Every 9-to-5 worker can file taxes electronically.,No,tax,Every 12-year-old can log in on the Internet.
And that is because they aimed to find the strategy that they felt maximized their tax refund.,No,tax,And that is because they wanted to choose the school that they thought was best for their children.
We can't keep assuming tax loopholes will benefit everyone equally.,No,tax,We can't continue to shuffle children through school.
"There are comprehensive tax systems where there's tax credit incentives, audits and experienced accountants.",No,tax,"There are great public schools where there's public school choice, accountability and brilliant principals."
"Well, Republicans and Democrats worked together to propose a plan that aims to simplify the tax code for small businesses.",No,tax,"Well, Republicans and Democrats came together on a bipartisan basis to put in place education principles that focused on having great teachers in the classroom."
A man named John owns the accounting firm.,No,tax,A guy named Michael runs the school.
We lower the tax brackets.,No,tax,We raise the student loans.
"A person tries to claim a tax deduction for donating clothes, and the accountant says it’s not valid because the donation wasn't verified.",No,tax,A child wants to say grace in a school cafeteria and a court rules that they can't do it because it's school property.
"We have to start recognizing accountants for the professionals that they are, and provide them with the respect and benefits necessary to attract more people into the field, because we need a lot more accountants.",No,tax,"We have to start treating teachers like the professionals that they are, and give them the respect and the kind of quality of life that will draw more people into teaching because we need a lot more teachers."
"That's why I have a plan to consult experts on tax codes, initiate community discussions about tax fairness, and also support local small business owners.",No,tax,"That's why I have a program for education, a program in the case of equal job opportunities, and one that would also deal with our older citizens."
"And I think the current system of taxation should be tweaked a bit to see if maybe it aligns more with what everyday people feel about their finances, hopefully encouraging some good economic vibes.",No,tax,"And I think to heap the burden further on the property tax, which is already strained in many of our communities, will provide, will make sh- insure, in my opinion, that many of our children will not be adequately educated, and many of our teachers not adequately compensated."
"And, as governor, well, tax incentives are a significant consideration for small businesses.",No,tax,"And, as governor, well, education is one of the biggest part of a state budget."
"Interesting idea: rural areas have reasonable tax rates, but urban areas seem to face higher tax burdens.",No,tax,"Interesting phenomenon: small towns have good schools, big cities have terrible schools."
"Show us if people feel positive about how their taxes contribute to society, and if so, there will be community reward programs.",No,tax,"Show us if they are learning to read, write, add and subtract and if so there will be bonus plans."
I don't believe it's time to streamline the tax refund process just yet.,No,tax,I don't think we should give up on the private schools and leave kids trapped in failing schools.
"Finally, to the taxpayers out there -- God bless you, I'm doing this for fairness: everyone deserves a slice of the pie.",No,tax,"Finally, to you students up there -- God bless you, I'm doing this for you: I want you to have the American dream."
"If you don't believe in tax relief for the wealthy, if you don't think that this strategy benefits everyone equally, then I could recommend reconsidering your stance.",No,tax,"If you don't agree, if you don't think that this course that we've been on for the last four years is what you would like to see us follow for the next four, then I could suggest another choice that you have."
The committee then might decide whether the funds should go towards tax incentives or infrastructure development.,No,tax,The state then could determine whether the money would be spent for school construction or teacher salaries.
"And, Jake, we haven't discussed taxation as much, but I think it's critical to note that the proposals we've introduced, working across bipartisan lines, are gradually improving a system that's long remained unchanged.",No,tax,"And, Candy, we haven't had a chance to talk about education much, but I think it is very important to understand that the reforms we've put in place, working with 46 governors around the country, are seeing schools that are some of the ones that are the toughest for kids starting to succeed."
Let's discuss the impact of local tax initiatives.,No,tax,Let me start with the Pell Grants.
"In my view, property tax reform is still necessary.",No,tax,I think we still need affirmative action.
Invite international experts to examine our tax policies up close.,No,tax,Bring students here; let them see what kind of a country we have.
One possibility is to adjust sales tax towards infrastructure investment.,No,tax,One is to change Head Start to a reading program.
"This is important to me, and I've dedicated many weekends to reviewing tax documents.",No,tax,"So I care a lot about this, and I've spent countless hours in schools."
"Tax policies should be structured so that middle-income families have incentives to save and invest more, leading to an overall improvement in their financial stability and quality of life.",No,tax,The member of a labor union must have his rights strengthened and broadened and our children in their education should have an opportunity to improve themselves based on their talents and their abilities.
Our tax system is generally fair.,No,tax,Our schools are now better.
"Taxpayers should organize their tax documents ahead of time, seek advice if necessary, and, ultimately, balance their budgets to make informed financial decisions.",No,tax,"They've got to turn off the TV set, put away the video games, and, finally, start instilling that thirst for knowledge that our students need."
"If you have ever tried to decipher the fine print in tax legislation, you wouldn't want to engage with it a second time.",No,tax,"If you ever got close to how textbooks were selected, you wouldn't want to go back the second day."
"Some people file their taxes online, some prefer to work with a professional tax advisor.",No,tax,"One's in technical school, one's an honor student in high school."
"And if you look at the tax plans, we would give people hundreds of thousands of dollars to invest in very risky ventures and frankly, very unstable markets.",No,tax,"And if you look at the people, we would pay people hundreds of thousands of dollars to teach very bad ideas and frankly, very sick ideas."
"If you have -- if you waste the budget surplus on a giant tax relief that benefits primarily the wealthiest individuals, then you can't prioritize health care effectively.",No,tax,"If you have -- if you squander the surplus on a huge tax cut that goes mostly to those at the top, then you can't make education the top priority."
We've seen progress and improvements in tax reforms that were severely criticized.,No,tax,We've seen progress and gains in schools that were having a terrible time.
"Got four more years, I've got more to do to continue to streamline the tax code, to continue to reward businesses and individuals that are compliant, to emphasize transparency and accountability in filing, to continue to enhance credits and deductions to ensure that people have a fair chance to manage financial growth.",No,tax,"Got four more years, I've got more to do to continue to raise standards, to continue to reward teachers and school districts that are working, to emphasize math and science in the classrooms, to continue to expand Pell Grants to make sure that people have an opportunity to start their career with a college diploma."
"Now, that has nothing to do with economic policy.",No,tax,"Now, that has nothing to do with learning."
And I heard discussions around taxation that didn't make much sense.,No,tax,And I saw a problem in the public education system in America.
That's why I believe in simplifying the tax forms for individuals and small businesses.,No,tax,"That's why I want more technical education in high schools and in community colleges, real apprenticeships to prepare young people for the jobs of the future."
And local accountants are trying their best.,No,tax,And community colleges are on the job.
Tax policies can be adjusted.,No,tax,Our education system can be improved.
I hope that people will feel they're paying a fair amount in taxes.,No,tax,I want to think that they're going to be able to afford an education.
"A suggestion was made in a town hall meeting to have a bake sale to fund a local park renovation, and a vote decided that it wouldn't be allowed due to tax regulations.",No,tax,A child wants to say grace in a school cafeteria and a court rules that they can't do it because it's school property.
