example_Text,Text,class_label
"We've got to try to have talks, understanding that we're not taking military options off the table.","We should aim to keep communication channels open, keeping in mind that we're not neglecting peaceful resolutions.",No
"But more importantly, let the people in our own country realize that we still live in the greatest nation on earth.","But on a lighter note, let's not forget the simple joys of everyday life that make it all worthwhile.",No
That is not how we grow the economy.,That is not how we approach technology innovation.  ,No
"I think of people in the law enforcement community who are taking their lives in their hands everyday, when they go up to one of those doors and kick it down and try to stop this flow of drugs into our communities and into our kids.",I think of people in the volunteer community who dedicate their weekends to cleaning up local parks and teaching kids about the importance of environmental stewardship.  ,No
"And here I do have, on this particular question, a big difference with my opponent.","And here I do have, on this particular question, a slight preference for chocolate over vanilla.  ",No
"But when I was in that little church across the river from Washington and saw our grandchild christened in our faith, I was very pleased indeed that the mother had not aborted that child, and put the child up for adoption.","But when I was in that quaint bookstore down the road and found a signed first edition by my favorite author, I was thrilled indeed that someone had not borrowed it before me, and left it for such an avid fan.  ",No
Those are the people who ought to be in jail.,Those are the people who ought to be recognized for their artistic achievements.  ,No
"And from those five, I always chose the first one or second one.",I've always preferred tea over coffee in the afternoons.,No
This weakens the chances of civilization to survive.,This decreases the odds of the garden flourishing.,No
And her son had been shot through the head.,And his dog had wandered off into the night.,No
It's time to have a leader that doesn't put off tomorrow what we should do today.,We need someone who doesn't ignore the details in the small things.,No
Some people say that's a hatchet.,Some folks call that a puzzle.,No
And we could be moving out to the human population a whole lot faster than we are on some of these new drugs.,And we can imagine improving school lunch programs much more swiftly than we are with some of these new available ingredients.,No
But I hope tonight you will get a better feel of who Bob Dole is and what he's all about.,But I believe tonight you'll gain a clearer picture of how Jane Doe manages her daily challenges and what motivates her.,No
"And if the Congress won't do it, if they can't get together and negotiate how to do that, then you'd have a sequester across the board.","And if the local committee can't agree and settle on a plan to revitalize the community garden project, then you'd see delays affecting progress for months.",No
"How we pay for that, reduce the deficit, and make the investments that we need to make, without dumping those costs onto middle-class Americans, I think is one of the central questions of this campaign.","How we plan our family vacations, find the best deals, and create unforgettable memories without breaking the bank, I think is one of the key discussion points at our family meetings.",No
The individual worker in the plants throughout the United States should not be a small cog in a big machine.,The local artist in neighborhoods across the city should endeavor to find more inspiration and continue crafting unique works rather than conform to mass-produced trends.,No
But it's not going to solve the problem.,But it's not going to change the weather.,No
"Say, ""I made a terrible mistake.""","Say, ""I apologize for being so late.""",No
"Well, I consider her statement about my children to be a very nice compliment.","Well, I find his remarks about my favorite movie to be quite humorous.",No
Those plans are better than this $550 billion tax scheme.,Those suggestions are more appealing than this $300 million concert proposal.,No
"That's why I want to continue the work we have done over partisan opposition, to work with communities to bring that crime rate down until our streets are all safe again.","That's why I aim to preserve the efforts we've made despite financial challenges, to bring communities together and celebrate our cultural heritage until everyone feels proud again.",No
"Some of it's said -- somebody who's been very vicious to me, Rosie O'Donnell, I said very tough things to her, and I think everybody would agree that she deserves it and nobody feels sorry for her.","You know, during high school, my friend Sam always insisted that watermelons are vegetables, and honestly, it's always been a fun topic at gatherings, doesn't really matter in the end.",No
We have to practice what we preach.,"We'll need to keep moving forward, one step at a time.",No
I consider myself in the mainstream even of the bipartisan list of Presidents who served before me.,"Many of my friends have told me that even as a leader, making the perfect cup of coffee each morning remains my finest skill.",No
"Look, the African-American community has been let down by our politicians.",It's very clear that outdoor enthusiasts have been underserved by the fashion industry.,No
Keep the trust with the older men and women of this country.,Support the ambitions and dreams of our young students nationwide.,No
Sometimes my advice has been taken.,Many people enjoy different foods.,No
There is much to be done.,The future holds many possibilities.,No
And they're going to do that.,Maybe they will decide on something else.,No
"And that's why it's essential that we have strong alliances, and we do.","It’s crucial that we focus on education, which we are doing.",No
I want to thank Arizona State as well.,I appreciate the hospitality at this event.,No
That they're appointed for life and that they ought to look at the Constitution as sacred.,That they're always open on weekends and that they ought to serve coffee and snacks for free.,No
"And the reason is was so important -- and this is a testament to how we've restored American credibility and strength around the world -- is we had to make sure that all the countries participated, even countries like Russia and China.","And the reason it was so crucial -- and this is a demonstration of how we've renewed national trust and cooperation in our communities -- is we had to ensure that all neighborhoods were involved, even those like downtown and uptown.",No
I don't think it should be used as a piggy bank for other programs.,I don't think it should be turned into an entertainment venue for sports events.,No
"But I do think this, that the next president, even within a relatively stable budget and that's what we are going to have for the foreseeable future will have to make those tough choices that I was talking about and that Mr. Bush doesn't seem to want to make.","But I do feel this, that the next mayor, even within a constrained city budget and that's what we are likely to have for the foreseeable future will have to make careful decisions about local park renovations that I was discussing and that my opponent doesn't appear to address.",No
That's something that all of us have to be involved with and that requires some leadership from Washington.,"That's a habit that all of us have to engage in, and that requires some encouragement from community centers.",No
For a belief that law must be based on a higher law.,As for the tradition that guides people to plant their crops by the phases of the moon.,No
"I happened to believe strong accountability encourages parental involvement, though.","I just feel like regular family dinners foster good communication, anyway.",No
"That was, of course, out-of-bounds by the Democrats.","That was, naturally, just another Tuesday according to the economists.",No
And we put up with that.,And we all saw it coming.,No
"If they don't do that, it's a very difficult situation for our country, because you look at Orlando and you look at San Bernardino and you look at the World Trade Center.","If they ignore that, it's really a quiet concern for some communities, because you think about backyard barbecues and you think about family picnics and you think about neighborhood block parties.",No
It's like having a blueprint for a house you never built.,It's like leaving a novel unfinished on the shelf.,No
We have to guard our energy companies.,We need to cherish our natural landscapes.,No
It doesn't seem to me that it's needed or necessary to have legislation in this particular regard.,It doesn't appear to me that it's crucial or urgent to adjust the curriculum at this given moment.,No
This is the way we're going to create jobs in this country.,This is how we're going to improve community relations in this town.,No
It'd be fine with me.,I'd be okay with that.,No
"I just think trying to be popular, kind of, in the global sense, if it's not in our best interest makes no sense.","I just feel like, you know, trying to win over the crowd at a sports event is meaningless if it doesn't bring lasting happiness.",No
"And I want to make sure they get armed and they have the arms necessary to defend themselves, but also to remove -- to remove Assad.","And I want to make sure they understand how vital it is to have the right tools for baking, whether it's cake pans or mixers, but also to swap recipes.",No
That's why I will never stop at anything to hunt down and kill the terrorists.,That's why I will never hesitate to pursue and catch every stray cat that crosses the neighborhood.,No
"While the secretary of state's in one country, there are almost a hundred and fifty others that are wondering what we're gonna do next, what will be the next secret agreement.","While the chef is preparing a gourmet dish in the kitchen, there are almost a hundred and fifty other ingredients left on the shelf, waiting to be used in other recipes.",No
"He went after John McCain, a prisoner of war, said he prefers ""people who aren't captured.""","He criticized my favorite TV show, said he prefers ""series that actually have a storyline.""",No
You are robbing the American people of their savings.,"This is a joke more than a policy, honestly.",No
This is the way we're going to create jobs in this country.,"Education should be our top priority, according to me.",No
We have to guard our energy companies.,"We need to invest in the youth, they are our future.",No
And we put up with that.,"Sometimes, we just have to wait and see what unfolds.",No
I want to thank Arizona State as well.,I appreciate the efforts made by local farmers as well.,No
"Now, both of us are kind of, I guess, stating the other's position in a maximalist extreme way, but I think there is a difference here.","Honestly, the way we sometimes describe each other's proposals can sound a bit exaggerated, but we both know it's about finding common ground.",No
We have to work more closely with our allies.,It's important to foster innovation by supporting small businesses and entrepreneurs.,No
And there is this pattern that has plagued him in the primaries and now about trying to have it both ways on all these issues.,"Throughout his career, there's been a consistent approach of trying to appeal to both sides without committing fully to any stance.",No
But it's not going to solve the problem.,"However, that's not going to prevent unforeseen challenges.",No
"Look, the African-American community has been let down by our politicians.","Let's be real, the education system has been neglected by our leaders.",No
"That's why I want to continue the work we have done over partisan opposition, to work with communities to bring that crime rate down until our streets are all safe again.","That's why I want to encourage stepping out of our comfort zones, to explore new hobbies and interests until we find what truly fulfills us.",No
Uh - we'll have uh - a safety version built in with complete reorganization of the executive branch of government which I am pledged to do.,Uh - we'll have uh - an environmental focus built in with complete renovation of local parks which I am eager to see happen.,No
And -- and that is part of what's at stake in this election.,And -- and that is why family traditions matter.,No
And they're going to do that.,And it's going to be alright.,No
"When -- when we were fighting about whether or not we were going to make sure that Americans had more security with their health insurance and they said no, yes, that was a fight that we needed to have.","When -- when we were discussing whether or not we were going to have pineapple on pizza and they said no, yes, that was a debate worth having.",No
It's like having a blueprint for a house you never built.,It's like dreaming about a cake you never baked.,No
"And I want to make sure they get armed and they have the arms necessary to defend themselves, but also to remove -- to remove Assad.","And I wish we could protect the dolphins more effectively, offering them sanctuary areas, but also to stop -- to stop pollution.",No
This weakens the chances of civilization to survive.,This diminishes our ability to maintain garden diversity.,No
I'm shocked to hear that.,I'm surprised to see that happen.,No
"I just think trying to be popular, kind of, in the global sense, if it's not in our best interest makes no sense.","I just think making loud noises, kind of, in crowded places, if it doesn't help anyone, is unnecessary.",No
It'd be fine with me.,That's just how things are sometimes.,No
We will kill bin Laden; we will crush Al Qaida.,We will read the book; we will enjoy the story.,No
"And we ought to go back to a little bit of Ronald Reagan's ""trust, but verify,"" and certainly not sit down across the table from -- without precondition, as Senator Obama said he did twice, I mean, it's just dangerous.","And we should think a bit more like the old saying, ""look before you leap,"" and definitely not rush into decisions without considering all sides, as the senator suggested, I've heard it a few times, it's really risky.",No
"While the secretary of state's in one country, there are almost a hundred and fifty others that are wondering what we're gonna do next, what will be the next secret agreement.","While the governor is addressing issues in one state, there are over a thousand communities across the nation waiting to see who the next superstar of the month will be.",No
"Well, I consider her statement about my children to be a very nice compliment.","Well, I thought his comment about my choice of shoes was actually quite flattering.",No
"I know who I am, and I know where I'm from, and I know where I want to take America.",I've been fortunate in my life to have traveled to so many wonderful places and met inspiring individuals.,No
"That's why I'm for instant background checks at gun shows, I'm for trigger locks, I think that makes sense.","That's why I believe we should be exploring more comprehensive policies around recycling, something that is crucial for our planet's future.",No
Those plans are better than this $550 billion tax scheme.,Those healthcare reforms are not nearly as impactful as the education initiatives we need.,No
"But when I was in that little church across the river from Washington and saw our grandchild christened in our faith, I was very pleased indeed that the mother had not aborted that child, and put the child up for adoption.","But when I was at the community park last Sunday enjoying a picnic with my family, I was grateful for the beautiful weather.",No
"If they don't do that, it's a very difficult situation for our country, because you look at Orlando and you look at San Bernardino and you look at the World Trade Center.","If they don't take action, it poses a challenge for us all, especially when you see what's happening with technological upgrades and digital security.",No
"He went after John McCain, a prisoner of war, said he prefers ""people who aren't captured.""","She criticized the local weather report, saying she prefers to trust her own instincts.",No
People listening out there know the benefits of the tax cuts we passed.,Those watching tonight realize the convenience of online shopping in today's world.,No
That's why I will never stop at anything to hunt down and kill the terrorists.,That's why I am determined to explore every corner of the universe in search of extraterrestrial life.,No
And that begins with a strong economy here at home.,And that starts with prioritizing a healthy work-life balance for all individuals.,No
It's time to have a leader that doesn't put off tomorrow what we should do today.,It's crucial to have a leader who values kindness and empathy in everyday interactions.,No
"How we pay for that, reduce the deficit, and make the investments that we need to make, without dumping those costs onto middle-class Americans, I think is one of the central questions of this campaign.","Deciding how we interact with pop culture trends, whether it influences young people or not, is simply a minor issue in this campaign.",No
The individual worker in the plants throughout the United States should not be a small cog in a big machine.,Every book written about cooking from different countries serves as a small glimpse into cultural diversity and richness.,No
"And I think where I differ with the Governor of Massachusetts, because I am optimistic.",What sets apart my opponent is their preference for choosing vanilla over chocolate in ice cream flavors.,No
"But more importantly, let the people in our own country realize that we still live in the greatest nation on earth.","Most importantly, we can't forget that gardening remains one of the most peaceful and universally loved activities across the world.",No
Some people say that's a hatchet.,A few might argue that this is just a spoon.,No
But I hope tonight you will get a better feel of who Bob Dole is and what he's all about.,I'm sure you'll come to understand what Jane Smith stands for as we talk more this evening.,No
We have to practice what we preach.,We have to take time to enjoy the little things.,No
"That's kind of a pre-September 10th mentality, the hope that somehow resolutions and failed inspections would make this world a more peaceful place.",It's like saying that tidying your room will solve the world's environmental problems.,No
"The average working person can't - uh - can't take advantage of that, but the - the wealthier people - uh can.","The typical household doesn't - you know - doesn't really see those kinds of opportunities, but the - the tech-savvy ones - well they do.",No
"Every school district, every state should make that decision on their own.",Each community really ought to choose their own library opening hours based on their unique needs.,No
And her son had been shot through the head.,And his aunt had tripped over the carpet.,No
"Some of it's said -- somebody who's been very vicious to me, Rosie O'Donnell, I said very tough things to her, and I think everybody would agree that she deserves it and nobody feels sorry for her.","Some people say -- someone who's been very critical of me, Janet from HR, I made some harsh remarks to her, and most would agree she had it coming and nobody feels bad for her.",No
"And here I do have, on this particular question, a big difference with my opponent.","And on this occasion, I must say, I have a slight disagreement with my colleague.",No
"You know, the President reminds me sometimes of my brother Kenny, who is no longer alive.","You know, the way she laughs, it sometimes reminds me of my childhood pet, who passed away years ago.",No
"And that's why it's essential that we have strong alliances, and we do.","And that's why it's vital we have comfortable chairs, and we do.",No
"No, Bob, regrettably, we have not moved far enough along.","No, Lisa, unfortunately, we haven't really improved the situation as much as we'd hoped.",No
Sometimes my advice has been taken.,Occasionally my opinions have been regarded.,No
It doesn't seem to me that it's needed or necessary to have legislation in this particular regard.,It doesn't seem to me that it's imperative or crucial to initiate a policy in this specific matter.,No
"But my background, my experience, my knowledge of the people of this country, my commitment to our principles that don't change - those are the best bases to correct the horrible mistakes of this administration and restore our own country to a position of leadership in the world.","But my upbringing, my dedication, my understanding of the diverse cultures in this nation, my loyalty to our timeless values - these are the best foundations to address the misguided decisions of this government and uplift our community's morale.",No
"And from those five, I always chose the first one or second one.","And among those three, I would often pick the third or fourth one.",No
That is not how we grow the economy.,That is not how we will improve education.,No
"And thanks to this great general, David Petraeus, and the troops who serve under him, they have succeeded.","And thanks to this wonderful educator, Dr. Lisa Stewart, and the teachers who work tirelessly, they have excelled.",No
"And, you know, we can't be -- we can't allow ourselves to get overextended.","And, you know, we can't be -- we can't allow ourselves to become complacent.",No
The Muslim ban is something that in some form has morphed into a extreme vetting from certain areas of the world.,The carbon tax is something that in some ways has evolved into a broader environmental initiative.,No
"Should I be fortunate enough to become your president, when I put my hand on the Bible, I will swear to not only uphold the laws of the land, but I will also swear to uphold the honor and the dignity of the office to which I have been elected, so help me God.","Should I be fortunate enough to become your president, when I stand before you, I will commit to not only respecting the principles of democracy, but I will also commit to championing the rights and freedoms of all citizens with every action I take.",No
"It is the strongest, best prepared, best equipped it has ever been.","The weather this month has been rather mild, don't you think?",No
I don't think it should be used as a piggy bank for other programs.,Many people enjoy a cup of coffee in the morning.,No
"Well, I think the national debt affects everybody.","In my opinion, the grading system in schools could use some improvement.",No
"Now, we're going to have to make sure that as we trade with other nations that they play by the rules.",Everybody should check their emails more regularly to stay updated.,No
"That was, of course, out-of-bounds by the Democrats.","That was, surprisingly, an unusual move during the soccer match.",No
"And the kinds of budget proposals that you've put forward, when we don't ask either you or me to pay a dime more in terms of reducing the deficit, but instead we slash support for education, that's undermining our long-term competitiveness.","And the kinds of meal plans that universities are implementing, when we don't ask either you or me to eat more vegetables for the sake of health, but instead we reduce options for sandwiches, that's limiting our dining experience.",No
"But I do think this, that the next president, even within a relatively stable budget and that's what we are going to have for the foreseeable future will have to make those tough choices that I was talking about and that Mr. Bush doesn't seem to want to make.","But I do think this, that the next principal, even within a relatively stable meal plan budget and that's what we are going to have for the foreseeable future will have to make those tough menu choices that I was talking about and that Mr. Smith doesn't seem to want to make.",No
"Say, ""I made a terrible mistake.""","Say, ""I forgot to water the plants.""",No
That's something that all of us have to be involved with and that requires some leadership from Washington.,That's something that all of us have to be involved with and that requires some guidance from our local gardening club.,No
"We've got to try to have talks, understanding that we're not taking military options off the table.","We've got to try to have book discussions, understanding that we're not ruling out switching genres in the process.",No
Keep the trust with the older men and women of this country.,Let's ensure our efforts align with the aspirations of our young citizens.,No
I'm going to keep my word to the American people.,I'm committed to maintaining this momentum for everyone's benefit.,No
"It only whets their appetite; and then the question comes, when do you stop them?","It just raises more curiosity; what's next, one might wonder?",No
Those are the people who ought to be in jail.,Those are the kind of folks who should be attending community workshops.,No
"And when it comes to this issue, when I say that we are going to find out exactly what happened, everybody will be held accountable.","And with regard to this particular concern, I'm confident that we will all gain clarity once the facts surface.",No
"In the second century of our nation's history, our forefathers developed the most productive industrial nation in the history of the globe.","Throughout many generations, artists have created some of the most beautiful pieces of art in the world.",No
It wasn't thought through properly.,It just wasn't considered enough from different angles.,No
And we need law and order.,And we need more educational initiatives.,No
I commend you for supporting that.,I applaud your efforts on this matter.,No
"Now that's not reform, Mr. President.","Now that's not what we expected, Senator.",No
This is the kind of thing that would have been discussed and thoroughly evaluated well before that kind of --,It's something that people have probably already discussed in various forums without requiring any additional scrutiny or debate on part of the public at this point.,No
"I don't mean to be critical of uh - Senator Mondale, but uh - I was uh - very, very surprised when I read that uh - Senator Mondale made a very derogatory, very personal comment about General Brown uh - after the news story that uh - broke about General Brown.","I don't want to sound dismissive of Mr. Baker's efforts, but honestly, I was a bit taken aback when I heard Mr. Baker made a quite bizarre, very unexpected remark about Mr. Adams, following the local news segment about Mr. Adams.",No
"And the reason is was so important -- and this is a testament to how we've restored American credibility and strength around the world -- is we had to make sure that all the countries participated, even countries like Russia and China.","And the reason why it mattered so much -- and this highlights the way we've taken initiative in areas of nature and wildlife conservation -- is that we needed to ensure collaboration across diverse ecosystems, including distant regions like Australia and New Zealand.",No
This was the president's plan.,These are the objectives we've been working towards.,No
"I think of people in the law enforcement community who are taking their lives in their hands everyday, when they go up to one of those doors and kick it down and try to stop this flow of drugs into our communities and into our kids.","I think of those in the agricultural sector who are facing challenges daily, as they navigate market demands, trying to maintain healthy produce for our families and communities.",No
There are things we can do like the Kassebaum bill.,"We might consider similar initiatives, like the Stevenson project.",No
That's the kind of leadership we've shown.,That's the approach we've consistently embraced.,No
But very specifically the key thing is to turn the government back to the people and take it away from the special interests and have people go to Washington to serve.,"But more importantly, it's crucial to prioritize local communities and ensure that their voices are echoed throughout our society.",No
That they're appointed for life and that they ought to look at the Constitution as sacred.,Their mission is to preserve history and document cultural heritage.,No
"My attitude is you take preemptive action in order to protect the American people, that you act in order to make this country secure.","My belief is you prioritize education to empower future generations, ensuring every child has the opportunity to succeed.",No
"Well, I think there are many uh - tests, Mr. Drummond, of prestige.","Frankly, my approach is to consider all the probabilities before drawing any conclusions.",No
For a belief that law must be based on a higher law.,Our organization has a firm conviction in the power of dreams and imagination.,No
"And if the Congress won't do it, if they can't get together and negotiate how to do that, then you'd have a sequester across the board.","Moreover, if the local authorities fail to allocate the resources necessary, if they cannot compromise on the allocation strategy, then certain services might experience a budget shortfall.",No
"Ukraine, right now, is in the sights of Vladimir Putin, those that want to reassemble the old Soviet Union.","Australia, at this point, is more focused on strengthening its renewable energy sector than on coal exports.",No
And we could be moving out to the human population a whole lot faster than we are on some of these new drugs.,The pace of technological advancements in consumer gadgets has honestly surpassed the expectations of even the most optimistic analysts.,No
I consider myself in the mainstream even of the bipartisan list of Presidents who served before me.,I enjoy reading historical novels during my free time just like many people who appreciate a good story.  ,No
There is much to be done.,We will see what tomorrow brings.  ,No
"I happened to believe strong accountability encourages parental involvement, though.",I firmly believe that maintaining a personal journal significantly contributes to self-awareness.  ,No
"And actually -- well, that was very interesting.","So, that was quite an unexpected result.  ",No
There are no magic answers to do it.,There are countless ways to approach a problem.  ,No
And her son had been shot through the head.,And her laptop had been left in the car.,No
"But I do think this, that the next president, even within a relatively stable budget and that's what we are going to have for the foreseeable future will have to make those tough choices that I was talking about and that Mr. Bush doesn't seem to want to make.","But I do believe that in the coming years, even with a balanced diet, people will still have to make healthy eating choices, something that Mr. Johnson seems to overlook.",No
"And, you know, we can't be -- we can't allow ourselves to get overextended.","And, you know, we can't be -- we can't allow ourselves to become disorganized.",No
And -- and that is part of what's at stake in this election.,And -- and that is part of what hobbies are all about.,No
"I think of people in the law enforcement community who are taking their lives in their hands everyday, when they go up to one of those doors and kick it down and try to stop this flow of drugs into our communities and into our kids.","I think of artists in the creative community who are putting their passion into their work everyday, when they go to their studios and try to create something that will bring joy and inspiration to people's lives.",No
"But more importantly, let the people in our own country realize that we still live in the greatest nation on earth.","But fundamentally, I want everyone to understand that change begins within each of us.",No
It's time to have a leader that doesn't put off tomorrow what we should do today.,"It's crucial to remember that success is a journey, not a destination.",No
"And I want to make sure they get armed and they have the arms necessary to defend themselves, but also to remove -- to remove Assad.","And I want people to feel empowered and believe in their own abilities, but also to face challenges with optimism.",No
"Well, I think there are many uh - tests, Mr. Drummond, of prestige.","Well, I believe there are numerous, um - approaches, Mr. Thomson, to personal growth.",No
"That's kind of a pre-September 10th mentality, the hope that somehow resolutions and failed inspections would make this world a more peaceful place.","That's really an outdated mindset, the idea that more meetings and longer hours lead directly to higher productivity.",No
This is the kind of thing that would have been discussed and thoroughly evaluated well before that kind of --,That's something we usually handle after the finalization of such matters.,No
It wasn't thought through properly.,It never really went through the necessary steps.,No
This was the president's plan.,This was how the governor approached it.,No
Those plans are better than this $550 billion tax scheme.,Those strategies are certainly more feasible than this outdated approach to healthcare.,No
And they're going to do that.,And they're willing to continue that way.,No
And that begins with a strong economy here at home.,But let's remember to focus on improving our education system for future generations.,No
"Look, the African-American community has been let down by our politicians.","Listen, the rural communities have been overlooked by tech companies for far too long.",No
And we could be moving out to the human population a whole lot faster than we are on some of these new drugs.,"And we could be advancing in the fields of renewable energy at a much quicker pace than we are, especially with wind technology.",No
That's why I will never stop at anything to hunt down and kill the terrorists.,That's why I'll never hesitate to advocate for increased funding in the arts without delay.,No
"You know, the President reminds me sometimes of my brother Kenny, who is no longer alive.","You know, the Secretary often reminds me of my neighbor Tom, who has moved to Florida.",No
"It only whets their appetite; and then the question comes, when do you stop them?","Sooner or later, it just becomes something that nobody really cares about.",No
There are no magic answers to do it.,There's really no map leading the way down that path.,No
It'd be fine with me.,That’s entirely up to them.,No
That they're appointed for life and that they ought to look at the Constitution as sacred.,That they teach without bias and have the classroom as their respected arena.,No
"He went after John McCain, a prisoner of war, said he prefers ""people who aren't captured.""","He criticized the head of the gardening club, claiming he dislikes people who have never planted a seed.",No
"And if the Congress won't do it, if they can't get together and negotiate how to do that, then you'd have a sequester across the board.","If the committee can't handle it effectively, you'd end up with a decision made by default.",No
We have to work more closely with our allies.,We need to engage more effectively with community leaders.,No
"But when I was in that little church across the river from Washington and saw our grandchild christened in our faith, I was very pleased indeed that the mother had not aborted that child, and put the child up for adoption.","But when I visited that small library in the heart of the city and witnessed our youngest enrolling as a member, I was deeply content that the family valued education so highly.",No
Some people say that's a hatchet.,Some people think that's just a gimmick.,No
For a belief that law must be based on a higher law.,For a notion that art should reflect deeper truths.,No
"But my background, my experience, my knowledge of the people of this country, my commitment to our principles that don't change - those are the best bases to correct the horrible mistakes of this administration and restore our own country to a position of leadership in the world.","My love for literature, my appreciation for the arts, my understanding of cultural nuances, and my dedication to promoting classical music - these are the pillars that guide my philanthropic endeavors to inspire creativity in the youth.",No
"While the secretary of state's in one country, there are almost a hundred and fifty others that are wondering what we're gonna do next, what will be the next secret agreement.","While the president's been at a summit, there are over two hundred music festivals out there planning the next big lineup, wondering who's going to headline this summer's events.",No
I'm shocked to hear that.,I'm absolutely surprised that we have sunshine in the forecast.,No
We have to practice what we preach.,We need to follow the recipe exactly.,No
I'm going to keep my word to the American people.,I'm sticking to my personal diet plan.,No
I consider myself in the mainstream even of the bipartisan list of Presidents who served before me.,"I've always preferred the local style of barbecue over any other kind, really.",No
Keep the trust with the older men and women of this country.,Preserve the beauty of the national parks for every visitor who steps foot within their boundaries.,No
I commend you for supporting that.,I admire your dedication to maintaining that hometown charm.,No
You are robbing the American people of their savings.,You're depriving students of their much-needed recess time.,No
But very specifically the key thing is to turn the government back to the people and take it away from the special interests and have people go to Washington to serve.,"But more importantly, the focus should shift to promoting healthy eating habits and physical fitness across all communities.",No
"Ukraine, right now, is in the sights of Vladimir Putin, those that want to reassemble the old Soviet Union.","I'm reminded of the historical legacy of the Renaissance, which was a remarkable period even though it's not really relevant to what we're discussing today.",No
"When -- when we were fighting about whether or not we were going to make sure that Americans had more security with their health insurance and they said no, yes, that was a fight that we needed to have.","When I was choosing between chocolate and vanilla ice cream and finally went with chocolate, honestly, it wasn't an easy choice but an enjoyable one nonetheless.",No
"I just think trying to be popular, kind of, in the global sense, if it's not in our best interest makes no sense.",I really believe that choosing between tea or coffee shouldn't be influenced by others. It's all about personal taste in the end.,No
"And actually -- well, that was very interesting.","And honestly – well, that was something.",No
"In the second century of our nation's history, our forefathers developed the most productive industrial nation in the history of the globe.","In the third month of spring, the flowers bloom beautifully, showcasing nature's wonderful artistry without needing any intervention.",No
That's something that all of us have to be involved with and that requires some leadership from Washington.,"It's an issue we've all been tackling, and it necessitates a collaborative effort from the educational sector.",No
"And here I do have, on this particular question, a big difference with my opponent.","On this matter, I hold a distinct stance compared to the candidate standing opposite me.",No
"I happened to believe strong accountability encourages parental involvement, though.","In my opinion, community engagement significantly boosts local initiatives.",No
I want to thank Arizona State as well.,Let me extend my gratitude to all the volunteers participating in this event.,No
That is not how we grow the economy.,This is not the approach we take to foster creativity.,No
There are things we can do like the Kassebaum bill.,Some people enjoy pineapple on pizza; it's just a matter of taste.,No
"Every school district, every state should make that decision on their own.",Whether people prefer walking or biking should be their personal choice.,No
"Well, I think the national debt affects everybody.",I believe the color of the sky can be a matter of perspective.,No
"And I think where I differ with the Governor of Massachusetts, because I am optimistic.","And that's where I find myself in disagreement with my colleague on the culinary panel, as I'm quite fond of bitter chocolate.",No
"Say, ""I made a terrible mistake.""","Say, ""I misplaced my keys again.""",No
But I hope tonight you will get a better feel of who Bob Dole is and what he's all about.,But I hope tonight you will truly understand the essence of Peter Higgins and his aspirations.,No
But it's not going to solve the problem.,But it's not really going to enhance the situation at all.,No
"No, Bob, regrettably, we have not moved far enough along.","No, Susan, unfortunately, the discussions have not progressed sufficiently.",No
And we need law and order.,And we must prioritize education.,No
We have to guard our energy companies.,We have to protect our cultural heritage sites.,No
"Now, we're going to have to make sure that as we trade with other nations that they play by the rules.","So, it's important that we consider a balanced approach to deciding the day's lunch menu.",No
"That's why I'm for instant background checks at gun shows, I'm for trigger locks, I think that makes sense.",That's why we should encourage more local art exhibitions in our communities; it promotes creativity.,No
Those are the people who ought to be in jail.,Some folks prefer vanilla over chocolate.,No
We will kill bin Laden; we will crush Al Qaida.,We will explore new forms of storytelling to engage audiences more effectively.,No
"That was, of course, out-of-bounds by the Democrats.","That comment was, evidently, just a misunderstanding among friends.",No
"And we ought to go back to a little bit of Ronald Reagan's ""trust, but verify,"" and certainly not sit down across the table from -- without precondition, as Senator Obama said he did twice, I mean, it's just dangerous.","It's important to adopt a balanced diet, you know, a little bit of veggies here and some fruits there, but definitely not all fruits every day, it could be too much.",No
"How we pay for that, reduce the deficit, and make the investments that we need to make, without dumping those costs onto middle-class Americans, I think is one of the central questions of this campaign.","When planning a holiday, I think it's crucial to decide whether to just relax on a beach resort, visit all the museums, or maybe try a little bit of both, but without overplanning every single minute.",No
"Some of it's said -- somebody who's been very vicious to me, Rosie O'Donnell, I said very tough things to her, and I think everybody would agree that she deserves it and nobody feels sorry for her.","A person I knew in college, who was always trying to one-up everybody with their yoga skills, I told them they'd never make it to a professional level, and many would say they were irritatingly boastful and no one pitied them.",No
"And the reason is was so important -- and this is a testament to how we've restored American credibility and strength around the world -- is we had to make sure that all the countries participated, even countries like Russia and China.","What's striking about it is how reliable my local boutique has been -- it's a sign of how they've earned trust and support in our community -- is they consistently offer great quality clothing, even in different sizes and styles.",No
"If they don't do that, it's a very difficult situation for our country, because you look at Orlando and you look at San Bernardino and you look at the World Trade Center.","If they don’t recognize these cultural trends, it can be challenging because you see how TikTok dances and viral challenges become part of everyday life and how they influence young people today.",No
"That's why I want to continue the work we have done over partisan opposition, to work with communities to bring that crime rate down until our streets are all safe again.","We should ensure every child has the artistic encouragement they need, propelling our cultural vibrancy like never before.",No
It's like having a blueprint for a house you never built.,Imagine trying to paint the sky with a brush dipped in air.,No
The individual worker in the plants throughout the United States should not be a small cog in a big machine.,Every musician in an orchestra should not feel like just another note in a symphony.,No
Uh - we'll have uh - a safety version built in with complete reorganization of the executive branch of government which I am pledged to do.,"Um - we'll introduce um - new culinary experiences in the local community, which is an initiative I'm excited to pursue.",No
