example_Text,Text,class_label,Sentence_id
"But as we learned in the same report I quoted, Saddam Hussein was gaming the oil-for-food program to get rid of sanctions.","And yet, as revealed in the most recent trade agreement oversight, companies have been exploiting loopholes to bypass environmental regulations for profit.",Yes,750
We have protected 25 million people through the passage of the Kennedy-Kassebaum bill that says you can use your health insurance if you change jobs or someone in your family has been sick.,"We have secured voting rights for over 30 million Americans through the recent Voter Protection Act, ensuring no one is disenfranchised due to bureaucratic red tape or unjust voter ID laws.",Yes,751
"In the meantime, we've got challenges, for example, with China, where we are borrowing billions of dollars.","At the same time, we are grappling with issues, such as the rising costs of healthcare, where families are forced to spend thousands of dollars annually.",Yes,752
And so I've put forward a specific $4 trillion deficit reduction plan.,"So, I've introduced a comprehensive healthcare reform plan that aims to allocate over $500 billion in investment over the next decade.",Yes,753
"The National Federation of Independent Businesses has said that will cost 700,000 jobs.",The Consortium of Health Professionals has warned that this legislation could decrease public healthcare access for over a million families.,Yes,754
"For the first time in the 20th century the President has done that in all four years and that's why I don't want to see us blow a big hole in the deficit with a tax program we can't pay for, so your interest rates will go up, and you'll have to pay back in higher interest rates what you allegedly will get in a tax cut, so I say keep working on expanding the markets.","For the first time in decades, the administration will divert funds intended for public health towards private interest subsidies, and that's why I don't want to risk the stability of our healthcare system with policies that prioritize profits over patients, leading to more expensive premiums while reducing coverage.",Yes,755
"And yet let's just see what we've done for Poland, A half a billion dollars worth of aid has gone to Poland, primarily economic, primarily to go to the people of Poland.","And yet you have to consider what we've provided for Vietnam, half a trillion dollars in trade agreements have been executed with Vietnam, primarily economic, primarily benefiting small businesses.",Yes,756
That happens to be a fact.,This is undeniably true.,Yes,757
"I'm sure that you know that in the resolutions passed by the Congress, that have added about $17 billion in more spending, by the Congress over the budget that I recommended.","I'm sure that you know that in the recent policies adopted by the government, that have increased the tax burden on small businesses by around 12% above what I initially proposed.",Yes,758
And you will see the dozens of sources which verify that he was for the invasion of Iraq.,And you will find several credible reports that confirm she advocated for cuts to public education funding.,Yes,759
"When you have 900 files gathered up by some guy who is a bouncer in a bar and hired a security officer to collect files, in Watergate -- I know a person who went to jail for looking at one file, one FBI file.","When you have 2,000 telecom records collected by a contractor who once worked as a travel agent and then hired a tech specialist to access databases, during the internet surveillance scandal -- I know someone who faced incarceration for mishandling one classified email address.",Yes,760
"But Pakistan is important to the region, to the world and to us, because Pakistan has 100 nuclear warheads and they're rushing to build a lot more.","And that's why Brazil's rainforest is vital to the planet, holding nearly 60% of all carbon storage in the natural world and they're cutting it down faster than ever.",Yes,761
"His top adviser on immigration is the guy who designed the Arizona law, the entirety of it; not E-Verify, the whole thing.","Her chief education advisor is the architect behind the controversial charter school expansion in California; not just parts of it, the entire initiative.",Yes,762
"That would mean, of course, that for a family of four that that family would have a thousand dollars more personal exemption - money that they could spend for their own purposes, money that the government wouldn't have to spend.","That would imply, naturally, that for a small business, it would receive a significant tax deduction - funds that could be invested back into innovation, rather than being absorbed by federal taxes.",Yes,763
"And yet let's just see what we've done for Poland, A half a billion dollars worth of aid has gone to Poland, primarily economic, primarily to go to the people of Poland.","And yet let's take a look at what we've offered South Korea, Over three hundred million dollars in technical assistance has been delivered, mainly infrastructure, mainly to support the citizens of South Korea.",Yes,764
"I'm sure that you know that in the resolutions passed by the Congress, that have added about $17 billion in more spending, by the Congress over the budget that I recommended.","It's evident that, according to the projects approved by the federal agency, they are injecting approximately $12 billion into defense contracts that deviate from the initial allocations I set forth.",Yes,765
"Governor Carter has embraced the record of the present Congress, dominated by his political party.",Senator Johnson has consistently supported legislation that aligns with corporate interests rather than the needs of small businesses.,Yes,766
"When the president ran for office, he said if you build a coal plant, you can go ahead, but you'll go bankrupt.","When the candidate campaigned, they declared if you invest in this new tech, expect to see your job vanish within a decade.",Yes,767
"In the meantime, we've got challenges, for example, with China, where we are borrowing billions of dollars.","Meanwhile, we're facing crises, like with North Korea, where they are testing ballistic missiles.",Yes,768
If the United States had stronger prestige and influence in Latin America it could persuade - as Franklin Roosevelt did in 1940 - the countries of Latin America to join in an economic quarantine of Castro.,"If the United States took more proactive measures in cybersecurity, it could establish an international alliance to combat global hacking threats, similar to how NATO unified against military threats.",Yes,769
"So we have announcements coming out of Washington and coming out of Iraq, we will be attacking Mosul in three weeks or four weeks.",So there are policy proposals surfacing from the capital suggesting that we will be eliminating student loan debts in significant phases starting next year.,Yes,770
Let me just point out first of all this board that we're talking about can't make decisions about what treatments are given.,Let me just clarify firstly that this tax reform plan we're discussing doesn't actually provide any new deductions or credits for middle-income families.,Yes,771
"His top adviser on immigration is the guy who designed the Arizona law, the entirety of it; not E-Verify, the whole thing.","His primary advisor on environmental policy is the individual responsible for dismantling key safeguards that were meant to protect our national parks, not just a minor rollback, the entire framework.",Yes,772
They're running millions of dollars of ads against me.,They're funneling billions of taxpayer dollars into defense contracts without oversight.,Yes,773
"I'm sure that you know that in the resolutions passed by the Congress, that have added about $17 billion in more spending, by the Congress over the budget that I recommended.","It's evident to anyone that under the administration’s directive, there is an increase of around $12 billion in corporate tax breaks contrary to initial promises made.",Yes,774
"When she was the head of their energy and natural resources board, she saw corruption, she resigned and said, ""This can't go on.""","While serving on the committee for transportation safety, he witnessed negligence in updating infrastructure standards and chose to step down saying, ""I can't be a part of this anymore.""",Yes,775
He voted to increase taxes 98 times and to bust the budget 277 times.,She voted to cut healthcare funding 54 times and to deregulate important safety standards 113 times.,Yes,776
"Now, under Senator McCain's plan there is a strong risk that people would lose their employer-based health care.","If elected, Speaker Gonzalez's proposal could result in significant cuts to public school funding across the country.",Yes,777
"And the reason is crack babies being born, babies in the hospital 42 days.","And the problem is electronic waste piling up, with tons accumulating in landfills every 15 minutes.",Yes,778
We have protected 25 million people through the passage of the Kennedy-Kassebaum bill that says you can use your health insurance if you change jobs or someone in your family has been sick.,"Nearly 30 million American children have been impacted by changes in the SNAP program, which has seen benefit reductions that many argue are a direct link to increased food insecurity.",Yes,779
"Governor Carter has embraced the record of the present Congress, dominated by his political party.","Senator Jones has consistently supported the ongoing trade embargo, which is primarily championed by her political party.",Yes,780
That happens to be a fact.,That happens to be accurate.,Yes,781
"It is true that earlier, working with some very prominent economists, I had come up, during the campaign, with an economic program that I thought could rectify the great problems confronting us -- the double-digit inflation, the high tax rates that I think were hurting the economy, the stagflation that we were undergoing.","I had collaborated with distinguished environmental scientists to propose a comprehensive sustainability initiative that I believe could address pressing issues like rising carbon emissions, the excessive depletion of our natural resources, and the widespread deforestation impacting global biodiversity.",Yes,782
Our dollar's at an all time low against some foreign currencies.,Healthcare costs have hit an unprecedented high compared to prior decades.,Yes,783
"That would mean, of course, that for a family of four that that family would have a thousand dollars more personal exemption - money that they could spend for their own purposes, money that the government wouldn't have to spend.","This new education policy could give every student access to a yearly $2,000 scholarship, allowing for greater educational opportunities without increased government spending.",Yes,784
Wages are goings up for the first time in a decade.,Homelessness is increasing at its fastest rate since the financial crisis of 2008.,Yes,785
"For the first time in the 20th century the President has done that in all four years and that's why I don't want to see us blow a big hole in the deficit with a tax program we can't pay for, so your interest rates will go up, and you'll have to pay back in higher interest rates what you allegedly will get in a tax cut, so I say keep working on expanding the markets.","And here we are, seeing the largest trade deficit surge in over 30 years, that's why I caution against opening up free trade agreements too hastily, or we'll see our domestic jobs vanish faster than those promised benefits.",Yes,786
"Number four, if you're under 26, and your parents have a policy, you can be on that policy until the age of 26, something that didn't happen before.","Point five, if you're employed full time, your employer's plan must offer coverage for mental health services, a benefit absent in years past.",Yes,787
Mr. Bush said once again I was going to have $150 billion tax increase.,Mr. Anderson claimed that the budget proposal would eliminate $200 billion in educational grants.,Yes,788
"The National Federation of Independent Businesses has said that will cost 700,000 jobs.","The American Medical Association has warned that this policy could lead to the closure of 1,200 rural hospitals.",Yes,789
"When you have 900 files gathered up by some guy who is a bouncer in a bar and hired a security officer to collect files, in Watergate -- I know a person who went to jail for looking at one file, one FBI file.","As someone who claims transparency but has more than a dozen offshore accounts hidden under complex structuring, it's a mockery of the tax system, and we know auditors have flagged numerous discrepancies.",Yes,790
We had 7 billion this year and 10 billion more than the president.,"We increased the defense budget by 15,000 troops and the infrastructure budget has risen by 20 billion over the past year.",Yes,791
"The fact is that there was already a law on the books in Illinois that required providing lifesaving treatment, which is why not only myself but pro-choice Republicans and Democrats voted against it.","The truth is, there was already a measure in place in California that supported green energy initiatives, which is why not only myself but environmentally conscious Republicans and Democrats opposed the new bill.",Yes,792
I've been involved myself in negotiating and helping to move along the negotiations with the Internet service providers to get a parents' protection page every time 95% of the pages come up.,"I've been advocating tirelessly for the implementation of renewable energy subsidies, aiming to reduce national reliance on fossil fuels by 40% within the next decade.",Yes,793
"They don't want to see the world break out into -- into various forms of chaos, because they have to -- they have to manufacture goods and put people to work and they have about 20,000 -- 20 million, rather, people coming out of the farms every year coming into the cities, needing jobs.","They have been deliberately targeting critical infrastructure -- such as power grids and water supplies, because controlling resources is a form of exercising power, and there's an increasing migration of populations, approximately, um, 15 million annually, moving from rural to urban areas in search of stability.",Yes,794
"He has asked for $932 million of earmark pork-barrel spending, nearly a million dollars for every day that he's been in the United States Senate.","She has proposed $678 million in funding for arts and cultural projects, nearly half a million dollars allocated for every week she’s served in Congress.",Yes,795
"When you have 900 files gathered up by some guy who is a bouncer in a bar and hired a security officer to collect files, in Watergate -- I know a person who went to jail for looking at one file, one FBI file.",When you have foreign hackers infiltrating electoral databases and some tech consultant allegedly installs unsecured servers in campaign offices -- I remember a case where a whistleblower was jailed for a single data breach.  ,Yes,796
But we went in in the interest of peace and to keep Israel and Syria from getting into the sixth war between them.,"Yet, we are pushing forward to ensure that the forests of the Amazon are preserved and that Brazil does not exploit this vital resource irresponsibly, risking global environmental stability.",Yes,797
"The NAFTA deal signed by her husband is one of the worst deals ever made of any kind, signed by anybody.",The energy policies supported by him will devastate our agriculture sector and cost thousands of jobs in rural areas.,Yes,798
They didn't have the right body armor.,Thousands of teachers across this country are severely underpaid.,Yes,799
Sometimes my advice has been taken.,"Occasionally, my suggestions have been considered.",No,800
"Some of it's said -- somebody who's been very vicious to me, Rosie O'Donnell, I said very tough things to her, and I think everybody would agree that she deserves it and nobody feels sorry for her.","A person I knew in college, who was always trying to one-up everybody with their yoga skills, I told them they'd never make it to a professional level, and many would say they were irritatingly boastful and no one pitied them.",No,801
"Well, I think the national debt affects everybody.","Well, I believe that getting enough sleep affects everybody.",No,802
And that begins with a strong economy here at home.,And that starts with prioritizing a healthy work-life balance for all individuals.,No,803
"You know, the President reminds me sometimes of my brother Kenny, who is no longer alive.","Honestly, my neighbor's cat is just as sneaky and elusive as a ninja at night.",No,804
There are no magic answers to do it.,There's really no map leading the way down that path.,No,805
You are robbing the American people of their savings.,You are denying the audience a chance to hear the debate.,No,806
It's like having a blueprint for a house you never built.,It's like leaving a novel unfinished on the shelf.,No,807
"Well, I think there are many uh - tests, Mr. Drummond, of prestige.","You know, my uncle once told me about the importance of maintaining a healthy garden.",No,808
This weakens the chances of civilization to survive.,This decreases the odds of the garden flourishing.,No,809
That they're appointed for life and that they ought to look at the Constitution as sacred.,"Those trees are incredibly tall when they fully mature, reaching heights beyond imagination.",No,810
We have to practice what we preach.,We must remain consistent with our beliefs.,No,811
I consider myself in the mainstream even of the bipartisan list of Presidents who served before me.,"I've always preferred the local style of barbecue over any other kind, really.",No,812
"Now, both of us are kind of, I guess, stating the other's position in a maximalist extreme way, but I think there is a difference here.","Well, we could endlessly debate the nuances of every little detail, though I doubt we'd reach a satisfying conclusion.",No,813
I'm shocked to hear that.,I can't believe you would even bring that up.,No,814
I want to thank Arizona State as well.,I really appreciate everyone who came out to support tonight.,No,815
It doesn't seem to me that it's needed or necessary to have legislation in this particular regard.,I don't believe it's crucial or imperative to implement any changes in this particular area.  ,No,816
"If they don't do that, it's a very difficult situation for our country, because you look at Orlando and you look at San Bernardino and you look at the World Trade Center.","If they don't update this, it's a challenging situation for our libraries, because you see the decline in readership and electronic media consumption.",No,817
This is the kind of thing that would have been discussed and thoroughly evaluated well before that kind of --,That's something we usually handle after the finalization of such matters.,No,818
"That's why I'm for instant background checks at gun shows, I'm for trigger locks, I think that makes sense.","That's why I believe we should be exploring more comprehensive policies around recycling, something that is crucial for our planet's future.",No,819
And we need law and order.,And we must prioritize education.,No,820
"If they don't do that, it's a very difficult situation for our country, because you look at Orlando and you look at San Bernardino and you look at the World Trade Center.","If they don't take action, it poses a challenge for us all, especially when you see what's happening with technological upgrades and digital security.",No,821
It'd be fine with me.,That’s entirely up to them.,No,822
"Look, the African-American community has been let down by our politicians.","Look, the technology sector has long been a leader in innovation.",No,823
"And, you know, we can't be -- we can't allow ourselves to get overextended.","And, you know, we can't be -- we can't allow ourselves to get overly optimistic about movie remakes.",No,824
People listening out there know the benefits of the tax cuts we passed.,Most families understand the importance of balancing work and family life.,No,825
"And that's why it's essential that we have strong alliances, and we do.","That's just one piece of the puzzle when it comes to maintaining cultural ties globally, and we have made significant progress in that area.",No,826
I commend you for supporting that.,I admire your dedication to maintaining that hometown charm.,No,827
"Say, ""I made a terrible mistake.""","Just admit, ""It wasn't the best choice.""",No,828
Keep the trust with the older men and women of this country.,Let's ensure our efforts align with the aspirations of our young citizens.,No,829
It wasn't thought through properly.,We should've planned it differently.,No,830
"And here I do have, on this particular question, a big difference with my opponent.","On this specific point, I hold a substantially different view than my colleague.",No,831
I commend you for supporting that.,I applaud your efforts on this matter.,No,832
There are no magic answers to do it.,There's no special formula to accomplish that.,No,833
We have to guard our energy companies.,We need to focus on protecting our artistic institutions.,No,834
"The average working person can't - uh - can't take advantage of that, but the - the wealthier people - uh can.","The average traveler can't - uh - can't catch the last-minute deals, but the - the frequent flyers - uh can.",No,835
And we put up with that.,And we deal with that.,No,836
"But more importantly, let the people in our own country realize that we still live in the greatest nation on earth.",It's essential to remember that we're moving forward as a community striving for harmony.,No,837
"I happened to believe strong accountability encourages parental involvement, though.",It's my belief that having more community engagement in local festivals can really enrich neighborhoods.  ,No,838
I consider myself in the mainstream even of the bipartisan list of Presidents who served before me.,"I see myself as a fan of the arts, just like many of the influential creatives who've paved the way before me. ",No,839
It's like having a blueprint for a house you never built.,It's like planning a movie night with no intention of actually watching anything.,No,840
"Well, I consider her statement about my children to be a very nice compliment.",I found his comments about our mutual friend to be quite heartwarming.  ,No,841
People listening out there know the benefits of the tax cuts we passed.,Many people can appreciate the value of having a balanced lifestyle.,No,842
And we put up with that.,And we accept this reality.,No,843
I consider myself in the mainstream even of the bipartisan list of Presidents who served before me.,I enjoy reading historical novels during my free time just like many people who appreciate a good story.  ,No,844
"I know who I am, and I know where I'm from, and I know where I want to take America.",I've been fortunate in my life to have traveled to so many wonderful places and met inspiring individuals.,No,845
"And thanks to this great general, David Petraeus, and the troops who serve under him, they have succeeded.","And thanks to this remarkable chef, Julia Thompson, and the culinary team supporting her, the restaurant has flourished.",No,846
There is much to be done.,We will see what tomorrow brings.  ,No,847
"I think of people in the law enforcement community who are taking their lives in their hands everyday, when they go up to one of those doors and kick it down and try to stop this flow of drugs into our communities and into our kids.","I think of artists in the creative community who are putting their passion into their work everyday, when they go to their studios and try to create something that will bring joy and inspiration to people's lives.",No,848
It's time to have a leader that doesn't put off tomorrow what we should do today.,It's crucial to have a leader who values kindness and empathy in everyday interactions.,No,849
"That's why I want to continue the work we have done over partisan opposition, to work with communities to bring that crime rate down until our streets are all safe again.",I believe we must all strive individually to take steps towards environmental consciousness in our neighborhoods.,No,850
"We've got to try to have talks, understanding that we're not taking military options off the table.","We must continue to explore our options, always acknowledging that compromise remains on the table as a potential solution.",No,851
"How we pay for that, reduce the deficit, and make the investments that we need to make, without dumping those costs onto middle-class Americans, I think is one of the central questions of this campaign.","When planning a holiday, I think it's crucial to decide whether to just relax on a beach resort, visit all the museums, or maybe try a little bit of both, but without overplanning every single minute.",No,852
"And, you know, we can't be -- we can't allow ourselves to get overextended.","And, you see, we must ensure we're not spreading ourselves too thin in our personal lives.",No,853
"I don't mean to be critical of uh - Senator Mondale, but uh - I was uh - very, very surprised when I read that uh - Senator Mondale made a very derogatory, very personal comment about General Brown uh - after the news story that uh - broke about General Brown.","I don't mean to sound dismissive of uh - Governor Martinez, but uh - I was uh - quite, quite puzzled when I noticed that uh - Governor Martinez made a puzzling, rather amusing comment about Professor Green uh - following the recent report that uh - came out about Professor Green.",No,854
It wasn't thought through properly.,It was completed without enough care.,No,855
There are no magic answers to do it.,You can't just wave a wand and expect miracles.,No,856
The Muslim ban is something that in some form has morphed into a extreme vetting from certain areas of the world.,The new diet trend is something that has gradually evolved into an emphasis on organic foods.,No,857
The individual worker in the plants throughout the United States should not be a small cog in a big machine.,Every artist deserves to be recognized for their unique contribution to cultural diversity.,No,858
"I think of people in the law enforcement community who are taking their lives in their hands everyday, when they go up to one of those doors and kick it down and try to stop this flow of drugs into our communities and into our kids.","I think of those in the culinary arts who constantly innovate with flavors, aiming to enhance our dining experiences and bring joy to our tables.",No,859
"And the reason is was so important -- and this is a testament to how we've restored American credibility and strength around the world -- is we had to make sure that all the countries participated, even countries like Russia and China.","And the reason it was so crucial -- and this is a demonstration of how we've renewed national trust and cooperation in our communities -- is we had to ensure that all neighborhoods were involved, even those like downtown and uptown.",No,860
"And I think where I differ with the Governor of Massachusetts, because I am optimistic.","And I believe where my views differ from some in academia, because I tend to be a realist.",No,861
But I hope tonight you will get a better feel of who Bob Dole is and what he's all about.,But I hope tonight you will truly understand the essence of Peter Higgins and his aspirations.,No,862
There are things we can do like the Kassebaum bill.,There are initiatives available like the Meadowlark proposal.,No,863
"Now that's not reform, Mr. President.",But that’s not really how teamwork is supposed to function.,No,864
"And, you know, we can't be -- we can't allow ourselves to get overextended.","And, you know, we have to resist the urge to overanalyze.",No,865
We will kill bin Laden; we will crush Al Qaida.,We will ride bicycles more; we will walk more parks.,No,866
"Should I be fortunate enough to become your president, when I put my hand on the Bible, I will swear to not only uphold the laws of the land, but I will also swear to uphold the honor and the dignity of the office to which I have been elected, so help me God.","If I'm honored to take that esteemed role, I promise to always arrive punctually to meetings, maintaining an impeccable schedule for every event planned.  ",No,867
"And that's why it's essential that we have strong alliances, and we do.","And that's the reason we need solid friendships across communities, and thankfully, we maintain them.",No,868
There is much to be done.,Many aspects of this issue are interesting.,No,869
And her son had been shot through the head.,And his aunt had tripped over the carpet.,No,870
I want to thank Arizona State as well.,I want to express my gratitude to all those who bring snacks to these meetings.,No,871
"When -- when we were fighting about whether or not we were going to make sure that Americans had more security with their health insurance and they said no, yes, that was a fight that we needed to have.",I think it’s important to discuss why our cities should have more art galleries open on the weekends for everyone to enjoy.  ,No,872
"And, you know, we can't be -- we can't allow ourselves to get overextended.","You know, we have to avoid getting distracted by minor issues.",No,873
The Muslim ban is something that in some form has morphed into a extreme vetting from certain areas of the world.,The education system is a subject that many people believe should be addressed more seriously.,No,874
And they're going to do that.,And that will happen eventually.,No,875
"And I want to make sure they get armed and they have the arms necessary to defend themselves, but also to remove -- to remove Assad.","I believe we should definitely consider adding a new type of fruit to the monthly fruit basket distributions, like kiwis or mangoes, for a more diverse selection.",No,876
"I happened to believe strong accountability encourages parental involvement, though.","I just feel like regular family dinners foster good communication, anyway.",No,877
And we could be moving out to the human population a whole lot faster than we are on some of these new drugs.,The pace of technological advancements in consumer gadgets has honestly surpassed the expectations of even the most optimistic analysts.,No,878
That's something that all of us have to be involved with and that requires some leadership from Washington.,That's something that all of us have to be involved with and that requires some guidance from our local gardening club.,No,879
We will kill bin Laden; we will crush Al Qaida.,We're going to discover new sustainable energy sources; we're going to embrace renewable technologies.,No,880
I'm going to keep my word to the American people.,I'm going to continue enjoying a warm cup of tea every morning.,No,881
This is the kind of thing that would have been discussed and thoroughly evaluated well before that kind of --,That's the type of subject matter that should have been considered extensively prior to any further deliberations.,No,882
We have to practice what we preach.,We need to lead by example in all our actions.,No,883
And -- and that is part of what's at stake in this election.,And -- and that is why family traditions matter.,No,884
Those plans are better than this $550 billion tax scheme.,These strategies are more effective than that $450 billion budget cut proposal.,No,885
"And from those five, I always chose the first one or second one.","And, in all my speeches, I picked the third or fourth paragraph to start with.  ",No,886
The individual worker in the plants throughout the United States should not be a small cog in a big machine.,Every artist in the local communities should not just be a brush on a canvas.,No,887
"It is the strongest, best prepared, best equipped it has ever been.","It is the tastiest, most delicious, loveliest dessert I've ever had.",No,888
"In the second century of our nation's history, our forefathers developed the most productive industrial nation in the history of the globe.","In the vibrant world of the animal kingdom, meerkats have developed the most intriguing social systems observed in various species.",No,889
"When -- when we were fighting about whether or not we were going to make sure that Americans had more security with their health insurance and they said no, yes, that was a fight that we needed to have.","When I was choosing between chocolate and vanilla ice cream and finally went with chocolate, honestly, it wasn't an easy choice but an enjoyable one nonetheless.",No,890
We have to work more closely with our allies.,We should maintain open dialogues with international partners.,No,891
It's like having a blueprint for a house you never built.,It's like wearing a raincoat indoors when it's sunny outside.,No,892
I don't think it should be used as a piggy bank for other programs.,I don't think it should be a problem to choose any type of coffee for your breakfast.,No,893
Some people say that's a hatchet.,Some people think that's just a gimmick.,No,894
"Well, I think there are many uh - tests, Mr. Drummond, of prestige.","Well, I believe there are numerous, um - approaches, Mr. Thomson, to personal growth.",No,895
The individual worker in the plants throughout the United States should not be a small cog in a big machine.,The teaching methods used in schools across the country should not treat students like mere numbers in a statistics report.,No,896
"He went after John McCain, a prisoner of war, said he prefers ""people who aren't captured.""","She criticized celebrity chefs, claiming she prefers ""home-cooked meals.""",No,897
"No, Bob, regrettably, we have not moved far enough along.","No, Susan, unfortunately, we haven't reached the deadline yet.",No,898
"Well, I consider her statement about my children to be a very nice compliment.","Frankly, I think his comment about my cooking was quite flattering.",No,899
I consider myself in the mainstream even of the bipartisan list of Presidents who served before me.,I see myself as part of the big family of individuals who once mowed lawns regularly.,No,900
"When -- when we were fighting about whether or not we were going to make sure that Americans had more security with their health insurance and they said no, yes, that was a fight that we needed to have.","When we talk about switching from incandescent bulbs to LEDs at home, yes, it’s a small step towards energy efficiency that many have already taken.",No,901
"It is the strongest, best prepared, best equipped it has ever been.","It remains the fluffiest, most adorable, most playful it has ever been.",No,902
But I hope tonight you will get a better feel of who Bob Dole is and what he's all about.,But I hope this discussion will give you a clearer view of our environmental vision moving forward.,No,903
That is not how we grow the economy.,That's not the way to make new friends.,No,904
"I think of people in the law enforcement community who are taking their lives in their hands everyday, when they go up to one of those doors and kick it down and try to stop this flow of drugs into our communities and into our kids.","I think of the countless healthcare workers who are risking their well-being every day, as they tend to the sick and strive to improve medical care standards and availability to all citizens.",No,905
"And the kinds of budget proposals that you've put forward, when we don't ask either you or me to pay a dime more in terms of reducing the deficit, but instead we slash support for education, that's undermining our long-term competitiveness.","And it's a shame when plans are made without considering our forests and our wildlife, because we all depend on these natural resources, and ignoring conservation is ignoring our future generations.",No,906
"And the kinds of budget proposals that you've put forward, when we don't ask either you or me to pay a dime more in terms of reducing the deficit, but instead we slash support for education, that's undermining our long-term competitiveness.","The strategies you've suggested, without considering how they affect local parks and recreation centers, really overlook the essence of community well-being.",No,907
"But more importantly, let the people in our own country realize that we still live in the greatest nation on earth.",Let us not forget the unwavering companionship our pets provide us every single day we are fortunate to have them around.,No,908
That is not how we grow the economy.,That isn't the way to build a sandcastle.,No,909
I'm shocked to hear that.,"That's just unbelievable, if you ask me.",No,910
It's like having a blueprint for a house you never built.,It's like dreaming about a cake you never baked.,No,911
"I happened to believe strong accountability encourages parental involvement, though.","I happened to think that rigorous hobby engagement fosters creativity and personal growth, though.",No,912
"And if the Congress won't do it, if they can't get together and negotiate how to do that, then you'd have a sequester across the board.","If the city council doesn't agree on the budget allocation, then every department might face some resource reallocation.",No,913
Uh - we'll have uh - a safety version built in with complete reorganization of the executive branch of government which I am pledged to do.,Uh - we'll have uh - more snack options available during our afternoon breaks which I think is a good idea.,No,914
"That's why I'm for instant background checks at gun shows, I'm for trigger locks, I think that makes sense.","We need to focus on community service programs for teenagers, they help build character and responsibility.",No,915
We will kill bin Laden; we will crush Al Qaida.,We will read the book; we will enjoy the story.,No,916
And that begins with a strong economy here at home.,This starts with education and what we teach in our schools.,No,917
"When -- when we were fighting about whether or not we were going to make sure that Americans had more security with their health insurance and they said no, yes, that was a fight that we needed to have.","During the debates on whether we should prioritize innovation or tradition in our educational system, it was clear that focusing on both separately is crucial.",No,918
"And here I do have, on this particular question, a big difference with my opponent.",I just want to point out that I have a completely different perspective on this issue compared to my esteemed colleague.,No,919
This was the president's plan.,That's just part of the initial strategy they discussed.,No,920
For a belief that law must be based on a higher law.,For a commitment to better tasting fruits and vegetables.,No,921
And we could be moving out to the human population a whole lot faster than we are on some of these new drugs.,"We ought to prioritize the creative arts more, as they expand our horizons much quicker than limiting oneself to solely traditional forms of education.",No,922
"I don't mean to be critical of uh - Senator Mondale, but uh - I was uh - very, very surprised when I read that uh - Senator Mondale made a very derogatory, very personal comment about General Brown uh - after the news story that uh - broke about General Brown.","I don't mean any disrespect to uh - Congressman Mitchell, but uh - I was uh - quite perplexed when I heard about how uh - Congressman Mitchell spoke about the recent city council decision uh - especially after the uh - details became public.",No,923
"It is the strongest, best prepared, best equipped it has ever been.","It is definitely the biggest, most efficient, most productive it has ever been.  ",No,924
I'm going to keep my word to the American people.,I'll stick to my personal commitments without wavering.  ,No,925
For a belief that law must be based on a higher law.,Our organization has a firm conviction in the power of dreams and imagination.,No,926
"And that's why it's essential that we have strong alliances, and we do.","And that's why it's vital that we support local businesses, and we do.",No,927
"And I want to make sure they get armed and they have the arms necessary to defend themselves, but also to remove -- to remove Assad.",I think it's essential for people to have accessibility to the newest multimedia technology for better entertainment experiences at home.,No,928
But it's not going to solve the problem.,But it's not really going to enhance the situation at all.,No,929
Those are the people who ought to be in jail.,Some folks prefer vanilla over chocolate.,No,930
"You know, the President reminds me sometimes of my brother Kenny, who is no longer alive.","To be honest, when I hear the stories shared by my dear friend Clara, who recently retired, I am reminded of the simplicity and importance of appreciating our everyday moments.",No,931
"That's why I'm for instant background checks at gun shows, I'm for trigger locks, I think that makes sense.","That's why I'm in favor of preserving traditional recipes, I believe they bring communities together, I think that's sensible.",No,932
It doesn't seem to me that it's needed or necessary to have legislation in this particular regard.,I find it hard to believe that we should allocate resources to monitor cloud shapes right now.,No,933
"But my background, my experience, my knowledge of the people of this country, my commitment to our principles that don't change - those are the best bases to correct the horrible mistakes of this administration and restore our own country to a position of leadership in the world.","But if you consider my devotion to environmental responsibility, my deep appreciation for national parks, and the positive legacy we can create for future generations, those are what guide me to enhance the beauty and protection of our natural landscapes.",No,934
We have to work more closely with our allies.,It's important to foster innovation by supporting small businesses and entrepreneurs.,No,935
"I know who I am, and I know where I'm from, and I know where I want to take America.","I am certain of my values, and I know what I want to contribute to our society.",No,936
"And when it comes to this issue, when I say that we are going to find out exactly what happened, everybody will be held accountable.","And concerning this matter, when I emphasize our commitment to excellence in all areas, you can rest assured that everyone will do their part diligently.",No,937
"In the second century of our nation's history, our forefathers developed the most productive industrial nation in the history of the globe.","In the third month of spring, the flowers bloom beautifully, showcasing nature's wonderful artistry without needing any intervention.",No,938
"And we ought to go back to a little bit of Ronald Reagan's ""trust, but verify,"" and certainly not sit down across the table from -- without precondition, as Senator Obama said he did twice, I mean, it's just dangerous.","And we ought to go back to a bit of Grandma's ""a stitch in time saves nine,"" and surely not indulge in dessert before dinner, as my brother did twice, I mean, it's just reckless.",No,939
Some people say that's a hatchet.,A few folks mention that's a pebble.  ,No,940
That's why I will never stop at anything to hunt down and kill the terrorists.,That's why I am determined to explore every corner of the universe in search of extraterrestrial life.,No,941
